codigo,nombre,origen_municipio_nombre,destino_municipio_nombre,tipo_via_codigo,distancia_km,tiempo_promedio_minutos,estado_transitabilidad
TRM_291_322_0632,Tramo RN-7 Cobán-Quiché (El Chal - San Manuel Chaparrón) - Ref 633,El Chal,San Manuel Chaparrón,PEATONAL,73.2,144,BUENO
TRM_292_323_0633,Tramo Ruta Nacional RN-1 (Puerto Barrios - San Carlos Alzatate) - Ref 634,Puerto Barrios,San Carlos Alzatate,NACIONAL_ASFALTO,57.54,163,MALO
TRM_293_324_0634,Tramo RN-9 Salcajá (Lívingston - Monjas) - Ref 635,Lívingston,Monjas,NACIONAL_ASFALTO,27.46,69,MALO
TRM_294_325_0635,Tramo Ruta Nacional RN-1 (El Estor - Mataquescuintla) - Ref 636,El Estor,Mataquescuintla,PEATONAL,39.33,101,BUENO
TRM_295_326_0636,Tramo Ruta Nacional RN-1 (Morales - Jutiapa) - Ref 637,Morales,Jutiapa,NACIONAL_ASFALTO,46.52,120,BUENO
TRM_296_327_0637,Tramo RN-15 Sacapulas (Los Amates - El Progreso) - Ref 638,Los Amates,El Progreso,TERRACERIA,19.87,59,BUENO
TRM_297_328_0638,Tramo RN-15 Sacapulas (Zacapa - Santa Catarina Mita) - Ref 639,Zacapa,Santa Catarina Mita,PEATONAL,43.39,58,BUENO
TRM_298_329_0639,Tramo RN-9 Salcajá (Estanzuela - Agua Blanca) - Ref 640,Estanzuela,Agua Blanca,ACUATICA,32.86,55,BUENO
TRM_299_330_0640,Tramo RN-11 Panajachel (Río Hondo - Asunción Mita) - Ref 641,Río Hondo,Asunción Mita,NACIONAL_ASFALTO,43.02,140,BUENO
TRM_300_331_0641,Tramo RN-9 Salcajá (Gualán - Yupiltepeque) - Ref 642,Gualán,Yupiltepeque,TERRACERIA,50.09,138,BUENO
TRM_301_332_0642,Tramo CA-1 Occidente (Teculután - Atescatempa) - Ref 643,Teculután,Atescatempa,TERRACERIA,33.87,44,BUENO
TRM_302_333_0643,Tramo RN-7 Cobán-Quiché (Usumatlán - Jerez) - Ref 644,Usumatlán,Jerez,NACIONAL_ASFALTO,19.42,36,BUENO
TRM_303_334_0644,Tramo RN-9 Salcajá (Cabañas - El Adelanto) - Ref 645,Cabañas,El Adelanto,NACIONAL_ASFALTO,45.77,72,BUENO
TRM_304_335_0645,Tramo RN-11 Panajachel (San Diego - Zapotitlán) - Ref 646,San Diego,Zapotitlán,INTERAMERICANA,68.16,123,BLOQUEADO
TRM_305_336_0646,Tramo RN-9 Salcajá (La Unión - Comapa) - Ref 647,La Unión,Comapa,TERRACERIA,48.6,61,BLOQUEADO
TRM_306_337_0647,Tramo RN-7 Cobán-Quiché (Huité - Jalpatagua) - Ref 648,Huité,Jalpatagua,PEATONAL,59.55,124,BUENO
TRM_307_338_0648,Tramo RN-7 Cobán-Quiché (San Jorge - Conguaco) - Ref 649,San Jorge,Conguaco,ACUATICA,54.76,140,REGULAR
TRM_308_339_0649,Tramo RN-11 Panajachel (Chiquimula - Moyuta) - Ref 650,Chiquimula,Moyuta,INTERAMERICANA,29.3,82,BUENO
TRM_309_340_0650,Tramo RN-15 Sacapulas (San José La Arada - Pasaco) - Ref 651,San José La Arada,Pasaco,ACUATICA,60.63,136,BUENO
TRM_310_341_0651,Tramo RN-15 Sacapulas (San Juan Ermita - San José Acatempa) - Ref 652,San Juan Ermita,San José Acatempa,INTERAMERICANA,44.89,91,BUENO
TRM_311_342_0652,Tramo Ruta Nacional RN-1 (Jocotán - Quesada) - Ref 653,Jocotán,Quesada,TERRACERIA,40.98,112,BUENO
TRM_312_1_0653,Tramo Ruta Nacional RN-1 (Camotán - Lago De Amatitlan) - Ref 654,Camotán,Lago De Amatitlan,INTERAMERICANA,68.48,161,REGULAR
TRM_313_2_0654,Tramo RN-7 Cobán-Quiché (Olopa - Guatemala) - Ref 655,Olopa,Guatemala,PEATONAL,30.62,92,BUENO
TRM_314_3_0655,Tramo RN-15 Sacapulas (Esquipulas - Santa Catarina Pinula) - Ref 656,Esquipulas,Santa Catarina Pinula,INTERAMERICANA,10.03,28,REGULAR
TRM_315_4_0656,Tramo Ruta Nacional RN-1 (Concepción Las Minas - San José Pinula) - Ref 657,Concepción Las Minas,San José Pinula,NACIONAL_ASFALTO,50.22,162,BUENO
TRM_316_5_0657,Tramo RN-9 Salcajá (Quezaltepeque - San José del Golfo) - Ref 658,Quezaltepeque,San José del Golfo,INTERAMERICANA,68.43,238,BUENO
TRM_317_6_0658,Tramo CA-1 Occidente (San Jacinto - Palencia) - Ref 659,San Jacinto,Palencia,PEATONAL,65.9,169,BUENO
TRM_318_7_0659,Tramo RN-11 Panajachel (Ipala - Chinautla) - Ref 660,Ipala,Chinautla,ACUATICA,39.21,65,REGULAR
TRM_319_8_0660,Tramo RN-7 Cobán-Quiché (Jalapa - San Pedro Ayampuc) - Ref 661,Jalapa,San Pedro Ayampuc,NACIONAL_ASFALTO,53.54,110,REGULAR
TRM_320_9_0661,Tramo CA-1 Occidente (San Pedro Pinula - Mixco) - Ref 662,San Pedro Pinula,Mixco,ACUATICA,56.84,193,BUENO
TRM_321_10_0662,Tramo RN-11 Panajachel (San Luis Jilotepeque - San Pedro Sacatepéquez) - Ref 663,San Luis Jilotepeque,San Pedro Sacatepéquez,ACUATICA,53.96,100,REGULAR
TRM_322_11_0663,Tramo Ruta Nacional RN-1 (San Manuel Chaparrón - San Juan Sacatepéquez) - Ref 664,San Manuel Chaparrón,San Juan Sacatepéquez,TERRACERIA,37.84,92,REGULAR
TRM_323_12_0664,Tramo RN-7 Cobán-Quiché (San Carlos Alzatate - San Raimundo) - Ref 665,San Carlos Alzatate,San Raimundo,INTERAMERICANA,66.8,194,BUENO
TRM_324_13_0665,Tramo Ruta Nacional RN-1 (Monjas - Chuarrancho) - Ref 666,Monjas,Chuarrancho,INTERAMERICANA,63.54,140,REGULAR
TRM_325_14_0666,Tramo RN-9 Salcajá (Mataquescuintla - Fraijanes) - Ref 667,Mataquescuintla,Fraijanes,NACIONAL_ASFALTO,62.19,170,BUENO
TRM_326_15_0667,Tramo CA-1 Occidente (Jutiapa - Amatitlán) - Ref 668,Jutiapa,Amatitlán,INTERAMERICANA,55.76,167,BUENO
TRM_327_16_0668,Tramo RN-15 Sacapulas (El Progreso - Villa Nueva) - Ref 669,El Progreso,Villa Nueva,INTERAMERICANA,11.58,19,BUENO
TRM_328_17_0669,Tramo Ruta Nacional RN-1 (Santa Catarina Mita - Villa Canales) - Ref 670,Santa Catarina Mita,Villa Canales,PEATONAL,59.74,191,BUENO
TRM_329_18_0670,Tramo RN-11 Panajachel (Agua Blanca - Petapa) - Ref 671,Agua Blanca,Petapa,NACIONAL_ASFALTO,66.48,232,BLOQUEADO
TRM_330_19_0671,Tramo RN-11 Panajachel (Asunción Mita - Guastatoya) - Ref 672,Asunción Mita,Guastatoya,TERRACERIA,44.39,109,BUENO
TRM_331_20_0672,Tramo RN-15 Sacapulas (Yupiltepeque - Morazán) - Ref 673,Yupiltepeque,Morazán,NACIONAL_ASFALTO,47.79,74,BUENO
TRM_332_21_0673,Tramo RN-15 Sacapulas (Atescatempa - San Agustín Acasaguastlán) - Ref 674,Atescatempa,San Agustín Acasaguastlán,INTERAMERICANA,6.86,20,BUENO
TRM_333_22_0674,Tramo CA-1 Occidente (Jerez - San Cristóbal Acasaguastlán) - Ref 675,Jerez,San Cristóbal Acasaguastlán,PEATONAL,16.84,26,BUENO
TRM_334_23_0675,Tramo RN-11 Panajachel (El Adelanto - El Jícaro) - Ref 676,El Adelanto,El Jícaro,NACIONAL_ASFALTO,39.94,79,BUENO
TRM_335_24_0676,Tramo RN-7 Cobán-Quiché (Zapotitlán - Sanarate) - Ref 677,Zapotitlán,Sanarate,PEATONAL,47.64,101,BUENO
TRM_336_25_0677,Tramo RN-7 Cobán-Quiché (Comapa - Sansare) - Ref 678,Comapa,Sansare,PEATONAL,41.45,70,BUENO
TRM_337_26_0678,Tramo RN-15 Sacapulas (Jalpatagua - San Antonio La Paz) - Ref 679,Jalpatagua,San Antonio La Paz,INTERAMERICANA,25.64,32,MALO
TRM_338_27_0679,Tramo RN-9 Salcajá (Conguaco - Antigua Guatemala) - Ref 680,Conguaco,Antigua Guatemala,TERRACERIA,17.48,52,BUENO
TRM_339_28_0680,Tramo RN-7 Cobán-Quiché (Moyuta - Jocotenango) - Ref 681,Moyuta,Jocotenango,TERRACERIA,52.6,107,BUENO
TRM_340_29_0681,Tramo CA-1 Occidente (Pasaco - Pastores) - Ref 682,Pasaco,Pastores,TERRACERIA,34.53,62,BUENO
TRM_341_30_0682,Tramo CA-1 Occidente (San José Acatempa - Sumpango) - Ref 683,San José Acatempa,Sumpango,INTERAMERICANA,65.28,123,BUENO
TRM_342_31_0683,Tramo RN-15 Sacapulas (Quesada - Santo Domingo Xenacoj) - Ref 684,Quesada,Santo Domingo Xenacoj,INTERAMERICANA,8.48,27,BLOQUEADO
TRM_1_32_0684,Tramo RN-7 Cobán-Quiché (Lago De Amatitlan - Santiago Sacatepéquez) - Ref 685,Lago De Amatitlan,Santiago Sacatepéquez,INTERAMERICANA,31.54,101,BUENO
TRM_2_33_0685,Tramo CA-1 Occidente (Guatemala - San Bartolomé Milpas Altas) - Ref 686,Guatemala,San Bartolomé Milpas Altas,TERRACERIA,47.11,88,BUENO
TRM_3_34_0686,Tramo RN-9 Salcajá (Santa Catarina Pinula - San Lucas Sacatepéquez) - Ref 687,Santa Catarina Pinula,San Lucas Sacatepéquez,TERRACERIA,40.81,109,REGULAR
TRM_4_35_0687,Tramo Ruta Nacional RN-1 (San José Pinula - Santa Lucía Milpas Altas) - Ref 688,San José Pinula,Santa Lucía Milpas Altas,PEATONAL,70.69,106,BUENO
TRM_5_36_0688,Tramo RN-15 Sacapulas (San José del Golfo - Magdalena Milpas Altas) - Ref 689,San José del Golfo,Magdalena Milpas Altas,NACIONAL_ASFALTO,13.1,38,BUENO
TRM_6_37_0689,Tramo CA-1 Occidente (Palencia - Santa María de Jesús) - Ref 690,Palencia,Santa María de Jesús,NACIONAL_ASFALTO,48.31,161,REGULAR
TRM_7_38_0690,Tramo RN-11 Panajachel (Chinautla - Ciudad Vieja) - Ref 691,Chinautla,Ciudad Vieja,TERRACERIA,53.99,116,BUENO
TRM_8_39_0691,Tramo RN-7 Cobán-Quiché (San Pedro Ayampuc - San Miguel Dueñas) - Ref 692,San Pedro Ayampuc,San Miguel Dueñas,TERRACERIA,28.34,56,REGULAR
TRM_9_40_0692,Tramo Ruta Nacional RN-1 (Mixco - Alotenango) - Ref 693,Mixco,Alotenango,PEATONAL,18.65,56,BUENO
TRM_10_41_0693,Tramo RN-7 Cobán-Quiché (San Pedro Sacatepéquez - San Antonio Aguas Calientes) - Ref 694,San Pedro Sacatepéquez,San Antonio Aguas Calientes,ACUATICA,31.63,71,BUENO
TRM_11_42_0694,Tramo CA-1 Occidente (San Juan Sacatepéquez - Santa Catarina Barahona) - Ref 695,San Juan Sacatepéquez,Santa Catarina Barahona,PEATONAL,66.31,219,BUENO
TRM_12_43_0695,Tramo RN-11 Panajachel (San Raimundo - Chimaltenango) - Ref 696,San Raimundo,Chimaltenango,TERRACERIA,37.25,117,BUENO
TRM_13_44_0696,Tramo CA-1 Occidente (Chuarrancho - San José Poaquil) - Ref 697,Chuarrancho,San José Poaquil,PEATONAL,28.35,91,BUENO
TRM_14_45_0697,Tramo RN-9 Salcajá (Fraijanes - San Martín Jilotepeque) - Ref 698,Fraijanes,San Martín Jilotepeque,PEATONAL,14.76,31,BUENO
TRM_15_46_0698,Tramo RN-7 Cobán-Quiché (Amatitlán - Comalapa) - Ref 699,Amatitlán,Comalapa,PEATONAL,13.09,16,BUENO
TRM_16_47_0699,Tramo Ruta Nacional RN-1 (Villa Nueva - Santa Apolonia) - Ref 700,Villa Nueva,Santa Apolonia,INTERAMERICANA,19.19,35,REGULAR
TRM_17_48_0700,Tramo RN-9 Salcajá (Villa Canales - Tecpán Guatemala) - Ref 701,Villa Canales,Tecpán Guatemala,PEATONAL,59.68,99,BLOQUEADO
TRM_18_49_0701,Tramo RN-15 Sacapulas (Petapa - Patzún) - Ref 702,Petapa,Patzún,TERRACERIA,38.78,113,BUENO
TRM_19_50_0702,Tramo CA-1 Occidente (Guastatoya - Pochuta) - Ref 703,Guastatoya,Pochuta,INTERAMERICANA,14.64,26,REGULAR
TRM_20_51_0703,Tramo RN-15 Sacapulas (Morazán - Patzicía) - Ref 704,Morazán,Patzicía,NACIONAL_ASFALTO,20.96,37,BUENO
TRM_21_52_0704,Tramo RN-15 Sacapulas (San Agustín Acasaguastlán - Santa Cruz Balanyá) - Ref 705,San Agustín Acasaguastlán,Santa Cruz Balanyá,TERRACERIA,17.88,54,BUENO
TRM_22_53_0705,Tramo Ruta Nacional RN-1 (San Cristóbal Acasaguastlán - Acatenango) - Ref 706,San Cristóbal Acasaguastlán,Acatenango,INTERAMERICANA,65.1,104,REGULAR
TRM_23_54_0706,Tramo RN-7 Cobán-Quiché (El Jícaro - Yepocapa) - Ref 707,El Jícaro,Yepocapa,NACIONAL_ASFALTO,61.55,106,BUENO
TRM_24_55_0707,Tramo Ruta Nacional RN-1 (Sanarate - San Andrés Itzapa) - Ref 708,Sanarate,San Andrés Itzapa,ACUATICA,18.88,62,BUENO
TRM_25_56_0708,Tramo RN-9 Salcajá (Sansare - Parramos) - Ref 709,Sansare,Parramos,INTERAMERICANA,62.07,97,BUENO
TRM_26_57_0709,Tramo RN-11 Panajachel (San Antonio La Paz - Zaragoza) - Ref 710,San Antonio La Paz,Zaragoza,TERRACERIA,26.77,78,BUENO
TRM_27_58_0710,Tramo RN-7 Cobán-Quiché (Antigua Guatemala - El Tejar) - Ref 711,Antigua Guatemala,El Tejar,PEATONAL,61.15,76,REGULAR
TRM_28_59_0711,Tramo Ruta Nacional RN-1 (Jocotenango - Escuintla) - Ref 712,Jocotenango,Escuintla,INTERAMERICANA,74.34,174,BUENO
TRM_29_60_0712,Tramo CA-1 Occidente (Pastores - Santa Lucía Cotzumalguapa) - Ref 713,Pastores,Santa Lucía Cotzumalguapa,NACIONAL_ASFALTO,12.64,22,REGULAR
TRM_30_61_0713,Tramo RN-7 Cobán-Quiché (Sumpango - La Democracia) - Ref 714,Sumpango,La Democracia,TERRACERIA,23.68,35,BUENO
TRM_31_62_0714,Tramo RN-11 Panajachel (Santo Domingo Xenacoj - Siquinalá) - Ref 715,Santo Domingo Xenacoj,Siquinalá,TERRACERIA,65.59,195,BUENO
TRM_32_63_0715,Tramo Ruta Nacional RN-1 (Santiago Sacatepéquez - Masagua) - Ref 716,Santiago Sacatepéquez,Masagua,PEATONAL,58.55,167,BUENO
TRM_33_64_0716,Tramo Ruta Nacional RN-1 (San Bartolomé Milpas Altas - Tiquisate) - Ref 717,San Bartolomé Milpas Altas,Tiquisate,ACUATICA,8.9,15,BUENO
TRM_34_65_0717,Tramo RN-7 Cobán-Quiché (San Lucas Sacatepéquez - La Gomera) - Ref 718,San Lucas Sacatepéquez,La Gomera,NACIONAL_ASFALTO,54.29,156,BUENO
TRM_35_66_0718,Tramo RN-11 Panajachel (Santa Lucía Milpas Altas - Guanagazapa) - Ref 719,Santa Lucía Milpas Altas,Guanagazapa,PEATONAL,40.71,97,BUENO
TRM_36_67_0719,Tramo CA-1 Occidente (Magdalena Milpas Altas - San José) - Ref 720,Magdalena Milpas Altas,San José,INTERAMERICANA,54.6,66,BUENO
TRM_37_68_0720,Tramo RN-15 Sacapulas (Santa María de Jesús - Iztapa) - Ref 721,Santa María de Jesús,Iztapa,PEATONAL,41.32,110,REGULAR
TRM_38_69_0721,Tramo RN-15 Sacapulas (Ciudad Vieja - Palín) - Ref 722,Ciudad Vieja,Palín,ACUATICA,43.12,125,BUENO
TRM_39_70_0722,Tramo RN-7 Cobán-Quiché (San Miguel Dueñas - San Vicente Pacaya) - Ref 723,San Miguel Dueñas,San Vicente Pacaya,ACUATICA,70.7,233,MALO
TRM_40_71_0723,Tramo Ruta Nacional RN-1 (Alotenango - Nueva Concepción) - Ref 724,Alotenango,Nueva Concepción,INTERAMERICANA,23.14,28,BUENO
TRM_41_72_0724,Tramo Ruta Nacional RN-1 (San Antonio Aguas Calientes - Sipacate) - Ref 725,San Antonio Aguas Calientes,Sipacate,NACIONAL_ASFALTO,37.25,88,BUENO
TRM_42_73_0725,Tramo CA-1 Occidente (Santa Catarina Barahona - Cuilapa) - Ref 726,Santa Catarina Barahona,Cuilapa,ACUATICA,41.01,117,REGULAR
TRM_43_74_0726,Tramo RN-15 Sacapulas (Chimaltenango - Barberena) - Ref 727,Chimaltenango,Barberena,NACIONAL_ASFALTO,19.69,35,BUENO
TRM_44_75_0727,Tramo RN-11 Panajachel (San José Poaquil - Santa Rosa de Lima) - Ref 728,San José Poaquil,Santa Rosa de Lima,TERRACERIA,7.66,19,BUENO
TRM_45_76_0728,Tramo CA-1 Occidente (San Martín Jilotepeque - Casillas) - Ref 729,San Martín Jilotepeque,Casillas,ACUATICA,52.31,144,BUENO
TRM_46_77_0729,Tramo RN-15 Sacapulas (Comalapa - San Rafael Las Flores) - Ref 730,Comalapa,San Rafael Las Flores,TERRACERIA,30.3,47,BUENO
TRM_47_78_0730,Tramo RN-11 Panajachel (Santa Apolonia - Oratorio) - Ref 731,Santa Apolonia,Oratorio,PEATONAL,34.61,71,MALO
TRM_48_79_0731,Tramo RN-15 Sacapulas (Tecpán Guatemala - San Juan Tecuaco) - Ref 732,Tecpán Guatemala,San Juan Tecuaco,NACIONAL_ASFALTO,35.18,79,BUENO
TRM_49_80_0732,Tramo RN-9 Salcajá (Patzún - Chiquimulilla) - Ref 733,Patzún,Chiquimulilla,PEATONAL,19.22,35,BUENO
TRM_50_81_0733,Tramo RN-9 Salcajá (Pochuta - Taxisco) - Ref 734,Pochuta,Taxisco,NACIONAL_ASFALTO,30.07,40,BUENO
TRM_51_82_0734,Tramo CA-1 Occidente (Patzicía - Santa María Ixhuatán) - Ref 735,Patzicía,Santa María Ixhuatán,PEATONAL,13.74,27,REGULAR
TRM_52_83_0735,Tramo RN-15 Sacapulas (Santa Cruz Balanyá - Guazacapán) - Ref 736,Santa Cruz Balanyá,Guazacapán,PEATONAL,9.71,11,REGULAR
TRM_53_84_0736,Tramo RN-7 Cobán-Quiché (Acatenango - Santa Cruz Naranjo) - Ref 737,Acatenango,Santa Cruz Naranjo,PEATONAL,59.31,79,BUENO
TRM_54_85_0737,Tramo RN-11 Panajachel (Yepocapa - Pueblo Nuevo Viñas) - Ref 738,Yepocapa,Pueblo Nuevo Viñas,ACUATICA,49.05,89,BUENO
TRM_55_86_0738,Tramo CA-1 Occidente (San Andrés Itzapa - Nueva Santa Rosa) - Ref 739,San Andrés Itzapa,Nueva Santa Rosa,INTERAMERICANA,67.32,110,BUENO
TRM_56_87_0739,Tramo RN-11 Panajachel (Parramos - Lago De Atitlan) - Ref 740,Parramos,Lago De Atitlan,INTERAMERICANA,19.42,66,REGULAR
TRM_57_88_0740,Tramo RN-7 Cobán-Quiché (Zaragoza - Sololá) - Ref 741,Zaragoza,Sololá,NACIONAL_ASFALTO,65.91,94,BUENO
TRM_58_89_0741,Tramo RN-7 Cobán-Quiché (El Tejar - San José Chacayá) - Ref 742,El Tejar,San José Chacayá,PEATONAL,17.62,38,BUENO
TRM_59_90_0742,Tramo RN-11 Panajachel (Escuintla - Santa María Visitación) - Ref 743,Escuintla,Santa María Visitación,TERRACERIA,56.51,196,BUENO
TRM_60_91_0743,Tramo CA-1 Occidente (Santa Lucía Cotzumalguapa - Santa Lucía Utatlán) - Ref 744,Santa Lucía Cotzumalguapa,Santa Lucía Utatlán,ACUATICA,42.85,77,BUENO
TRM_61_92_0744,Tramo RN-11 Panajachel (La Democracia - Nahualá) - Ref 745,La Democracia,Nahualá,TERRACERIA,13.19,43,MALO
TRM_62_93_0745,Tramo Ruta Nacional RN-1 (Siquinalá - Santa Catarina Ixtahuacán) - Ref 746,Siquinalá,Santa Catarina Ixtahuacán,PEATONAL,65.0,104,REGULAR
TRM_63_94_0746,Tramo RN-7 Cobán-Quiché (Masagua - Santa Clara La Laguna) - Ref 747,Masagua,Santa Clara La Laguna,NACIONAL_ASFALTO,58.07,83,BUENO
TRM_64_95_0747,Tramo CA-1 Occidente (Tiquisate - Concepción) - Ref 748,Tiquisate,Concepción,TERRACERIA,9.49,12,BUENO
TRM_65_96_0748,Tramo RN-7 Cobán-Quiché (La Gomera - San Andrés Semetabaj) - Ref 749,La Gomera,San Andrés Semetabaj,ACUATICA,35.88,47,REGULAR
TRM_66_97_0749,Tramo Ruta Nacional RN-1 (Guanagazapa - Panajachel) - Ref 750,Guanagazapa,Panajachel,TERRACERIA,5.15,13,BUENO
TRM_67_98_0750,Tramo RN-11 Panajachel (San José - Santa Catarina Palopó) - Ref 751,San José,Santa Catarina Palopó,TERRACERIA,47.45,141,BUENO
TRM_68_99_0751,Tramo RN-7 Cobán-Quiché (Iztapa - San Antonio Palopó) - Ref 752,Iztapa,San Antonio Palopó,INTERAMERICANA,64.89,129,BUENO
TRM_69_100_0752,Tramo Ruta Nacional RN-1 (Palín - San Lucas Tolimán) - Ref 753,Palín,San Lucas Tolimán,PEATONAL,5.29,16,BUENO
TRM_70_101_0753,Tramo RN-9 Salcajá (San Vicente Pacaya - Santa Cruz La Laguna) - Ref 754,San Vicente Pacaya,Santa Cruz La Laguna,NACIONAL_ASFALTO,17.32,48,BUENO
TRM_71_102_0754,Tramo RN-11 Panajachel (Nueva Concepción - San Pablo La Laguna) - Ref 755,Nueva Concepción,San Pablo La Laguna,INTERAMERICANA,51.94,174,BUENO
TRM_72_103_0755,Tramo RN-15 Sacapulas (Sipacate - San Marcos La Laguna) - Ref 756,Sipacate,San Marcos La Laguna,PEATONAL,55.03,172,BUENO
TRM_73_104_0756,Tramo Ruta Nacional RN-1 (Cuilapa - San Juan La Laguna) - Ref 757,Cuilapa,San Juan La Laguna,NACIONAL_ASFALTO,70.77,135,MALO
TRM_74_105_0757,Tramo RN-9 Salcajá (Barberena - San Pedro La Laguna) - Ref 758,Barberena,San Pedro La Laguna,ACUATICA,52.61,133,BUENO
TRM_75_106_0758,Tramo RN-11 Panajachel (Santa Rosa de Lima - Santiago Atitlán) - Ref 759,Santa Rosa de Lima,Santiago Atitlán,NACIONAL_ASFALTO,30.46,99,BUENO
TRM_76_107_0759,Tramo RN-7 Cobán-Quiché (Casillas - Totonicapán) - Ref 760,Casillas,Totonicapán,TERRACERIA,7.84,16,MALO
TRM_77_108_0760,Tramo CA-1 Occidente (San Rafael Las Flores - San Cristóbal Totonicapán) - Ref 761,San Rafael Las Flores,San Cristóbal Totonicapán,NACIONAL_ASFALTO,63.5,107,BUENO
TRM_78_109_0761,Tramo CA-1 Occidente (Oratorio - San Francisco El Alto) - Ref 762,Oratorio,San Francisco El Alto,ACUATICA,74.16,110,BUENO
TRM_79_110_0762,Tramo Ruta Nacional RN-1 (San Juan Tecuaco - San Andrés Xecul) - Ref 763,San Juan Tecuaco,San Andrés Xecul,NACIONAL_ASFALTO,8.55,18,BUENO
TRM_80_111_0763,Tramo Ruta Nacional RN-1 (Chiquimulilla - Momostenango) - Ref 764,Chiquimulilla,Momostenango,INTERAMERICANA,35.48,46,BUENO
TRM_81_112_0764,Tramo CA-1 Occidente (Taxisco - Santa María Chiquimula) - Ref 765,Taxisco,Santa María Chiquimula,TERRACERIA,11.5,17,BUENO
TRM_82_113_0765,Tramo RN-7 Cobán-Quiché (Santa María Ixhuatán - Santa Lucía La Reforma) - Ref 766,Santa María Ixhuatán,Santa Lucía La Reforma,NACIONAL_ASFALTO,22.17,68,REGULAR
TRM_83_114_0766,Tramo RN-7 Cobán-Quiché (Guazacapán - San Bartolo) - Ref 767,Guazacapán,San Bartolo,ACUATICA,10.59,29,BUENO
TRM_84_115_0767,Tramo CA-1 Occidente (Santa Cruz Naranjo - Quetzaltenango) - Ref 768,Santa Cruz Naranjo,Quetzaltenango,ACUATICA,72.59,251,BUENO
TRM_85_116_0768,Tramo RN-7 Cobán-Quiché (Pueblo Nuevo Viñas - Salcajá) - Ref 769,Pueblo Nuevo Viñas,Salcajá,PEATONAL,12.45,27,REGULAR
TRM_86_117_0769,Tramo RN-7 Cobán-Quiché (Nueva Santa Rosa - Olintepeque) - Ref 770,Nueva Santa Rosa,Olintepeque,NACIONAL_ASFALTO,56.34,149,BUENO
TRM_87_118_0770,Tramo RN-7 Cobán-Quiché (Lago De Atitlan - San Carlos Sija) - Ref 771,Lago De Atitlan,San Carlos Sija,TERRACERIA,51.27,163,BUENO
TRM_88_119_0771,Tramo Ruta Nacional RN-1 (Sololá - Sibilia) - Ref 772,Sololá,Sibilia,PEATONAL,73.21,255,BUENO
TRM_89_120_0772,Tramo RN-15 Sacapulas (San José Chacayá - Cabricán) - Ref 773,San José Chacayá,Cabricán,INTERAMERICANA,48.2,160,REGULAR
TRM_90_121_0773,Tramo Ruta Nacional RN-1 (Santa María Visitación - Cajolá) - Ref 774,Santa María Visitación,Cajolá,PEATONAL,42.69,147,BUENO
TRM_91_122_0774,Tramo RN-9 Salcajá (Santa Lucía Utatlán - San Miguel Sigüila) - Ref 775,Santa Lucía Utatlán,San Miguel Sigüila,PEATONAL,58.11,71,REGULAR
TRM_92_123_0775,Tramo RN-9 Salcajá (Nahualá - Ostuncalco) - Ref 776,Nahualá,Ostuncalco,NACIONAL_ASFALTO,26.39,58,BUENO
TRM_93_124_0776,Tramo Ruta Nacional RN-1 (Santa Catarina Ixtahuacán - San Mateo) - Ref 777,Santa Catarina Ixtahuacán,San Mateo,NACIONAL_ASFALTO,74.8,115,BUENO
TRM_94_125_0777,Tramo RN-7 Cobán-Quiché (Santa Clara La Laguna - Concepción Chiquirichapa) - Ref 778,Santa Clara La Laguna,Concepción Chiquirichapa,ACUATICA,8.74,15,BUENO
TRM_95_126_0778,Tramo CA-1 Occidente (Concepción - San Martín Sacatepéquez) - Ref 779,Concepción,San Martín Sacatepéquez,NACIONAL_ASFALTO,46.78,70,REGULAR
TRM_96_127_0779,Tramo Ruta Nacional RN-1 (San Andrés Semetabaj - Almolonga) - Ref 780,San Andrés Semetabaj,Almolonga,INTERAMERICANA,56.94,186,REGULAR
TRM_97_128_0780,Tramo CA-1 Occidente (Panajachel - Cantel) - Ref 781,Panajachel,Cantel,INTERAMERICANA,7.85,15,BUENO
TRM_98_129_0781,Tramo CA-1 Occidente (Santa Catarina Palopó - Huitán) - Ref 782,Santa Catarina Palopó,Huitán,INTERAMERICANA,71.37,105,BUENO
TRM_99_130_0782,Tramo CA-1 Occidente (San Antonio Palopó - Zunil) - Ref 783,San Antonio Palopó,Zunil,PEATONAL,35.37,56,REGULAR
TRM_100_131_0783,Tramo RN-15 Sacapulas (San Lucas Tolimán - Colomba) - Ref 784,San Lucas Tolimán,Colomba,NACIONAL_ASFALTO,43.42,77,BUENO
TRM_101_132_0784,Tramo RN-11 Panajachel (Santa Cruz La Laguna - San Francisco La Unión) - Ref 785,Santa Cruz La Laguna,San Francisco La Unión,INTERAMERICANA,47.21,88,REGULAR
TRM_102_133_0785,Tramo RN-7 Cobán-Quiché (San Pablo La Laguna - El Palmar) - Ref 786,San Pablo La Laguna,El Palmar,INTERAMERICANA,23.84,36,BUENO
TRM_103_134_0786,Tramo RN-15 Sacapulas (San Marcos La Laguna - Coatepeque) - Ref 787,San Marcos La Laguna,Coatepeque,ACUATICA,63.21,83,MALO
TRM_104_135_0787,Tramo CA-1 Occidente (San Juan La Laguna - Génova) - Ref 788,San Juan La Laguna,Génova,ACUATICA,17.11,55,BUENO
