id_taller,codigo,nombre,representante,departamento_pcode,municipio_pcode,direccion,anio_fundacion,cantidad_miembros,contacto
568,TAL_GT1220_0567,Taller Familiar de Arte Tradicional Ixchel en El Quetzal,Maestro Juana Chox,GT12,GT1220,"Cantón El Carmen, Lote 22",2018,21,+502 5685-6620
569,TAL_GT1221_0568,Cooperativa de Producción Artesanal Kiche de R.L. (La Reforma),Maestro María Chox,GT12,GT1221,"Cantón Tzanjuyup, Lote 95",2022,14,+502 4928-9223
570,TAL_GT1222_0569,Asociación de Artesanos Atitlan Mam de Pajapita,Maestro Santiago Tupul,GT12,GT1222,"Cantón Xabajal, Lote 90",1995,36,+502 5652-2566
571,TAL_GT1223_0570,Taller Familiar de Arte Tradicional Iximche en Ixchiguán,Maestro Juana Coché,GT12,GT1223,"Cantón Pachoc, Lote 15",2018,28,+502 5085-1251
572,TAL_GT1224_0571,Cooperativa de Producción Artesanal Qeqchi de R.L. (San José Ojetenam),Maestro Rosa Tax,GT12,GT1224,"Cantón Xabajal, Lote 12",1984,33,+502 5786-8413
573,TAL_GT1225_0572,Asociación de Artesanos Jaspe Popol de San Cristóbal Cucho,Maestro María Ixcol,GT12,GT1225,"Cantón Xabajal, Lote 25",2022,15,+502 5361-2296
574,TAL_GT1226_0573,Taller Familiar de Arte Tradicional Hunapu en Sipacapa,Maestro Juan Mazariegos,GT12,GT1226,"Cantón Xabajal, Lote 53",1976,39,+502 5460-3491
575,TAL_GT1227_0574,Cooperativa de Producción Artesanal Xelaju de R.L. (Esquipulas Palo Gordo),Maestro Santiago Coché,GT12,GT1227,"Cantón Centro, Lote 87",1996,18,+502 5595-1008
576,TAL_GT1228_0575,Asociación de Artesanos Kiche Utatlan de Río Blanco,Maestro Rosa Chox,GT12,GT1228,"Cantón Xabajal, Lote 3",2021,19,+502 5073-5976
577,TAL_GT1229_0576,Taller Familiar de Arte Tradicional Mam en San Lorenzo,Maestro María Ixcol,GT12,GT1229,"Cantón El Carmen, Lote 9",2017,25,+502 5047-7890
578,TAL_GT1230_0577,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (La Blanca),Maestro Juan Coché,GT12,GT1230,"Cantón Centro, Lote 15",2017,32,+502 5999-9808
579,TAL_GT1301_0578,Asociación de Artesanos Qeqchi Pacaya de Huehuetenango,Maestro Santiago Tzoc,GT13,GT1301,"Cantón Centro, Lote 83",1987,42,+502 5344-5238
580,TAL_GT1302_0579,Taller Familiar de Arte Tradicional Popol en Chiantla,Maestro Juan Mazariegos,GT13,GT1302,"Cantón El Carmen, Lote 23",2012,20,+502 5273-5321
581,TAL_GT1303_0580,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Malacatancito),Maestro Tomasa Ixcol,GT13,GT1303,"Cantón Tzanjuyup, Lote 46",1997,23,+502 4181-8896
582,TAL_GT1304_0581,Asociación de Artesanos Xelaju Sop de Cuilco,Maestro Rosa Tzoc,GT13,GT1304,"Cantón Pachoc, Lote 85",1984,13,+502 4720-6088
583,TAL_GT1305_0582,Taller Familiar de Arte Tradicional Utatlan en Nentón,Maestro Pedro Tax,GT13,GT1305,"Cantón Tzanjuyup, Lote 26",2022,7,+502 4206-5637
584,TAL_GT1306_0583,Cooperativa de Producción Artesanal Chup de R.L. (San Pedro Necta),Maestro Tomasa  Fuentes,GT13,GT1306,"Cantón Pachoc, Lote 77",1995,19,+502 5818-7505
585,TAL_GT1307_0584,Asociación de Artesanos Cuchumatanes Patzun de Jacaltenango,Maestro Tomasa Coché,GT13,GT1307,"Cantón Tzanjuyup, Lote 40",1993,36,+502 4682-2141
586,TAL_GT1308_0585,Taller Familiar de Arte Tradicional Pacaya en Soloma,Maestro María Mazariegos,GT13,GT1308,"Cantón Xabajal, Lote 100",2001,34,+502 4069-7012
587,TAL_GT1309_0586,Cooperativa de Producción Artesanal Almolonga de R.L. (Ixtahuacán),Maestro Rosa Ixcol,GT13,GT1309,"Cantón Xabajal, Lote 47",2010,21,+502 4691-8523
588,TAL_GT1310_0587,Asociación de Artesanos Cholsamaj Ixchel de Santa Bárbara,Maestro Pedro Tzoc,GT13,GT1310,"Cantón Centro, Lote 83",1989,17,+502 4572-3778
589,TAL_GT1311_0588,Taller Familiar de Arte Tradicional Sop en La Libertad,Maestro Rosa Tax,GT13,GT1311,"Cantón Pachoc, Lote 50",1980,17,+502 4824-9276
590,TAL_GT1312_0589,Cooperativa de Producción Artesanal Atitlan de R.L. (La Democracia),Maestro Santiago Tupul,GT13,GT1312,"Cantón El Carmen, Lote 43",1991,12,+502 5806-1568
591,TAL_GT1313_0590,Asociación de Artesanos Chup Iximche de San Miguel Acatán,Maestro Juan Tax,GT13,GT1313,"Cantón Xabajal, Lote 17",2002,19,+502 5140-4548
592,TAL_GT1314_0591,Taller Familiar de Arte Tradicional Patzun en San Rafael La Independencia,Maestro María Tzoc,GT13,GT1314,"Cantón Pachoc, Lote 97",1970,20,+502 5086-4075
593,TAL_GT1315_0592,Cooperativa de Producción Artesanal Jaspe de R.L. (Todos Santos Cuchumatán),Maestro Rosa Ixcol,GT13,GT1315,"Cantón Tzanjuyup, Lote 97",1990,43,+502 5913-3308
594,TAL_GT1316_0593,Asociación de Artesanos Almolonga Hunapu de San Juan Atitán,Maestro Pedro Tupul,GT13,GT1316,"Cantón Tzanjuyup, Lote 80",2012,45,+502 4064-1896
595,TAL_GT1317_0594,Taller Familiar de Arte Tradicional Ixchel en Santa Eulalia,Maestro María Ixcol,GT13,GT1317,"Cantón Tzanjuyup, Lote 3",2013,35,+502 5587-7790
596,TAL_GT1318_0595,Cooperativa de Producción Artesanal Kiche de R.L. (San Mateo Ixtatán),Maestro Tomasa Coché,GT13,GT1318,"Cantón Pachoc, Lote 1",1970,13,+502 4454-8379
597,TAL_GT1319_0596,Asociación de Artesanos Atitlan Mam de Colotenango,Maestro Juan Ixcol,GT13,GT1319,"Cantón Tzanjuyup, Lote 64",1970,28,+502 4845-2906
598,TAL_GT1320_0597,Taller Familiar de Arte Tradicional Iximche en San Sebastián Huehuetenango,Maestro Pedro Chox,GT13,GT1320,"Cantón Centro, Lote 39",2009,37,+502 4057-1527
599,TAL_GT1321_0598,Cooperativa de Producción Artesanal Qeqchi de R.L. (Tectitán),Maestro Juana Tzoc,GT13,GT1321,"Cantón Tzanjuyup, Lote 16",1977,9,+502 5271-6891
600,TAL_GT1322_0599,Asociación de Artesanos Jaspe Popol de Concepción Huista,Maestro Juan Coché,GT13,GT1322,"Cantón Xabajal, Lote 86",2000,16,+502 5013-7924
601,TAL_GT1323_0600,Taller Familiar de Arte Tradicional Hunapu en San Juan Ixcoy,Maestro Tomasa  Fuentes,GT13,GT1323,"Cantón Xabajal, Lote 61",2001,22,+502 5906-8068
602,TAL_GT1324_0601,Cooperativa de Producción Artesanal Xelaju de R.L. (San Antonio Huista),Maestro Juana Chox,GT13,GT1324,"Cantón Tzanjuyup, Lote 42",1993,45,+502 4625-7870
603,TAL_GT1325_0602,Asociación de Artesanos Kiche Utatlan de San Sebastián Coatán,Maestro Juana Tupul,GT13,GT1325,"Cantón El Carmen, Lote 40",1986,41,+502 5110-8567
604,TAL_GT1326_0603,Taller Familiar de Arte Tradicional Mam en Barillas,Maestro María  Fuentes,GT13,GT1326,"Cantón Xabajal, Lote 91",1981,21,+502 4743-2842
605,TAL_GT1327_0604,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Aguacatán),Maestro María Tzoc,GT13,GT1327,"Cantón Xabajal, Lote 55",1987,26,+502 4728-3907
606,TAL_GT1328_0605,Asociación de Artesanos Qeqchi Pacaya de San Rafael Petzal,Maestro Rosa Tax,GT13,GT1328,"Cantón Xabajal, Lote 64",1983,16,+502 4804-2573
607,TAL_GT1329_0606,Taller Familiar de Arte Tradicional Popol en San Gaspar Ixchil,Maestro Rosa Tupul,GT13,GT1329,"Cantón El Carmen, Lote 48",1982,43,+502 4368-5196
608,TAL_GT1330_0607,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Santiago Chimaltenango),Maestro Tomasa Tax,GT13,GT1330,"Cantón Xabajal, Lote 26",1978,39,+502 4520-5349
609,TAL_GT1331_0608,Asociación de Artesanos Xelaju Sop de Santa Ana Huista,Maestro Pedro  Fuentes,GT13,GT1331,"Cantón Tzanjuyup, Lote 34",1992,36,+502 5715-7373
610,TAL_GT1332_0609,Taller Familiar de Arte Tradicional Utatlan en Unión Cantinil,Maestro Manuel Tax,GT13,GT1332,"Cantón Centro, Lote 56",2003,40,+502 5763-4497
611,TAL_GT1333_0610,Cooperativa de Producción Artesanal Chup de R.L. (Petatán),Maestro Juana Chox,GT13,GT1333,"Cantón Tzanjuyup, Lote 18",1988,29,+502 5335-2922
612,TAL_GT1401_0611,Asociación de Artesanos Cuchumatanes Patzun de Santa Cruz del Quiché,Maestro Manuel Ixcol,GT14,GT1401,"Cantón El Carmen, Lote 84",1979,13,+502 4015-2643
613,TAL_GT1402_0612,Taller Familiar de Arte Tradicional Pacaya en Chiché,Maestro Santiago Tupul,GT14,GT1402,"Cantón Pachoc, Lote 51",1977,22,+502 4586-8313
614,TAL_GT1403_0613,Cooperativa de Producción Artesanal Almolonga de R.L. (Chinique),Maestro Tomasa Tax,GT14,GT1403,"Cantón Pachoc, Lote 76",1995,10,+502 4508-4762
615,TAL_GT1404_0614,Asociación de Artesanos Cholsamaj Ixchel de Zacualpa,Maestro María  Fuentes,GT14,GT1404,"Cantón Xabajal, Lote 29",1974,32,+502 5233-9174
616,TAL_GT1405_0615,Taller Familiar de Arte Tradicional Sop en Chajul,Maestro Juan Chox,GT14,GT1405,"Cantón Pachoc, Lote 32",1975,20,+502 5682-2773
617,TAL_GT1406_0616,Cooperativa de Producción Artesanal Atitlan de R.L. (Chichicastenango),Maestro Juan Ixcol,GT14,GT1406,"Cantón Centro, Lote 13",1972,22,+502 5240-3056
618,TAL_GT1407_0617,Asociación de Artesanos Chup Iximche de Patzité,Maestro Juan Tax,GT14,GT1407,"Cantón Tzanjuyup, Lote 6",1979,29,+502 5583-9259
619,TAL_GT1408_0618,Taller Familiar de Arte Tradicional Patzun en San Antonio Ilotenango,Maestro Pedro Tzoc,GT14,GT1408,"Cantón Xabajal, Lote 96",2018,19,+502 4041-1051
620,TAL_GT1409_0619,Cooperativa de Producción Artesanal Jaspe de R.L. (San Pedro Jocopilas),Maestro Juan Tax,GT14,GT1409,"Cantón Xabajal, Lote 94",1996,25,+502 5376-1434
621,TAL_GT1410_0620,Asociación de Artesanos Almolonga Hunapu de Cunén,Maestro Pedro Tax,GT14,GT1410,"Cantón Tzanjuyup, Lote 71",2011,12,+502 5223-4286
622,TAL_GT1411_0621,Taller Familiar de Arte Tradicional Ixchel en San Juan Cotzal,Maestro Juana Tupul,GT14,GT1411,"Cantón Pachoc, Lote 63",2008,42,+502 4293-1658
623,TAL_GT1412_0622,Cooperativa de Producción Artesanal Kiche de R.L. (Joyabaj),Maestro Manuel Coché,GT14,GT1412,"Cantón Tzanjuyup, Lote 9",2015,12,+502 5784-3619
624,TAL_GT1413_0623,Asociación de Artesanos Atitlan Mam de Nebaj,Maestro Tomasa Tzoc,GT14,GT1413,"Cantón Tzanjuyup, Lote 68",2003,11,+502 5753-1478
625,TAL_GT1414_0624,Taller Familiar de Arte Tradicional Iximche en San Andrés Sajcabajá,Maestro Tomasa Coché,GT14,GT1414,"Cantón Pachoc, Lote 5",2018,17,+502 4485-9339
626,TAL_GT1415_0625,Cooperativa de Producción Artesanal Qeqchi de R.L. (Uspantán),Maestro Juana Tzoc,GT14,GT1415,"Cantón Pachoc, Lote 24",2014,42,+502 5082-3370
627,TAL_GT1416_0626,Asociación de Artesanos Jaspe Popol de Sacapulas,Maestro Manuel  Fuentes,GT14,GT1416,"Cantón Pachoc, Lote 5",1985,30,+502 4809-5840
628,TAL_GT1417_0627,Taller Familiar de Arte Tradicional Hunapu en San Bartolomé Jocotenango,Maestro María Tzoc,GT14,GT1417,"Cantón Tzanjuyup, Lote 77",2012,18,+502 5258-3925
629,TAL_GT1418_0628,Cooperativa de Producción Artesanal Xelaju de R.L. (Canillá),Maestro Rosa Coché,GT14,GT1418,"Cantón Pachoc, Lote 16",2008,6,+502 4577-9328
630,TAL_GT1419_0629,Asociación de Artesanos Kiche Utatlan de Chicamán,Maestro Juana Mazariegos,GT14,GT1419,"Cantón Centro, Lote 72",1983,37,+502 5910-3574
631,TAL_GT1420_0630,Taller Familiar de Arte Tradicional Mam en Ixcán,Maestro Santiago Tax,GT14,GT1420,"Cantón Centro, Lote 96",1985,29,+502 4550-2836
632,TAL_GT1421_0631,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Pachalum),Maestro Juana  Fuentes,GT14,GT1421,"Cantón El Carmen, Lote 3",2011,34,+502 5753-6758
633,TAL_GT1501_0632,Asociación de Artesanos Qeqchi Pacaya de Salamá,Maestro Manuel Coché,GT15,GT1501,"Cantón El Carmen, Lote 71",1981,35,+502 5966-6706
634,TAL_GT1502_0633,Taller Familiar de Arte Tradicional Popol en San Miguel Chicaj,Maestro Juana Tupul,GT15,GT1502,"Cantón Centro, Lote 4",2011,15,+502 4209-2711
635,TAL_GT1503_0634,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Rabinal),Maestro Pedro Ixcol,GT15,GT1503,"Cantón Pachoc, Lote 95",2008,7,+502 4645-3132
636,TAL_GT1504_0635,Asociación de Artesanos Xelaju Sop de Cubulco,Maestro Tomasa Chox,GT15,GT1504,"Cantón Pachoc, Lote 72",1978,28,+502 4356-8244
637,TAL_GT1505_0636,Taller Familiar de Arte Tradicional Utatlan en Granados,Maestro Juan Mazariegos,GT15,GT1505,"Cantón Tzanjuyup, Lote 57",1999,29,+502 5376-1692
638,TAL_GT1506_0637,Cooperativa de Producción Artesanal Chup de R.L. (El Chol),Maestro Rosa Ixcol,GT15,GT1506,"Cantón El Carmen, Lote 35",2002,20,+502 4544-4780
639,TAL_GT1507_0638,Asociación de Artesanos Cuchumatanes Patzun de San Jerónimo,Maestro Tomasa Tupul,GT15,GT1507,"Cantón El Carmen, Lote 12",1980,38,+502 4526-8131
640,TAL_GT1508_0639,Taller Familiar de Arte Tradicional Pacaya en Purulhá,Maestro Juana Tax,GT15,GT1508,"Cantón Xabajal, Lote 77",2015,12,+502 5678-3396
641,TAL_GT0401_0640,Cooperativa de Producción Artesanal Almolonga de R.L. (Chimaltenango),Maestro Juana Tax,GT04,GT0401,"Cantón Xabajal, Lote 37",2005,42,+502 4346-8213
642,TAL_GT0402_0641,Asociación de Artesanos Cholsamaj Ixchel de San José Poaquil,Maestro Juana Tax,GT04,GT0402,"Cantón El Carmen, Lote 26",2006,13,+502 5720-8222
643,TAL_GT0403_0642,Taller Familiar de Arte Tradicional Sop en San Martín Jilotepeque,Maestro María  Fuentes,GT04,GT0403,"Cantón Pachoc, Lote 21",2015,13,+502 5359-6613
644,TAL_GT0404_0643,Cooperativa de Producción Artesanal Atitlan de R.L. (Comalapa),Maestro Juan Ixcol,GT04,GT0404,"Cantón Xabajal, Lote 53",1971,37,+502 5020-6257
645,TAL_GT0405_0644,Asociación de Artesanos Chup Iximche de Santa Apolonia,Maestro María Chox,GT04,GT0405,"Cantón Centro, Lote 76",1999,30,+502 5462-9416
646,TAL_GT0406_0645,Taller Familiar de Arte Tradicional Patzun en Tecpán Guatemala,Maestro Pedro Coché,GT04,GT0406,"Cantón Tzanjuyup, Lote 18",1988,18,+502 5547-6590
647,TAL_GT0407_0646,Cooperativa de Producción Artesanal Jaspe de R.L. (Patzún),Maestro Rosa Coché,GT04,GT0407,"Cantón Tzanjuyup, Lote 80",1982,16,+502 5229-7465
648,TAL_GT0408_0647,Asociación de Artesanos Almolonga Hunapu de Pochuta,Maestro Manuel Tzoc,GT04,GT0408,"Cantón Tzanjuyup, Lote 64",1994,31,+502 4766-2814
649,TAL_GT0409_0648,Taller Familiar de Arte Tradicional Ixchel en Patzicía,Maestro Pedro Tupul,GT04,GT0409,"Cantón Tzanjuyup, Lote 39",1995,24,+502 5194-1684
650,TAL_GT0410_0649,Cooperativa de Producción Artesanal Kiche de R.L. (Santa Cruz Balanyá),Maestro Santiago Tzoc,GT04,GT0410,"Cantón Tzanjuyup, Lote 28",2019,26,+502 4991-9660
651,TAL_GT0411_0650,Asociación de Artesanos Atitlan Mam de Acatenango,Maestro Pedro Mazariegos,GT04,GT0411,"Cantón El Carmen, Lote 22",1998,18,+502 5589-1870
652,TAL_GT0412_0651,Taller Familiar de Arte Tradicional Iximche en Yepocapa,Maestro Juan Ixcol,GT04,GT0412,"Cantón Tzanjuyup, Lote 96",1970,8,+502 5687-8495
653,TAL_GT0413_0652,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Andrés Itzapa),Maestro María Mazariegos,GT04,GT0413,"Cantón Pachoc, Lote 8",1980,36,+502 5421-6429
654,TAL_GT0414_0653,Asociación de Artesanos Jaspe Popol de Parramos,Maestro Rosa Tzoc,GT04,GT0414,"Cantón Tzanjuyup, Lote 20",2020,41,+502 4644-8717
655,TAL_GT0415_0654,Taller Familiar de Arte Tradicional Hunapu en Zaragoza,Maestro Santiago Mazariegos,GT04,GT0415,"Cantón Centro, Lote 41",2002,19,+502 5335-2829
656,TAL_GT0416_0655,Cooperativa de Producción Artesanal Xelaju de R.L. (El Tejar),Maestro María Mazariegos,GT04,GT0416,"Cantón Centro, Lote 49",2006,7,+502 5753-2533
657,TAL_GT0700_0656,Asociación de Artesanos Kiche Utatlan de Lago De Atitlan,Maestro Santiago Tax,GT07,GT0700,"Cantón Pachoc, Lote 92",2000,10,+502 5917-9502
658,TAL_GT0701_0657,Taller Familiar de Arte Tradicional Mam en Sololá,Maestro Santiago  Fuentes,GT07,GT0701,"Cantón Pachoc, Lote 5",1979,12,+502 5273-8707
659,TAL_GT0702_0658,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (San José Chacayá),Maestro Rosa Ixcol,GT07,GT0702,"Cantón El Carmen, Lote 8",2022,14,+502 4330-6338
660,TAL_GT0703_0659,Asociación de Artesanos Qeqchi Pacaya de Santa María Visitación,Maestro Rosa Tupul,GT07,GT0703,"Cantón Tzanjuyup, Lote 69",1992,32,+502 5339-4984
661,TAL_GT0704_0660,Taller Familiar de Arte Tradicional Popol en Santa Lucía Utatlán,Maestro María Mazariegos,GT07,GT0704,"Cantón El Carmen, Lote 42",1999,21,+502 5263-2157
662,TAL_GT0705_0661,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Nahualá),Maestro Juana Ixcol,GT07,GT0705,"Cantón Xabajal, Lote 4",1976,27,+502 4554-2102
663,TAL_GT0706_0662,Asociación de Artesanos Xelaju Sop de Santa Catarina Ixtahuacán,Maestro María  Fuentes,GT07,GT0706,"Cantón Pachoc, Lote 54",1987,25,+502 4500-9373
664,TAL_GT0707_0663,Taller Familiar de Arte Tradicional Utatlan en Santa Clara La Laguna,Maestro Juana Mazariegos,GT07,GT0707,"Cantón Centro, Lote 11",2012,30,+502 5862-4269
665,TAL_GT0708_0664,Cooperativa de Producción Artesanal Chup de R.L. (Concepción),Maestro Juan Tax,GT07,GT0708,"Cantón Xabajal, Lote 71",1983,27,+502 4797-3125
666,TAL_GT0709_0665,Asociación de Artesanos Cuchumatanes Patzun de San Andrés Semetabaj,Maestro Rosa Tax,GT07,GT0709,"Cantón Tzanjuyup, Lote 73",1986,18,+502 5092-6947
667,TAL_GT0710_0666,Taller Familiar de Arte Tradicional Pacaya en Panajachel,Maestro Juan Chox,GT07,GT0710,"Cantón Tzanjuyup, Lote 3",1997,25,+502 5598-6407
668,TAL_GT0711_0667,Cooperativa de Producción Artesanal Almolonga de R.L. (Santa Catarina Palopó),Maestro Rosa Coché,GT07,GT0711,"Cantón Xabajal, Lote 63",1974,36,+502 5902-7918
669,TAL_GT0712_0668,Asociación de Artesanos Cholsamaj Ixchel de San Antonio Palopó,Maestro Tomasa Tzoc,GT07,GT0712,"Cantón Tzanjuyup, Lote 97",2003,21,+502 4924-5301
670,TAL_GT0713_0669,Taller Familiar de Arte Tradicional Sop en San Lucas Tolimán,Maestro Juana  Fuentes,GT07,GT0713,"Cantón El Carmen, Lote 72",1971,25,+502 5429-3127
671,TAL_GT0714_0670,Cooperativa de Producción Artesanal Atitlan de R.L. (Santa Cruz La Laguna),Maestro Manuel Tzoc,GT07,GT0714,"Cantón Pachoc, Lote 52",2021,11,+502 5764-4470
672,TAL_GT0715_0671,Asociación de Artesanos Chup Iximche de San Pablo La Laguna,Maestro Santiago Mazariegos,GT07,GT0715,"Cantón Xabajal, Lote 69",2019,36,+502 4021-2775
673,TAL_GT0716_0672,Taller Familiar de Arte Tradicional Patzun en San Marcos La Laguna,Maestro Rosa Ixcol,GT07,GT0716,"Cantón Tzanjuyup, Lote 7",1995,26,+502 4799-5017
674,TAL_GT0717_0673,Cooperativa de Producción Artesanal Jaspe de R.L. (San Juan La Laguna),Maestro Manuel Chox,GT07,GT0717,"Cantón Tzanjuyup, Lote 100",1995,41,+502 5961-9207
675,TAL_GT0718_0674,Asociación de Artesanos Almolonga Hunapu de San Pedro La Laguna,Maestro Juana Ixcol,GT07,GT0718,"Cantón Pachoc, Lote 79",2017,35,+502 5443-6241
676,TAL_GT0719_0675,Taller Familiar de Arte Tradicional Ixchel en Santiago Atitlán,Maestro Santiago Tzoc,GT07,GT0719,"Cantón El Carmen, Lote 37",2014,25,+502 5627-5432
677,TAL_GT0801_0676,Cooperativa de Producción Artesanal Kiche de R.L. (Totonicapán),Maestro Juana Tzoc,GT08,GT0801,"Cantón Centro, Lote 82",2012,8,+502 5673-1926
678,TAL_GT0802_0677,Asociación de Artesanos Atitlan Mam de San Cristóbal Totonicapán,Maestro Manuel Coché,GT08,GT0802,"Cantón Centro, Lote 32",2009,29,+502 4800-4960
679,TAL_GT0803_0678,Taller Familiar de Arte Tradicional Iximche en San Francisco El Alto,Maestro Juan Coché,GT08,GT0803,"Cantón Tzanjuyup, Lote 22",1984,27,+502 5938-9152
680,TAL_GT0804_0679,Cooperativa de Producción Artesanal Qeqchi de R.L. (San Andrés Xecul),Maestro Pedro Mazariegos,GT08,GT0804,"Cantón El Carmen, Lote 2",2011,25,+502 5855-8957
681,TAL_GT0805_0680,Asociación de Artesanos Jaspe Popol de Momostenango,Maestro Juana Coché,GT08,GT0805,"Cantón Tzanjuyup, Lote 5",1992,26,+502 4553-8689
682,TAL_GT0806_0681,Taller Familiar de Arte Tradicional Hunapu en Santa María Chiquimula,Maestro Santiago Tupul,GT08,GT0806,"Cantón Tzanjuyup, Lote 21",2007,39,+502 4859-5823
683,TAL_GT0807_0682,Cooperativa de Producción Artesanal Xelaju de R.L. (Santa Lucía La Reforma),Maestro Rosa Coché,GT08,GT0807,"Cantón Tzanjuyup, Lote 8",1983,5,+502 5243-4000
684,TAL_GT0808_0683,Asociación de Artesanos Kiche Utatlan de San Bartolo,Maestro Rosa Ixcol,GT08,GT0808,"Cantón Centro, Lote 16",2021,40,+502 4229-5673
685,TAL_GT0901_0684,Taller Familiar de Arte Tradicional Mam en Quetzaltenango,Maestro Pedro Mazariegos,GT09,GT0901,"Cantón Xabajal, Lote 12",1982,26,+502 5740-1377
686,TAL_GT0902_0685,Cooperativa de Producción Artesanal Cuchumatanes de R.L. (Salcajá),Maestro Pedro Mazariegos,GT09,GT0902,"Cantón Tzanjuyup, Lote 49",2020,5,+502 5649-7665
687,TAL_GT0903_0686,Asociación de Artesanos Qeqchi Pacaya de Olintepeque,Maestro María Chox,GT09,GT0903,"Cantón Tzanjuyup, Lote 86",1995,11,+502 5602-3226
688,TAL_GT0904_0687,Taller Familiar de Arte Tradicional Popol en San Carlos Sija,Maestro Juana Tupul,GT09,GT0904,"Cantón Centro, Lote 35",2009,31,+502 5850-5380
689,TAL_GT0905_0688,Cooperativa de Producción Artesanal Cholsamaj de R.L. (Sibilia),Maestro María Mazariegos,GT09,GT0905,"Cantón Centro, Lote 35",1970,32,+502 4065-4795
690,TAL_GT0906_0689,Asociación de Artesanos Xelaju Sop de Cabricán,Maestro Juana Tax,GT09,GT0906,"Cantón Xabajal, Lote 68",2001,34,+502 5501-3045
691,TAL_GT0907_0690,Taller Familiar de Arte Tradicional Utatlan en Cajolá,Maestro Santiago Mazariegos,GT09,GT0907,"Cantón El Carmen, Lote 52",1988,40,+502 5303-7082
692,TAL_GT0908_0691,Cooperativa de Producción Artesanal Chup de R.L. (San Miguel Sigüila),Maestro Santiago  Fuentes,GT09,GT0908,"Cantón El Carmen, Lote 24",1970,36,+502 5455-9428
693,TAL_GT0909_0692,Asociación de Artesanos Cuchumatanes Patzun de Ostuncalco,Maestro Tomasa Tzoc,GT09,GT0909,"Cantón Xabajal, Lote 27",2003,17,+502 5063-6992
694,TAL_GT0910_0693,Taller Familiar de Arte Tradicional Pacaya en San Mateo,Maestro Juana Tax,GT09,GT0910,"Cantón Centro, Lote 66",1979,17,+502 4577-9372
695,TAL_GT0911_0694,Cooperativa de Producción Artesanal Almolonga de R.L. (Concepción Chiquirichapa),Maestro Juan Chox,GT09,GT0911,"Cantón Pachoc, Lote 97",2007,8,+502 5809-1876
696,TAL_GT0912_0695,Asociación de Artesanos Cholsamaj Ixchel de San Martín Sacatepéquez,Maestro Pedro Mazariegos,GT09,GT0912,"Cantón Xabajal, Lote 48",1983,20,+502 4213-9797
697,TAL_GT0913_0696,Taller Familiar de Arte Tradicional Sop en Almolonga,Maestro María Tzoc,GT09,GT0913,"Cantón Tzanjuyup, Lote 59",1992,25,+502 4631-8734
698,TAL_GT0914_0697,Cooperativa de Producción Artesanal Atitlan de R.L. (Cantel),Maestro Pedro Tzoc,GT09,GT0914,"Cantón Xabajal, Lote 66",1971,39,+502 5845-8145
699,TAL_GT0915_0698,Asociación de Artesanos Chup Iximche de Huitán,Maestro Manuel Tax,GT09,GT0915,"Cantón El Carmen, Lote 58",2003,25,+502 5299-2176
700,TAL_GT0916_0699,Taller Familiar de Arte Tradicional Patzun en Zunil,Maestro Pedro  Fuentes,GT09,GT0916,"Cantón Centro, Lote 14",1984,43,+502 5922-6224
701,TAL_GT0917_0700,Cooperativa de Producción Artesanal Jaspe de R.L. (Colomba),Maestro María Tzoc,GT09,GT0917,"Cantón Tzanjuyup, Lote 68",2012,20,+502 5764-2691
702,TAL_GT0918_0701,Asociación de Artesanos Almolonga Hunapu de San Francisco La Unión,Maestro Santiago  Fuentes,GT09,GT0918,"Cantón Xabajal, Lote 59",1981,35,+502 4978-8245
703,TAL_GT0919_0702,Taller Familiar de Arte Tradicional Ixchel en El Palmar,Maestro Tomasa Chox,GT09,GT0919,"Cantón Pachoc, Lote 37",1996,5,+502 4271-2127
704,TAL_GT0920_0703,Cooperativa de Producción Artesanal Kiche de R.L. (Coatepeque),Maestro Rosa Chox,GT09,GT0920,"Cantón Xabajal, Lote 92",1977,23,+502 4162-3500
705,TAL_GT0921_0704,Asociación de Artesanos Atitlan Mam de Génova,Maestro Juan Tzoc,GT09,GT0921,"Cantón Xabajal, Lote 7",2013,41,+502 4978-3577
706,TAL_GT0922_0705,Taller Familiar de Arte Tradicional Iximche en Flores Costa Cuca,Maestro María Tax,GT09,GT0922,"Cantón Xabajal, Lote 67",2019,30,+502 4487-3604
707,TAL_GT0923_0706,Cooperativa de Producción Artesanal Qeqchi de R.L. (La Esperanza),Maestro Tomasa Chox,GT09,GT0923,"Cantón Tzanjuyup, Lote 73",2010,23,+502 5771-3071
708,TAL_GT0924_0707,Asociación de Artesanos Jaspe Popol de Palestina de Los Altos,Maestro Juana Coché,GT09,GT0924,"Cantón El Carmen, Lote 2",1999,35,+502 4452-5563
