id_tecnica,codigo,nombre,origen_historico,descripcion
129,PINTURA_PRIMITIVA_GT0701,Pintura Primitivista de Sololá,Técnica heredada de generación en generación en Sololá.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Sololá.
130,TEJIDO_MIMBRE_GT0701,Tejido en Fibras de Mimbre de Sololá,Técnica heredada de generación en generación en Sololá.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Sololá.
131,TELAR_CINTURA_GT0702,Telar de Cintura de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San José Chacayá.
132,TELAR_PIE_GT0702,Telar de Pie de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San José Chacayá.
133,JASPEADO_HILO_GT0702,Jaspeado de Hilos de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San José Chacayá.
134,BARRO_MODELADO_GT0702,Barro Modelado a Mano de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San José Chacayá."
135,BARRO_TORNO_GT0702,Barro en Torno de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San José Chacayá.
136,TALLADO_CEDRO_GT0702,Tallado en Madera de Cedro de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San José Chacayá.
137,JADE_PULIDO_GT0702,Pulido de Jade de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San José Chacayá.
138,AFINACION_ACUSTICA_GT0702,Afinación Acústica de Teclados de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San José Chacayá.
139,PINTURA_PRIMITIVA_GT0702,Pintura Primitivista de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San José Chacayá.
140,TEJIDO_MIMBRE_GT0702,Tejido en Fibras de Mimbre de San José Chacayá,Técnica heredada de generación en generación en San José Chacayá.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San José Chacayá.
141,TELAR_CINTURA_GT0703,Telar de Cintura de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Santa María Visitación.
142,TELAR_PIE_GT0703,Telar de Pie de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Santa María Visitación.
143,JASPEADO_HILO_GT0703,Jaspeado de Hilos de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Santa María Visitación.
144,BARRO_MODELADO_GT0703,Barro Modelado a Mano de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Santa María Visitación."
145,BARRO_TORNO_GT0703,Barro en Torno de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Santa María Visitación.
146,TALLADO_CEDRO_GT0703,Tallado en Madera de Cedro de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Santa María Visitación.
147,JADE_PULIDO_GT0703,Pulido de Jade de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Santa María Visitación.
148,AFINACION_ACUSTICA_GT0703,Afinación Acústica de Teclados de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Santa María Visitación.
149,PINTURA_PRIMITIVA_GT0703,Pintura Primitivista de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Santa María Visitación.
150,TEJIDO_MIMBRE_GT0703,Tejido en Fibras de Mimbre de Santa María Visitación,Técnica heredada de generación en generación en Santa María Visitación.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Santa María Visitación.
151,TELAR_CINTURA_GT0704,Telar de Cintura de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Santa Lucía Utatlán.
152,TELAR_PIE_GT0704,Telar de Pie de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Santa Lucía Utatlán.
153,JASPEADO_HILO_GT0704,Jaspeado de Hilos de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Santa Lucía Utatlán.
154,BARRO_MODELADO_GT0704,Barro Modelado a Mano de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Santa Lucía Utatlán."
155,BARRO_TORNO_GT0704,Barro en Torno de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Santa Lucía Utatlán.
156,TALLADO_CEDRO_GT0704,Tallado en Madera de Cedro de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Santa Lucía Utatlán.
157,JADE_PULIDO_GT0704,Pulido de Jade de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Santa Lucía Utatlán.
158,AFINACION_ACUSTICA_GT0704,Afinación Acústica de Teclados de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Santa Lucía Utatlán.
159,PINTURA_PRIMITIVA_GT0704,Pintura Primitivista de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Santa Lucía Utatlán.
160,TEJIDO_MIMBRE_GT0704,Tejido en Fibras de Mimbre de Santa Lucía Utatlán,Técnica heredada de generación en generación en Santa Lucía Utatlán.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Santa Lucía Utatlán.
161,TELAR_CINTURA_GT0705,Telar de Cintura de Nahualá,Técnica heredada de generación en generación en Nahualá.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Nahualá.
162,TELAR_PIE_GT0705,Telar de Pie de Nahualá,Técnica heredada de generación en generación en Nahualá.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Nahualá.
163,JASPEADO_HILO_GT0705,Jaspeado de Hilos de Nahualá,Técnica heredada de generación en generación en Nahualá.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Nahualá.
164,BARRO_MODELADO_GT0705,Barro Modelado a Mano de Nahualá,Técnica heredada de generación en generación en Nahualá.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Nahualá."
165,BARRO_TORNO_GT0705,Barro en Torno de Nahualá,Técnica heredada de generación en generación en Nahualá.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Nahualá.
166,TALLADO_CEDRO_GT0705,Tallado en Madera de Cedro de Nahualá,Técnica heredada de generación en generación en Nahualá.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Nahualá.
167,JADE_PULIDO_GT0705,Pulido de Jade de Nahualá,Técnica heredada de generación en generación en Nahualá.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Nahualá.
168,AFINACION_ACUSTICA_GT0705,Afinación Acústica de Teclados de Nahualá,Técnica heredada de generación en generación en Nahualá.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Nahualá.
169,PINTURA_PRIMITIVA_GT0705,Pintura Primitivista de Nahualá,Técnica heredada de generación en generación en Nahualá.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Nahualá.
170,TEJIDO_MIMBRE_GT0705,Tejido en Fibras de Mimbre de Nahualá,Técnica heredada de generación en generación en Nahualá.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Nahualá.
171,TELAR_CINTURA_GT0706,Telar de Cintura de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
172,TELAR_PIE_GT0706,Telar de Pie de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
173,JASPEADO_HILO_GT0706,Jaspeado de Hilos de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
174,BARRO_MODELADO_GT0706,Barro Modelado a Mano de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Santa Catarina Ixtahuacán."
175,BARRO_TORNO_GT0706,Barro en Torno de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
176,TALLADO_CEDRO_GT0706,Tallado en Madera de Cedro de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
177,JADE_PULIDO_GT0706,Pulido de Jade de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
178,AFINACION_ACUSTICA_GT0706,Afinación Acústica de Teclados de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
179,PINTURA_PRIMITIVA_GT0706,Pintura Primitivista de Santa Catarina Ixtahuacán,Técnica heredada de generación en generación en Santa Catarina Ixtahuacán.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Santa Catarina Ixtahuacán.
