id_evento,codigo,nombre,fecha_inicio,fecha_fin,departamento_pcode,municipio_pcode,lugar_detallado,organizador
121,EVT_GT1323_0120,Feria de la Artesanía Tradicional en San Juan Ixcoy - Edición 2018 - Ref 121,2018-11-12,2018-11-15,GT13,GT1323,Plaza Central de San Juan Ixcoy,Municipalidad de San Juan Ixcoy y Comité de Cultura
122,EVT_GT1324_0121,Festival del Tejido Maya y Jaspe en San Antonio Huista - Edición 2021 - Ref 122,2021-11-12,2021-11-15,GT13,GT1324,Plaza Central de San Antonio Huista,Municipalidad de San Antonio Huista y Comité de Cultura
123,EVT_GT1325_0122,Encuentro Regional de Pintores en San Sebastián Coatán - Edición 2025 - Ref 123,2025-11-12,2025-11-15,GT13,GT1325,Plaza Central de San Sebastián Coatán,Municipalidad de San Sebastián Coatán y Comité de Cultura
124,EVT_GT1326_0123,Festival Nacional de la Marimba en Barillas - Edición 2018 - Ref 124,2018-11-12,2018-11-15,GT13,GT1326,Plaza Central de Barillas,Municipalidad de Barillas y Comité de Cultura
125,EVT_GT1327_0124,Exposición Colectiva de Escultura en Aguacatán - Edición 2021 - Ref 125,2021-11-12,2021-11-15,GT13,GT1327,Plaza Central de Aguacatán,Municipalidad de Aguacatán y Comité de Cultura
126,EVT_GT1328_0125,Feria de la Artesanía Tradicional en San Rafael Petzal - Edición 2022 - Ref 126,2022-11-12,2022-11-15,GT13,GT1328,Plaza Central de San Rafael Petzal,Municipalidad de San Rafael Petzal y Comité de Cultura
127,EVT_GT1329_0126,Festival del Tejido Maya y Jaspe en San Gaspar Ixchil - Edición 2020 - Ref 127,2020-11-12,2020-11-15,GT13,GT1329,Plaza Central de San Gaspar Ixchil,Municipalidad de San Gaspar Ixchil y Comité de Cultura
128,EVT_GT1330_0127,Encuentro Regional de Pintores en Santiago Chimaltenango - Edición 2019 - Ref 128,2019-11-12,2019-11-15,GT13,GT1330,Plaza Central de Santiago Chimaltenango,Municipalidad de Santiago Chimaltenango y Comité de Cultura
129,EVT_GT1331_0128,Festival Nacional de la Marimba en Santa Ana Huista - Edición 2022 - Ref 129,2022-11-12,2022-11-15,GT13,GT1331,Plaza Central de Santa Ana Huista,Municipalidad de Santa Ana Huista y Comité de Cultura
130,EVT_GT1332_0129,Exposición Colectiva de Escultura en Unión Cantinil - Edición 2021 - Ref 130,2021-11-12,2021-11-15,GT13,GT1332,Plaza Central de Unión Cantinil,Municipalidad de Unión Cantinil y Comité de Cultura
131,EVT_GT1333_0130,Feria de la Artesanía Tradicional en Petatán - Edición 2023 - Ref 131,2023-11-12,2023-11-15,GT13,GT1333,Plaza Central de Petatán,Municipalidad de Petatán y Comité de Cultura
132,EVT_GT1401_0131,Festival del Tejido Maya y Jaspe en Santa Cruz del Quiché - Edición 2021 - Ref 132,2021-11-12,2021-11-15,GT14,GT1401,Plaza Central de Santa Cruz del Quiché,Municipalidad de Santa Cruz del Quiché y Comité de Cultura
133,EVT_GT1402_0132,Encuentro Regional de Pintores en Chiché - Edición 2022 - Ref 133,2022-11-12,2022-11-15,GT14,GT1402,Plaza Central de Chiché,Municipalidad de Chiché y Comité de Cultura
134,EVT_GT1403_0133,Festival Nacional de la Marimba en Chinique - Edición 2024 - Ref 134,2024-11-12,2024-11-15,GT14,GT1403,Plaza Central de Chinique,Municipalidad de Chinique y Comité de Cultura
135,EVT_GT1404_0134,Exposición Colectiva de Escultura en Zacualpa - Edición 2021 - Ref 135,2021-11-12,2021-11-15,GT14,GT1404,Plaza Central de Zacualpa,Municipalidad de Zacualpa y Comité de Cultura
136,EVT_GT1405_0135,Feria de la Artesanía Tradicional en Chajul - Edición 2021 - Ref 136,2021-11-12,2021-11-15,GT14,GT1405,Plaza Central de Chajul,Municipalidad de Chajul y Comité de Cultura
137,EVT_GT1406_0136,Festival del Tejido Maya y Jaspe en Chichicastenango - Edición 2024 - Ref 137,2024-11-12,2024-11-15,GT14,GT1406,Plaza Central de Chichicastenango,Municipalidad de Chichicastenango y Comité de Cultura
138,EVT_GT1407_0137,Encuentro Regional de Pintores en Patzité - Edición 2025 - Ref 138,2025-11-12,2025-11-15,GT14,GT1407,Plaza Central de Patzité,Municipalidad de Patzité y Comité de Cultura
139,EVT_GT1408_0138,Festival Nacional de la Marimba en San Antonio Ilotenango - Edición 2025 - Ref 139,2025-11-12,2025-11-15,GT14,GT1408,Plaza Central de San Antonio Ilotenango,Municipalidad de San Antonio Ilotenango y Comité de Cultura
140,EVT_GT1409_0139,Exposición Colectiva de Escultura en San Pedro Jocopilas - Edición 2025 - Ref 140,2025-11-12,2025-11-15,GT14,GT1409,Plaza Central de San Pedro Jocopilas,Municipalidad de San Pedro Jocopilas y Comité de Cultura
141,EVT_GT1410_0140,Feria de la Artesanía Tradicional en Cunén - Edición 2023 - Ref 141,2023-11-12,2023-11-15,GT14,GT1410,Plaza Central de Cunén,Municipalidad de Cunén y Comité de Cultura
142,EVT_GT1411_0141,Festival del Tejido Maya y Jaspe en San Juan Cotzal - Edición 2024 - Ref 142,2024-11-12,2024-11-15,GT14,GT1411,Plaza Central de San Juan Cotzal,Municipalidad de San Juan Cotzal y Comité de Cultura
143,EVT_GT1412_0142,Encuentro Regional de Pintores en Joyabaj - Edición 2023 - Ref 143,2023-11-12,2023-11-15,GT14,GT1412,Plaza Central de Joyabaj,Municipalidad de Joyabaj y Comité de Cultura
144,EVT_GT1413_0143,Festival Nacional de la Marimba en Nebaj - Edición 2024 - Ref 144,2024-11-12,2024-11-15,GT14,GT1413,Plaza Central de Nebaj,Municipalidad de Nebaj y Comité de Cultura
145,EVT_GT1414_0144,Exposición Colectiva de Escultura en San Andrés Sajcabajá - Edición 2018 - Ref 145,2018-11-12,2018-11-15,GT14,GT1414,Plaza Central de San Andrés Sajcabajá,Municipalidad de San Andrés Sajcabajá y Comité de Cultura
146,EVT_GT1415_0145,Feria de la Artesanía Tradicional en Uspantán - Edición 2024 - Ref 146,2024-11-12,2024-11-15,GT14,GT1415,Plaza Central de Uspantán,Municipalidad de Uspantán y Comité de Cultura
147,EVT_GT1416_0146,Festival del Tejido Maya y Jaspe en Sacapulas - Edición 2024 - Ref 147,2024-11-12,2024-11-15,GT14,GT1416,Plaza Central de Sacapulas,Municipalidad de Sacapulas y Comité de Cultura
148,EVT_GT1417_0147,Encuentro Regional de Pintores en San Bartolomé Jocotenango - Edición 2020 - Ref 148,2020-11-12,2020-11-15,GT14,GT1417,Plaza Central de San Bartolomé Jocotenango,Municipalidad de San Bartolomé Jocotenango y Comité de Cultura
149,EVT_GT1418_0148,Festival Nacional de la Marimba en Canillá - Edición 2020 - Ref 149,2020-11-12,2020-11-15,GT14,GT1418,Plaza Central de Canillá,Municipalidad de Canillá y Comité de Cultura
150,EVT_GT1419_0149,Exposición Colectiva de Escultura en Chicamán - Edición 2019 - Ref 150,2019-11-12,2019-11-15,GT14,GT1419,Plaza Central de Chicamán,Municipalidad de Chicamán y Comité de Cultura
151,EVT_GT1420_0150,Feria de la Artesanía Tradicional en Ixcán - Edición 2025 - Ref 151,2025-11-12,2025-11-15,GT14,GT1420,Plaza Central de Ixcán,Municipalidad de Ixcán y Comité de Cultura
152,EVT_GT1421_0151,Festival del Tejido Maya y Jaspe en Pachalum - Edición 2023 - Ref 152,2023-11-12,2023-11-15,GT14,GT1421,Plaza Central de Pachalum,Municipalidad de Pachalum y Comité de Cultura
153,EVT_GT1501_0152,Encuentro Regional de Pintores en Salamá - Edición 2018 - Ref 153,2018-11-12,2018-11-15,GT15,GT1501,Plaza Central de Salamá,Municipalidad de Salamá y Comité de Cultura
154,EVT_GT1502_0153,Festival Nacional de la Marimba en San Miguel Chicaj - Edición 2019 - Ref 154,2019-11-12,2019-11-15,GT15,GT1502,Plaza Central de San Miguel Chicaj,Municipalidad de San Miguel Chicaj y Comité de Cultura
155,EVT_GT1503_0154,Exposición Colectiva de Escultura en Rabinal - Edición 2023 - Ref 155,2023-11-12,2023-11-15,GT15,GT1503,Plaza Central de Rabinal,Municipalidad de Rabinal y Comité de Cultura
156,EVT_GT1504_0155,Feria de la Artesanía Tradicional en Cubulco - Edición 2020 - Ref 156,2020-11-12,2020-11-15,GT15,GT1504,Plaza Central de Cubulco,Municipalidad de Cubulco y Comité de Cultura
157,EVT_GT1505_0156,Festival del Tejido Maya y Jaspe en Granados - Edición 2019 - Ref 157,2019-11-12,2019-11-15,GT15,GT1505,Plaza Central de Granados,Municipalidad de Granados y Comité de Cultura
158,EVT_GT1506_0157,Encuentro Regional de Pintores en El Chol - Edición 2019 - Ref 158,2019-11-12,2019-11-15,GT15,GT1506,Plaza Central de El Chol,Municipalidad de El Chol y Comité de Cultura
159,EVT_GT1507_0158,Festival Nacional de la Marimba en San Jerónimo - Edición 2024 - Ref 159,2024-11-12,2024-11-15,GT15,GT1507,Plaza Central de San Jerónimo,Municipalidad de San Jerónimo y Comité de Cultura
160,EVT_GT1508_0159,Exposición Colectiva de Escultura en Purulhá - Edición 2022 - Ref 160,2022-11-12,2022-11-15,GT15,GT1508,Plaza Central de Purulhá,Municipalidad de Purulhá y Comité de Cultura
161,EVT_GT0401_0160,Feria de la Artesanía Tradicional en Chimaltenango - Edición 2024 - Ref 161,2024-11-12,2024-11-15,GT04,GT0401,Plaza Central de Chimaltenango,Municipalidad de Chimaltenango y Comité de Cultura
162,EVT_GT0402_0161,Festival del Tejido Maya y Jaspe en San José Poaquil - Edición 2021 - Ref 162,2021-11-12,2021-11-15,GT04,GT0402,Plaza Central de San José Poaquil,Municipalidad de San José Poaquil y Comité de Cultura
163,EVT_GT0403_0162,Encuentro Regional de Pintores en San Martín Jilotepeque - Edición 2025 - Ref 163,2025-11-12,2025-11-15,GT04,GT0403,Plaza Central de San Martín Jilotepeque,Municipalidad de San Martín Jilotepeque y Comité de Cultura
164,EVT_GT0404_0163,Festival Nacional de la Marimba en Comalapa - Edición 2020 - Ref 164,2020-11-12,2020-11-15,GT04,GT0404,Plaza Central de Comalapa,Municipalidad de Comalapa y Comité de Cultura
165,EVT_GT0405_0164,Exposición Colectiva de Escultura en Santa Apolonia - Edición 2018 - Ref 165,2018-11-12,2018-11-15,GT04,GT0405,Plaza Central de Santa Apolonia,Municipalidad de Santa Apolonia y Comité de Cultura
166,EVT_GT0406_0165,Feria de la Artesanía Tradicional en Tecpán Guatemala - Edición 2020 - Ref 166,2020-11-12,2020-11-15,GT04,GT0406,Plaza Central de Tecpán Guatemala,Municipalidad de Tecpán Guatemala y Comité de Cultura
167,EVT_GT0407_0166,Festival del Tejido Maya y Jaspe en Patzún - Edición 2020 - Ref 167,2020-11-12,2020-11-15,GT04,GT0407,Plaza Central de Patzún,Municipalidad de Patzún y Comité de Cultura
168,EVT_GT0408_0167,Encuentro Regional de Pintores en Pochuta - Edición 2020 - Ref 168,2020-11-12,2020-11-15,GT04,GT0408,Plaza Central de Pochuta,Municipalidad de Pochuta y Comité de Cultura
169,EVT_GT0409_0168,Festival Nacional de la Marimba en Patzicía - Edición 2022 - Ref 169,2022-11-12,2022-11-15,GT04,GT0409,Plaza Central de Patzicía,Municipalidad de Patzicía y Comité de Cultura
170,EVT_GT0410_0169,Exposición Colectiva de Escultura en Santa Cruz Balanyá - Edición 2018 - Ref 170,2018-11-12,2018-11-15,GT04,GT0410,Plaza Central de Santa Cruz Balanyá,Municipalidad de Santa Cruz Balanyá y Comité de Cultura
171,EVT_GT0411_0170,Feria de la Artesanía Tradicional en Acatenango - Edición 2020 - Ref 171,2020-11-12,2020-11-15,GT04,GT0411,Plaza Central de Acatenango,Municipalidad de Acatenango y Comité de Cultura
172,EVT_GT0412_0171,Festival del Tejido Maya y Jaspe en Yepocapa - Edición 2022 - Ref 172,2022-11-12,2022-11-15,GT04,GT0412,Plaza Central de Yepocapa,Municipalidad de Yepocapa y Comité de Cultura
173,EVT_GT0413_0172,Encuentro Regional de Pintores en San Andrés Itzapa - Edición 2025 - Ref 173,2025-11-12,2025-11-15,GT04,GT0413,Plaza Central de San Andrés Itzapa,Municipalidad de San Andrés Itzapa y Comité de Cultura
174,EVT_GT0414_0173,Festival Nacional de la Marimba en Parramos - Edición 2025 - Ref 174,2025-11-12,2025-11-15,GT04,GT0414,Plaza Central de Parramos,Municipalidad de Parramos y Comité de Cultura
175,EVT_GT0415_0174,Exposición Colectiva de Escultura en Zaragoza - Edición 2024 - Ref 175,2024-11-12,2024-11-15,GT04,GT0415,Plaza Central de Zaragoza,Municipalidad de Zaragoza y Comité de Cultura
176,EVT_GT0416_0175,Feria de la Artesanía Tradicional en El Tejar - Edición 2025 - Ref 176,2025-11-12,2025-11-15,GT04,GT0416,Plaza Central de El Tejar,Municipalidad de El Tejar y Comité de Cultura
177,EVT_GT0700_0176,Festival del Tejido Maya y Jaspe en Lago De Atitlan - Edición 2025 - Ref 177,2025-11-12,2025-11-15,GT07,GT0700,Plaza Central de Lago De Atitlan,Municipalidad de Lago De Atitlan y Comité de Cultura
178,EVT_GT0701_0177,Encuentro Regional de Pintores en Sololá - Edición 2025 - Ref 178,2025-11-12,2025-11-15,GT07,GT0701,Plaza Central de Sololá,Municipalidad de Sololá y Comité de Cultura
179,EVT_GT0702_0178,Festival Nacional de la Marimba en San José Chacayá - Edición 2018 - Ref 179,2018-11-12,2018-11-15,GT07,GT0702,Plaza Central de San José Chacayá,Municipalidad de San José Chacayá y Comité de Cultura
180,EVT_GT0703_0179,Exposición Colectiva de Escultura en Santa María Visitación - Edición 2018 - Ref 180,2018-11-12,2018-11-15,GT07,GT0703,Plaza Central de Santa María Visitación,Municipalidad de Santa María Visitación y Comité de Cultura
181,EVT_GT0704_0180,Feria de la Artesanía Tradicional en Santa Lucía Utatlán - Edición 2022 - Ref 181,2022-11-12,2022-11-15,GT07,GT0704,Plaza Central de Santa Lucía Utatlán,Municipalidad de Santa Lucía Utatlán y Comité de Cultura
182,EVT_GT0705_0181,Festival del Tejido Maya y Jaspe en Nahualá - Edición 2021 - Ref 182,2021-11-12,2021-11-15,GT07,GT0705,Plaza Central de Nahualá,Municipalidad de Nahualá y Comité de Cultura
183,EVT_GT0706_0182,Encuentro Regional de Pintores en Santa Catarina Ixtahuacán - Edición 2023 - Ref 183,2023-11-12,2023-11-15,GT07,GT0706,Plaza Central de Santa Catarina Ixtahuacán,Municipalidad de Santa Catarina Ixtahuacán y Comité de Cultura
184,EVT_GT0707_0183,Festival Nacional de la Marimba en Santa Clara La Laguna - Edición 2025 - Ref 184,2025-11-12,2025-11-15,GT07,GT0707,Plaza Central de Santa Clara La Laguna,Municipalidad de Santa Clara La Laguna y Comité de Cultura
185,EVT_GT0708_0184,Exposición Colectiva de Escultura en Concepción - Edición 2025 - Ref 185,2025-11-12,2025-11-15,GT07,GT0708,Plaza Central de Concepción,Municipalidad de Concepción y Comité de Cultura
186,EVT_GT0709_0185,Feria de la Artesanía Tradicional en San Andrés Semetabaj - Edición 2021 - Ref 186,2021-11-12,2021-11-15,GT07,GT0709,Plaza Central de San Andrés Semetabaj,Municipalidad de San Andrés Semetabaj y Comité de Cultura
187,EVT_GT0710_0186,Festival del Tejido Maya y Jaspe en Panajachel - Edición 2024 - Ref 187,2024-11-12,2024-11-15,GT07,GT0710,Plaza Central de Panajachel,Municipalidad de Panajachel y Comité de Cultura
188,EVT_GT0711_0187,Encuentro Regional de Pintores en Santa Catarina Palopó - Edición 2019 - Ref 188,2019-11-12,2019-11-15,GT07,GT0711,Plaza Central de Santa Catarina Palopó,Municipalidad de Santa Catarina Palopó y Comité de Cultura
189,EVT_GT0712_0188,Festival Nacional de la Marimba en San Antonio Palopó - Edición 2019 - Ref 189,2019-11-12,2019-11-15,GT07,GT0712,Plaza Central de San Antonio Palopó,Municipalidad de San Antonio Palopó y Comité de Cultura
190,EVT_GT0713_0189,Exposición Colectiva de Escultura en San Lucas Tolimán - Edición 2018 - Ref 190,2018-11-12,2018-11-15,GT07,GT0713,Plaza Central de San Lucas Tolimán,Municipalidad de San Lucas Tolimán y Comité de Cultura
191,EVT_GT0714_0190,Feria de la Artesanía Tradicional en Santa Cruz La Laguna - Edición 2024 - Ref 191,2024-11-12,2024-11-15,GT07,GT0714,Plaza Central de Santa Cruz La Laguna,Municipalidad de Santa Cruz La Laguna y Comité de Cultura
192,EVT_GT0715_0191,Festival del Tejido Maya y Jaspe en San Pablo La Laguna - Edición 2018 - Ref 192,2018-11-12,2018-11-15,GT07,GT0715,Plaza Central de San Pablo La Laguna,Municipalidad de San Pablo La Laguna y Comité de Cultura
193,EVT_GT0716_0192,Encuentro Regional de Pintores en San Marcos La Laguna - Edición 2020 - Ref 193,2020-11-12,2020-11-15,GT07,GT0716,Plaza Central de San Marcos La Laguna,Municipalidad de San Marcos La Laguna y Comité de Cultura
194,EVT_GT0717_0193,Festival Nacional de la Marimba en San Juan La Laguna - Edición 2022 - Ref 194,2022-11-12,2022-11-15,GT07,GT0717,Plaza Central de San Juan La Laguna,Municipalidad de San Juan La Laguna y Comité de Cultura
195,EVT_GT0718_0194,Exposición Colectiva de Escultura en San Pedro La Laguna - Edición 2018 - Ref 195,2018-11-12,2018-11-15,GT07,GT0718,Plaza Central de San Pedro La Laguna,Municipalidad de San Pedro La Laguna y Comité de Cultura
196,EVT_GT0719_0195,Feria de la Artesanía Tradicional en Santiago Atitlán - Edición 2018 - Ref 196,2018-11-12,2018-11-15,GT07,GT0719,Plaza Central de Santiago Atitlán,Municipalidad de Santiago Atitlán y Comité de Cultura
197,EVT_GT0801_0196,Festival del Tejido Maya y Jaspe en Totonicapán - Edición 2023 - Ref 197,2023-11-12,2023-11-15,GT08,GT0801,Plaza Central de Totonicapán,Municipalidad de Totonicapán y Comité de Cultura
198,EVT_GT0802_0197,Encuentro Regional de Pintores en San Cristóbal Totonicapán - Edición 2020 - Ref 198,2020-11-12,2020-11-15,GT08,GT0802,Plaza Central de San Cristóbal Totonicapán,Municipalidad de San Cristóbal Totonicapán y Comité de Cultura
199,EVT_GT0803_0198,Festival Nacional de la Marimba en San Francisco El Alto - Edición 2022 - Ref 199,2022-11-12,2022-11-15,GT08,GT0803,Plaza Central de San Francisco El Alto,Municipalidad de San Francisco El Alto y Comité de Cultura
200,EVT_GT0804_0199,Exposición Colectiva de Escultura en San Andrés Xecul - Edición 2021 - Ref 200,2021-11-12,2021-11-15,GT08,GT0804,Plaza Central de San Andrés Xecul,Municipalidad de San Andrés Xecul y Comité de Cultura
201,EVT_GT0805_0200,Feria de la Artesanía Tradicional en Momostenango - Edición 2021 - Ref 201,2021-11-12,2021-11-15,GT08,GT0805,Plaza Central de Momostenango,Municipalidad de Momostenango y Comité de Cultura
202,EVT_GT0806_0201,Festival del Tejido Maya y Jaspe en Santa María Chiquimula - Edición 2020 - Ref 202,2020-11-12,2020-11-15,GT08,GT0806,Plaza Central de Santa María Chiquimula,Municipalidad de Santa María Chiquimula y Comité de Cultura
203,EVT_GT0807_0202,Encuentro Regional de Pintores en Santa Lucía La Reforma - Edición 2025 - Ref 203,2025-11-12,2025-11-15,GT08,GT0807,Plaza Central de Santa Lucía La Reforma,Municipalidad de Santa Lucía La Reforma y Comité de Cultura
204,EVT_GT0808_0203,Festival Nacional de la Marimba en San Bartolo - Edición 2018 - Ref 204,2018-11-12,2018-11-15,GT08,GT0808,Plaza Central de San Bartolo,Municipalidad de San Bartolo y Comité de Cultura
205,EVT_GT0901_0204,Exposición Colectiva de Escultura en Quetzaltenango - Edición 2024 - Ref 205,2024-11-12,2024-11-15,GT09,GT0901,Plaza Central de Quetzaltenango,Municipalidad de Quetzaltenango y Comité de Cultura
206,EVT_GT0902_0205,Feria de la Artesanía Tradicional en Salcajá - Edición 2022 - Ref 206,2022-11-12,2022-11-15,GT09,GT0902,Plaza Central de Salcajá,Municipalidad de Salcajá y Comité de Cultura
207,EVT_GT0903_0206,Festival del Tejido Maya y Jaspe en Olintepeque - Edición 2018 - Ref 207,2018-11-12,2018-11-15,GT09,GT0903,Plaza Central de Olintepeque,Municipalidad de Olintepeque y Comité de Cultura
208,EVT_GT0904_0207,Encuentro Regional de Pintores en San Carlos Sija - Edición 2022 - Ref 208,2022-11-12,2022-11-15,GT09,GT0904,Plaza Central de San Carlos Sija,Municipalidad de San Carlos Sija y Comité de Cultura
