id_material,codigo,nombre,descripcion
639,FIBRA_MIMBRE_GT1208,Fibras de Mimbre Seleccionado de Sibinal,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Sibinal.
640,PINTURA_ACRILICA_GT1208,Pintura Acrílica Profesional Seleccionado de Sibinal,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Sibinal.
641,ALGODON_BLANCO_GT1209,Hilo de Algodón Blanco Seleccionado de Tajumulco,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Tajumulco.
642,ALGODON_CUYUSCATE_GT1209,Hilo de Algodón Cuyuscate Natural Seleccionado de Tajumulco,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Tajumulco.
643,BARRO_ROJO_GT1209,Arcilla de Barro Rojo Seleccionado de Tajumulco,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Tajumulco.
644,JADE_JADEITA_GT1209,Jadeita Verde Seleccionado de Tajumulco,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Tajumulco.
645,MADERA_HORMIGO_GT1209,Madera de Hormigo Seleccionado de Tajumulco,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Tajumulco.
646,MADERA_CEDRO_GT1209,Madera de Cedro Seleccionado de Tajumulco,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Tajumulco.
647,TINTE_NATURAL_EUCALIPTO_GT1209,Tinte Orgánico de Eucalipto de Tajumulco,Tinte de origen vegetal/animal obtenido de Eucalipto en Tajumulco.
648,LANA_OVEJA_GT1209,Lana de Oveja Natural Seleccionado de Tajumulco,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Tajumulco.
649,FIBRA_MIMBRE_GT1209,Fibras de Mimbre Seleccionado de Tajumulco,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Tajumulco.
650,PINTURA_ACRILICA_GT1209,Pintura Acrílica Profesional Seleccionado de Tajumulco,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Tajumulco.
651,ALGODON_BLANCO_GT1210,Hilo de Algodón Blanco Seleccionado de Tejutla,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Tejutla.
652,ALGODON_CUYUSCATE_GT1210,Hilo de Algodón Cuyuscate Natural Seleccionado de Tejutla,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Tejutla.
653,BARRO_ROJO_GT1210,Arcilla de Barro Rojo Seleccionado de Tejutla,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Tejutla.
654,JADE_JADEITA_GT1210,Jadeita Verde Seleccionado de Tejutla,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Tejutla.
655,MADERA_HORMIGO_GT1210,Madera de Hormigo Seleccionado de Tejutla,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Tejutla.
656,MADERA_CEDRO_GT1210,Madera de Cedro Seleccionado de Tejutla,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Tejutla.
657,TINTE_NATURAL_NOGAL_GT1210,Tinte Orgánico de Nogal de Tejutla,Tinte de origen vegetal/animal obtenido de Nogal en Tejutla.
658,LANA_OVEJA_GT1210,Lana de Oveja Natural Seleccionado de Tejutla,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Tejutla.
659,FIBRA_MIMBRE_GT1210,Fibras de Mimbre Seleccionado de Tejutla,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Tejutla.
660,PINTURA_ACRILICA_GT1210,Pintura Acrílica Profesional Seleccionado de Tejutla,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Tejutla.
661,ALGODON_BLANCO_GT1211,Hilo de Algodón Blanco Seleccionado de San Rafael Pie de la Cuesta,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
662,ALGODON_CUYUSCATE_GT1211,Hilo de Algodón Cuyuscate Natural Seleccionado de San Rafael Pie de la Cuesta,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
663,BARRO_ROJO_GT1211,Arcilla de Barro Rojo Seleccionado de San Rafael Pie de la Cuesta,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
664,JADE_JADEITA_GT1211,Jadeita Verde Seleccionado de San Rafael Pie de la Cuesta,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
665,MADERA_HORMIGO_GT1211,Madera de Hormigo Seleccionado de San Rafael Pie de la Cuesta,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
666,MADERA_CEDRO_GT1211,Madera de Cedro Seleccionado de San Rafael Pie de la Cuesta,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
667,TINTE_NATURAL_CEBOLLA_GT1211,Tinte Orgánico de Cebolla de San Rafael Pie de la Cuesta,Tinte de origen vegetal/animal obtenido de Cebolla en San Rafael Pie de la Cuesta.
668,LANA_OVEJA_GT1211,Lana de Oveja Natural Seleccionado de San Rafael Pie de la Cuesta,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
669,FIBRA_MIMBRE_GT1211,Fibras de Mimbre Seleccionado de San Rafael Pie de la Cuesta,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
670,PINTURA_ACRILICA_GT1211,Pintura Acrílica Profesional Seleccionado de San Rafael Pie de la Cuesta,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Rafael Pie de la Cuesta.
671,ALGODON_BLANCO_GT1212,Hilo de Algodón Blanco Seleccionado de Nuevo Progreso,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
672,ALGODON_CUYUSCATE_GT1212,Hilo de Algodón Cuyuscate Natural Seleccionado de Nuevo Progreso,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
673,BARRO_ROJO_GT1212,Arcilla de Barro Rojo Seleccionado de Nuevo Progreso,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
674,JADE_JADEITA_GT1212,Jadeita Verde Seleccionado de Nuevo Progreso,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
675,MADERA_HORMIGO_GT1212,Madera de Hormigo Seleccionado de Nuevo Progreso,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
676,MADERA_CEDRO_GT1212,Madera de Cedro Seleccionado de Nuevo Progreso,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
677,TINTE_NATURAL_CAFÉ_GT1212,Tinte Orgánico de Café de Nuevo Progreso,Tinte de origen vegetal/animal obtenido de Café en Nuevo Progreso.
678,LANA_OVEJA_GT1212,Lana de Oveja Natural Seleccionado de Nuevo Progreso,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
679,FIBRA_MIMBRE_GT1212,Fibras de Mimbre Seleccionado de Nuevo Progreso,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
680,PINTURA_ACRILICA_GT1212,Pintura Acrílica Profesional Seleccionado de Nuevo Progreso,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Nuevo Progreso.
681,ALGODON_BLANCO_GT1213,Hilo de Algodón Blanco Seleccionado de El Tumbador,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de El Tumbador.
682,ALGODON_CUYUSCATE_GT1213,Hilo de Algodón Cuyuscate Natural Seleccionado de El Tumbador,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de El Tumbador.
683,BARRO_ROJO_GT1213,Arcilla de Barro Rojo Seleccionado de El Tumbador,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de El Tumbador.
684,JADE_JADEITA_GT1213,Jadeita Verde Seleccionado de El Tumbador,Jadeita Verde de alta calidad recolectado en las zonas montañosas de El Tumbador.
685,MADERA_HORMIGO_GT1213,Madera de Hormigo Seleccionado de El Tumbador,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de El Tumbador.
686,MADERA_CEDRO_GT1213,Madera de Cedro Seleccionado de El Tumbador,Madera de Cedro de alta calidad recolectado en las zonas montañosas de El Tumbador.
687,TINTE_NATURAL_SACATE_GT1213,Tinte Orgánico de Sacate de El Tumbador,Tinte de origen vegetal/animal obtenido de Sacate en El Tumbador.
688,LANA_OVEJA_GT1213,Lana de Oveja Natural Seleccionado de El Tumbador,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de El Tumbador.
689,FIBRA_MIMBRE_GT1213,Fibras de Mimbre Seleccionado de El Tumbador,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de El Tumbador.
690,PINTURA_ACRILICA_GT1213,Pintura Acrílica Profesional Seleccionado de El Tumbador,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de El Tumbador.
691,ALGODON_BLANCO_GT1214,Hilo de Algodón Blanco Seleccionado de El Rodeo,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de El Rodeo.
692,ALGODON_CUYUSCATE_GT1214,Hilo de Algodón Cuyuscate Natural Seleccionado de El Rodeo,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de El Rodeo.
693,BARRO_ROJO_GT1214,Arcilla de Barro Rojo Seleccionado de El Rodeo,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de El Rodeo.
694,JADE_JADEITA_GT1214,Jadeita Verde Seleccionado de El Rodeo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de El Rodeo.
695,MADERA_HORMIGO_GT1214,Madera de Hormigo Seleccionado de El Rodeo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de El Rodeo.
696,MADERA_CEDRO_GT1214,Madera de Cedro Seleccionado de El Rodeo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de El Rodeo.
697,TINTE_NATURAL_CÚRCUMA_GT1214,Tinte Orgánico de Cúrcuma de El Rodeo,Tinte de origen vegetal/animal obtenido de Cúrcuma en El Rodeo.
698,LANA_OVEJA_GT1214,Lana de Oveja Natural Seleccionado de El Rodeo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de El Rodeo.
699,FIBRA_MIMBRE_GT1214,Fibras de Mimbre Seleccionado de El Rodeo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de El Rodeo.
700,PINTURA_ACRILICA_GT1214,Pintura Acrílica Profesional Seleccionado de El Rodeo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de El Rodeo.
701,ALGODON_BLANCO_GT1215,Hilo de Algodón Blanco Seleccionado de Malacatán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Malacatán.
702,ALGODON_CUYUSCATE_GT1215,Hilo de Algodón Cuyuscate Natural Seleccionado de Malacatán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Malacatán.
703,BARRO_ROJO_GT1215,Arcilla de Barro Rojo Seleccionado de Malacatán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Malacatán.
704,JADE_JADEITA_GT1215,Jadeita Verde Seleccionado de Malacatán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Malacatán.
705,MADERA_HORMIGO_GT1215,Madera de Hormigo Seleccionado de Malacatán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Malacatán.
706,MADERA_CEDRO_GT1215,Madera de Cedro Seleccionado de Malacatán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Malacatán.
707,TINTE_NATURAL_PÚRPURA_GT1215,Tinte Orgánico de Púrpura de Malacatán,Tinte de origen vegetal/animal obtenido de Púrpura en Malacatán.
708,LANA_OVEJA_GT1215,Lana de Oveja Natural Seleccionado de Malacatán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Malacatán.
709,FIBRA_MIMBRE_GT1215,Fibras de Mimbre Seleccionado de Malacatán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Malacatán.
710,PINTURA_ACRILICA_GT1215,Pintura Acrílica Profesional Seleccionado de Malacatán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Malacatán.
711,ALGODON_BLANCO_GT1216,Hilo de Algodón Blanco Seleccionado de Catarina,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Catarina.
712,ALGODON_CUYUSCATE_GT1216,Hilo de Algodón Cuyuscate Natural Seleccionado de Catarina,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Catarina.
713,BARRO_ROJO_GT1216,Arcilla de Barro Rojo Seleccionado de Catarina,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Catarina.
714,JADE_JADEITA_GT1216,Jadeita Verde Seleccionado de Catarina,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Catarina.
715,MADERA_HORMIGO_GT1216,Madera de Hormigo Seleccionado de Catarina,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Catarina.
716,MADERA_CEDRO_GT1216,Madera de Cedro Seleccionado de Catarina,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Catarina.
717,TINTE_NATURAL_GRANA_COCHINILLA_GT1216,Tinte Orgánico de Grana Cochinilla de Catarina,Tinte de origen vegetal/animal obtenido de Grana Cochinilla en Catarina.
718,LANA_OVEJA_GT1216,Lana de Oveja Natural Seleccionado de Catarina,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Catarina.
719,FIBRA_MIMBRE_GT1216,Fibras de Mimbre Seleccionado de Catarina,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Catarina.
720,PINTURA_ACRILICA_GT1216,Pintura Acrílica Profesional Seleccionado de Catarina,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Catarina.
721,ALGODON_BLANCO_GT1217,Hilo de Algodón Blanco Seleccionado de Ayutla,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Ayutla.
722,ALGODON_CUYUSCATE_GT1217,Hilo de Algodón Cuyuscate Natural Seleccionado de Ayutla,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Ayutla.
723,BARRO_ROJO_GT1217,Arcilla de Barro Rojo Seleccionado de Ayutla,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Ayutla.
724,JADE_JADEITA_GT1217,Jadeita Verde Seleccionado de Ayutla,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Ayutla.
725,MADERA_HORMIGO_GT1217,Madera de Hormigo Seleccionado de Ayutla,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Ayutla.
726,MADERA_CEDRO_GT1217,Madera de Cedro Seleccionado de Ayutla,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Ayutla.
727,TINTE_NATURAL_ACHIOTE_GT1217,Tinte Orgánico de Achiote de Ayutla,Tinte de origen vegetal/animal obtenido de Achiote en Ayutla.
728,LANA_OVEJA_GT1217,Lana de Oveja Natural Seleccionado de Ayutla,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Ayutla.
729,FIBRA_MIMBRE_GT1217,Fibras de Mimbre Seleccionado de Ayutla,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Ayutla.
730,PINTURA_ACRILICA_GT1217,Pintura Acrílica Profesional Seleccionado de Ayutla,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Ayutla.
731,ALGODON_BLANCO_GT1218,Hilo de Algodón Blanco Seleccionado de Ocós,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Ocós.
732,ALGODON_CUYUSCATE_GT1218,Hilo de Algodón Cuyuscate Natural Seleccionado de Ocós,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Ocós.
733,BARRO_ROJO_GT1218,Arcilla de Barro Rojo Seleccionado de Ocós,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Ocós.
734,JADE_JADEITA_GT1218,Jadeita Verde Seleccionado de Ocós,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Ocós.
735,MADERA_HORMIGO_GT1218,Madera de Hormigo Seleccionado de Ocós,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Ocós.
736,MADERA_CEDRO_GT1218,Madera de Cedro Seleccionado de Ocós,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Ocós.
737,TINTE_NATURAL_LICHEN_GT1218,Tinte Orgánico de Lichen de Ocós,Tinte de origen vegetal/animal obtenido de Lichen en Ocós.
738,LANA_OVEJA_GT1218,Lana de Oveja Natural Seleccionado de Ocós,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Ocós.
739,FIBRA_MIMBRE_GT1218,Fibras de Mimbre Seleccionado de Ocós,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Ocós.
740,PINTURA_ACRILICA_GT1218,Pintura Acrílica Profesional Seleccionado de Ocós,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Ocós.
741,ALGODON_BLANCO_GT1219,Hilo de Algodón Blanco Seleccionado de San Pablo,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Pablo.
742,ALGODON_CUYUSCATE_GT1219,Hilo de Algodón Cuyuscate Natural Seleccionado de San Pablo,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Pablo.
743,BARRO_ROJO_GT1219,Arcilla de Barro Rojo Seleccionado de San Pablo,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Pablo.
744,JADE_JADEITA_GT1219,Jadeita Verde Seleccionado de San Pablo,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Pablo.
745,MADERA_HORMIGO_GT1219,Madera de Hormigo Seleccionado de San Pablo,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Pablo.
746,MADERA_CEDRO_GT1219,Madera de Cedro Seleccionado de San Pablo,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Pablo.
747,TINTE_NATURAL_OCOTE_GT1219,Tinte Orgánico de Ocote de San Pablo,Tinte de origen vegetal/animal obtenido de Ocote en San Pablo.
748,LANA_OVEJA_GT1219,Lana de Oveja Natural Seleccionado de San Pablo,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Pablo.
749,FIBRA_MIMBRE_GT1219,Fibras de Mimbre Seleccionado de San Pablo,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Pablo.
750,PINTURA_ACRILICA_GT1219,Pintura Acrílica Profesional Seleccionado de San Pablo,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Pablo.
751,ALGODON_BLANCO_GT1220,Hilo de Algodón Blanco Seleccionado de El Quetzal,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de El Quetzal.
752,ALGODON_CUYUSCATE_GT1220,Hilo de Algodón Cuyuscate Natural Seleccionado de El Quetzal,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de El Quetzal.
753,BARRO_ROJO_GT1220,Arcilla de Barro Rojo Seleccionado de El Quetzal,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de El Quetzal.
754,JADE_JADEITA_GT1220,Jadeita Verde Seleccionado de El Quetzal,Jadeita Verde de alta calidad recolectado en las zonas montañosas de El Quetzal.
755,MADERA_HORMIGO_GT1220,Madera de Hormigo Seleccionado de El Quetzal,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de El Quetzal.
756,MADERA_CEDRO_GT1220,Madera de Cedro Seleccionado de El Quetzal,Madera de Cedro de alta calidad recolectado en las zonas montañosas de El Quetzal.
757,TINTE_NATURAL_AGUACATE_GT1220,Tinte Orgánico de Aguacate de El Quetzal,Tinte de origen vegetal/animal obtenido de Aguacate en El Quetzal.
758,LANA_OVEJA_GT1220,Lana de Oveja Natural Seleccionado de El Quetzal,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de El Quetzal.
759,FIBRA_MIMBRE_GT1220,Fibras de Mimbre Seleccionado de El Quetzal,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de El Quetzal.
760,PINTURA_ACRILICA_GT1220,Pintura Acrílica Profesional Seleccionado de El Quetzal,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de El Quetzal.
761,ALGODON_BLANCO_GT1221,Hilo de Algodón Blanco Seleccionado de La Reforma,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de La Reforma.
762,ALGODON_CUYUSCATE_GT1221,Hilo de Algodón Cuyuscate Natural Seleccionado de La Reforma,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de La Reforma.
763,BARRO_ROJO_GT1221,Arcilla de Barro Rojo Seleccionado de La Reforma,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de La Reforma.
764,JADE_JADEITA_GT1221,Jadeita Verde Seleccionado de La Reforma,Jadeita Verde de alta calidad recolectado en las zonas montañosas de La Reforma.
765,MADERA_HORMIGO_GT1221,Madera de Hormigo Seleccionado de La Reforma,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de La Reforma.
766,MADERA_CEDRO_GT1221,Madera de Cedro Seleccionado de La Reforma,Madera de Cedro de alta calidad recolectado en las zonas montañosas de La Reforma.
767,TINTE_NATURAL_MANZANILLA_GT1221,Tinte Orgánico de Manzanilla de La Reforma,Tinte de origen vegetal/animal obtenido de Manzanilla en La Reforma.
768,LANA_OVEJA_GT1221,Lana de Oveja Natural Seleccionado de La Reforma,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de La Reforma.
769,FIBRA_MIMBRE_GT1221,Fibras de Mimbre Seleccionado de La Reforma,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de La Reforma.
770,PINTURA_ACRILICA_GT1221,Pintura Acrílica Profesional Seleccionado de La Reforma,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de La Reforma.
771,ALGODON_BLANCO_GT1222,Hilo de Algodón Blanco Seleccionado de Pajapita,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Pajapita.
772,ALGODON_CUYUSCATE_GT1222,Hilo de Algodón Cuyuscate Natural Seleccionado de Pajapita,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Pajapita.
773,BARRO_ROJO_GT1222,Arcilla de Barro Rojo Seleccionado de Pajapita,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Pajapita.
774,JADE_JADEITA_GT1222,Jadeita Verde Seleccionado de Pajapita,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Pajapita.
775,MADERA_HORMIGO_GT1222,Madera de Hormigo Seleccionado de Pajapita,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Pajapita.
776,MADERA_CEDRO_GT1222,Madera de Cedro Seleccionado de Pajapita,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Pajapita.
777,TINTE_NATURAL_MORAS_GT1222,Tinte Orgánico de Moras de Pajapita,Tinte de origen vegetal/animal obtenido de Moras en Pajapita.
778,LANA_OVEJA_GT1222,Lana de Oveja Natural Seleccionado de Pajapita,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Pajapita.
779,FIBRA_MIMBRE_GT1222,Fibras de Mimbre Seleccionado de Pajapita,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Pajapita.
780,PINTURA_ACRILICA_GT1222,Pintura Acrílica Profesional Seleccionado de Pajapita,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Pajapita.
781,ALGODON_BLANCO_GT1223,Hilo de Algodón Blanco Seleccionado de Ixchiguán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Ixchiguán.
782,ALGODON_CUYUSCATE_GT1223,Hilo de Algodón Cuyuscate Natural Seleccionado de Ixchiguán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Ixchiguán.
783,BARRO_ROJO_GT1223,Arcilla de Barro Rojo Seleccionado de Ixchiguán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Ixchiguán.
784,JADE_JADEITA_GT1223,Jadeita Verde Seleccionado de Ixchiguán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Ixchiguán.
785,MADERA_HORMIGO_GT1223,Madera de Hormigo Seleccionado de Ixchiguán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Ixchiguán.
786,MADERA_CEDRO_GT1223,Madera de Cedro Seleccionado de Ixchiguán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Ixchiguán.
787,TINTE_NATURAL_CAMPANILLA_GT1223,Tinte Orgánico de Campanilla de Ixchiguán,Tinte de origen vegetal/animal obtenido de Campanilla en Ixchiguán.
788,LANA_OVEJA_GT1223,Lana de Oveja Natural Seleccionado de Ixchiguán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Ixchiguán.
789,FIBRA_MIMBRE_GT1223,Fibras de Mimbre Seleccionado de Ixchiguán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Ixchiguán.
790,PINTURA_ACRILICA_GT1223,Pintura Acrílica Profesional Seleccionado de Ixchiguán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Ixchiguán.
791,ALGODON_BLANCO_GT1224,Hilo de Algodón Blanco Seleccionado de San José Ojetenam,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
792,ALGODON_CUYUSCATE_GT1224,Hilo de Algodón Cuyuscate Natural Seleccionado de San José Ojetenam,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
793,BARRO_ROJO_GT1224,Arcilla de Barro Rojo Seleccionado de San José Ojetenam,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
794,JADE_JADEITA_GT1224,Jadeita Verde Seleccionado de San José Ojetenam,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
795,MADERA_HORMIGO_GT1224,Madera de Hormigo Seleccionado de San José Ojetenam,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
796,MADERA_CEDRO_GT1224,Madera de Cedro Seleccionado de San José Ojetenam,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
797,TINTE_NATURAL_CANELA_GT1224,Tinte Orgánico de Canela de San José Ojetenam,Tinte de origen vegetal/animal obtenido de Canela en San José Ojetenam.
798,LANA_OVEJA_GT1224,Lana de Oveja Natural Seleccionado de San José Ojetenam,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
799,FIBRA_MIMBRE_GT1224,Fibras de Mimbre Seleccionado de San José Ojetenam,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
800,PINTURA_ACRILICA_GT1224,Pintura Acrílica Profesional Seleccionado de San José Ojetenam,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San José Ojetenam.
801,ALGODON_BLANCO_GT1225,Hilo de Algodón Blanco Seleccionado de San Cristóbal Cucho,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
802,ALGODON_CUYUSCATE_GT1225,Hilo de Algodón Cuyuscate Natural Seleccionado de San Cristóbal Cucho,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
803,BARRO_ROJO_GT1225,Arcilla de Barro Rojo Seleccionado de San Cristóbal Cucho,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Cristóbal Cucho.
