núm_corre,año_denuncia,Reg_mes,día_denuncia,día_sem_denuncia,año_hecho,mes_hecho,día_hecho,dia_sem_hecho,depto_ocu_hecho,mupio_ocu_hecho,zona_ocu_hecho,sexo_per,edad_sind,g_edad_60ymás,g_edad_80ymás,g_edad_de0_80ymás,est_conyugal,delito_com,hora_denuncia,g_hora_denuncia,g_hora_denuncia_mañ.tar.noch,principales_delitos
117,2023,Enero,20,Viernes,2023,Enero,19,Sábado,Guatemala,Mixco,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
118,2023,Enero,20,Viernes,2023,Enero,19,Sábado,Guatemala,Mixco,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
119,2023,Enero,20,Viernes,2022,Diciembre,23,Sábado,Guatemala,Mixco,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
120,2023,Enero,20,Viernes,2023,Enero,18,Sábado,Guatemala,Mixco,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,11,06:00 a 11:59,00:00 a 11:59,Hurto agravado
121,2023,Febrero,1,Miercoles,2023,Febrero,1,Jueves,Guatemala,Guatemala,17,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,10,06:00 a 11:59,00:00 a 11:59,Robo de equipo terminal movil
122,2023,Enero,16,Lunes,2022,Enero,26,Martes,Jutiapa,Moyuta,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad material,15,12:00 a 17:59,12:00 a 17:59,Otros
123,2023,Enero,16,Lunes,2022,Enero,26,Martes,Jutiapa,Moyuta,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad material,15,12:00 a 17:59,12:00 a 17:59,Otros
124,2023,Enero,16,Lunes,2022,Enero,26,Martes,Jutiapa,Moyuta,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad material,15,12:00 a 17:59,12:00 a 17:59,Otros
125,2023,Enero,16,Lunes,2022,Enero,26,Martes,Jutiapa,Moyuta,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad material,15,12:00 a 17:59,12:00 a 17:59,Otros
126,2023,Febrero,26,Domingo,2023,Febrero,25,Lunes,Guatemala,Guatemala,3,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,13,12:00 a 17:59,12:00 a 17:59,Lesiones leves
127,2023,Enero,16,Lunes,2023,Enero,14,Martes,Guatemala,Guatemala,14,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
128,2023,Enero,16,Lunes,2022,Diciembre,5,Martes,Guatemala,Mixco,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,17,12:00 a 17:59,12:00 a 17:59,Lesiones leves
129,2023,Enero,16,Lunes,2022,Diciembre,5,Martes,Guatemala,Mixco,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Incumplimiento de deberes de asistencia,17,12:00 a 17:59,12:00 a 17:59,Otros
130,2023,Enero,16,Lunes,2023,Enero,16,Martes,Guatemala,Villa Canales,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,18,18:00 a 23:59,18:00 a 23:59,Amenazas
131,2023,Enero,16,Lunes,2023,Enero,16,Martes,Guatemala,Villa Canales,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,18,18:00 a 23:59,18:00 a 23:59,Amenazas
132,2023,Enero,16,Lunes,2023,Enero,16,Martes,Guatemala,Villa Canales,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,18,18:00 a 23:59,18:00 a 23:59,Amenazas
133,2023,Enero,16,Lunes,2023,Enero,15,Martes,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,18,18:00 a 23:59,18:00 a 23:59,Robo de equipo terminal movil
134,2023,Enero,16,Lunes,2023,Enero,15,Martes,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,18,18:00 a 23:59,18:00 a 23:59,Robo de equipo terminal movil
135,2023,Enero,16,Lunes,2023,Enero,12,Martes,Guatemala,Guatemala,25,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,18,18:00 a 23:59,18:00 a 23:59,Otros
136,2023,Enero,18,Miercoles,2022,Julio,19,Jueves,Guatemala,Guatemala,1,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad ideológica,19,18:00 a 23:59,18:00 a 23:59,Otros
137,2023,Enero,18,Miercoles,2023,Enero,18,Jueves,Guatemala,Guatemala,6,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,20,18:00 a 23:59,18:00 a 23:59,Lesiones leves
138,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
139,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,27,25-29,25-29,25 - 29,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
140,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,63,60-100,60-64,60 - 64,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
141,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,38,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
142,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,38,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
143,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,38,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
144,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Mujer,38,35-39,35-39,35 - 39,Casado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
145,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,36,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
146,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,30,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
147,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,65,60-100,65-69,65 - 69,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
148,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,24,20-24,20-24,20 - 24,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
149,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,39,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
150,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,39,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
151,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,26,25-29,25-29,25 - 29,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
152,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,52,50-54,50-54,50 - 54,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
153,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,52,50-54,50-54,50 - 54,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
154,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
155,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
156,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,35,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
157,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,35,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
158,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,35,35-39,35-39,35 - 39,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
159,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,34,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
160,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,34,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
161,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,34,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
162,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,50,50-54,50-54,50 - 54,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
163,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,58,55-59,55-59,55 - 59,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
164,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,58,55-59,55-59,55 - 59,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
165,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,58,55-59,55-59,55 - 59,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
166,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,62,60-100,60-64,60 - 64,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
167,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,62,60-100,60-64,60 - 64,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
168,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,53,50-54,50-54,50 - 54,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
169,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,60,60-100,60-64,60 - 64,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
170,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,28,25-29,25-29,25 - 29,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
171,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Mujer,28,25-29,25-29,25 - 29,Soltero,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
172,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,49,45-49,45-49,45 - 49,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
173,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,61,60-100,60-64,60 - 64,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
174,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,61,60-100,60-64,60 - 64,Casado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
175,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,46,45-49,45-49,45 - 49,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
176,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,59,55-59,55-59,55 - 59,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
177,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,59,55-59,55-59,55 - 59,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
178,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,59,55-59,55-59,55 - 59,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
179,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
180,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
181,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
182,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
183,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,51,50-54,50-54,50 - 54,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
184,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,33,30-34,30-34,30 - 34,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
185,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,67,60-100,65-69,65 - 69,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
186,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,68,60-100,65-69,65 - 69,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
187,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,41,40-44,40-44,40 - 44,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
188,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,78,60-100,75-79,75 - 79,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
189,2023,Enero,18,Miercoles,2022,Julio,28,Jueves,El Progreso,Guastatoya,Ignorada,Ignorado,86,60-100,80-100,80 y más,Ignorado,Falsedad material,20,18:00 a 23:59,18:00 a 23:59,Otros
190,2023,Febrero,28,Martes,1995,Noviembre,30,Miercoles,Guatemala,Guatemala,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Apropiación y retención indebidas,16,12:00 a 17:59,12:00 a 17:59,Otros
191,2023,Febrero,28,Martes,1995,Noviembre,30,Miercoles,Guatemala,Guatemala,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Encubrimiento propio,16,12:00 a 17:59,12:00 a 17:59,Otros
192,2023,Marzo,29,Miercoles,1996,Febrero,2,Jueves,Guatemala,Guatemala,1,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Responsabilidad de conductores,14,12:00 a 17:59,12:00 a 17:59,Otros
193,2023,Marzo,6,Lunes,2023,Marzo,1,Martes,Guatemala,Villa Nueva,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
194,2023,Enero,9,Lunes,2023,Enero,5,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,11,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
195,2023,Enero,19,Jueves,2023,Enero,13,Viernes,Totonicapán,Santa María Chiquimula,Ignorada,Hombre,30,30-34,30-34,30 - 34,Soltero,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
196,2023,Enero,23,Lunes,2023,Enero,22,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
197,2023,Enero,23,Lunes,2023,Enero,22,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,39,35-39,35-39,35 - 39,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
198,2023,Febrero,1,Miercoles,2023,Febrero,1,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
199,2023,Febrero,1,Miercoles,2023,Febrero,1,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
200,2023,Febrero,1,Miercoles,2023,Febrero,1,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
201,2023,Febrero,1,Miercoles,2023,Febrero,1,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
202,2023,Febrero,6,Lunes,2023,Febrero,1,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,39,35-39,35-39,35 - 39,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
203,2023,Febrero,6,Lunes,2023,Febrero,1,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,67,60-100,65-69,65 - 69,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
204,2023,Febrero,8,Miercoles,2023,Febrero,7,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,59,55-59,55-59,55 - 59,Ignorado,Coacción,13,12:00 a 17:59,12:00 a 17:59,Coacción
205,2023,Febrero,8,Miercoles,2022,Febrero,8,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
206,2023,Febrero,8,Miercoles,2022,Febrero,8,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
207,2023,Febrero,9,Jueves,2023,Febrero,8,Viernes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Allanamiento,9,06:00 a 11:59,00:00 a 11:59,Otros
208,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,17,15-19,15-19,15 - 19,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
209,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,21,20-24,20-24,20 - 24,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
210,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,25,25-29,25-29,25 - 29,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
211,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,19,15-19,15-19,15 - 19,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
212,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,27,25-29,25-29,25 - 29,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
213,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,28,25-29,25-29,25 - 29,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
214,2023,Febrero,10,Viernes,2022,Diciembre,28,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
215,2023,Febrero,13,Lunes,2023,Febrero,11,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
216,2023,Febrero,13,Lunes,2023,Febrero,11,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
217,2023,Febrero,14,Martes,2023,Febrero,14,Miercoles,Totonicapán,Santa María Chiquimula,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Alteración de linderos,15,12:00 a 17:59,12:00 a 17:59,Otros
218,2023,Febrero,16,Jueves,2023,Febrero,13,Viernes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,38,35-39,35-39,35 - 39,Ignorado,Faltas (ley de areas protegidas art. 81),15,12:00 a 17:59,12:00 a 17:59,Otros
219,2023,Febrero,21,Martes,2023,Febrero,19,Miercoles,Totonicapán,Santa María Chiquimula,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
220,2023,Marzo,8,Miercoles,2023,Marzo,6,Jueves,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,53,50-54,50-54,50 - 54,Ignorado,Lesiones culposas,15,12:00 a 17:59,12:00 a 17:59,Lesiones culposas
221,2023,Marzo,17,Viernes,2023,Marzo,17,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Mujer,26,25-29,25-29,25 - 29,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
222,2023,Marzo,17,Viernes,2023,Marzo,17,Sábado,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,55,55-59,55-59,55 - 59,Ignorado,Lesiones leves,14,12:00 a 17:59,12:00 a 17:59,Lesiones leves
223,2023,Marzo,20,Lunes,2023,Marzo,18,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Coacción,12,12:00 a 17:59,12:00 a 17:59,Coacción
224,2023,Marzo,20,Lunes,2023,Marzo,19,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,13,12:00 a 17:59,12:00 a 17:59,Amenazas
225,2023,Marzo,20,Lunes,2023,Marzo,19,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,51,50-54,50-54,50 - 54,Casado,Amenazas,13,12:00 a 17:59,12:00 a 17:59,Amenazas
226,2023,Marzo,23,Jueves,2023,Marzo,21,Viernes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,33,30-34,30-34,30 - 34,Ignorado,Lesiones leves,9,06:00 a 11:59,00:00 a 11:59,Lesiones leves
227,2023,Marzo,23,Jueves,2023,Marzo,22,Viernes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,40,40-44,40-44,40 - 44,Casado,Allanamiento,12,12:00 a 17:59,12:00 a 17:59,Otros
228,2023,Marzo,27,Lunes,2023,Marzo,25,Martes,Totonicapán,Santa María Chiquimula,Ignorada,Ignorado,45,45-49,45-49,45 - 49,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
229,2023,Marzo,31,Viernes,2023,Marzo,27,Sábado,Guatemala,Chinautla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
230,2023,Marzo,31,Viernes,2023,Marzo,27,Sábado,Guatemala,Chinautla,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
231,2023,Marzo,31,Viernes,2023,Marzo,27,Sábado,Guatemala,Chinautla,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
232,2023,Enero,3,Martes,2022,Diciembre,24,Miercoles,El Progreso,Morazán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
233,2023,Enero,3,Martes,2023,Enero,1,Miercoles,El Progreso,Morazán,Ignorada,Hombre,43,40-44,40-44,40 - 44,Ignorado,Amenazas,16,12:00 a 17:59,12:00 a 17:59,Amenazas
234,2023,Enero,9,Lunes,2022,Diciembre,28,Martes,El Progreso,Morazán,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
