núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
567,2023,Enero,6,Viernes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,38,35-39,35-39,35 - 39,Orden de captura,Otras causas
568,2023,Enero,6,Viernes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Mujer,51,50-54,50-54,50 - 54,Orden de captura,Otras causas
569,2023,Enero,6,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,23,20-24,20-24,20 - 24,Robo de vehículos,Contra el patrimonio
570,2023,Enero,6,Viernes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,42,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
571,2023,Enero,6,Viernes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,66,60 y más,65-69,65 - 69,Orden de captura,Otras causas
572,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,3,Hombre,39,35-39,35-39,35 - 39,Tenencia de droga,Otras causas
573,2023,Enero,6,Viernes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,18,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
574,2023,Enero,6,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,San Pedro Ayampuc,Ignorada,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
575,2023,Enero,6,Viernes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,6,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
576,2023,Enero,6,Viernes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
577,2023,Enero,6,Viernes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,18,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
578,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,6,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
579,2023,Enero,6,Viernes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,San José Pinula,Ignorada,Hombre,20,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
580,2023,Enero,6,Viernes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,13,Hombre,29,25-29,25-29,25 - 29,Robo de motocicletas,Contra el patrimonio
581,2023,Enero,6,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
582,2023,Enero,6,Viernes,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,12,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
583,2023,Enero,6,Viernes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
584,2023,Enero,6,Viernes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,21,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
585,2023,Enero,6,Viernes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,11,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
586,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
587,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
588,2023,Enero,6,Viernes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,60,60 y más,60-64,60 - 64,Orden de captura,Otras causas
589,2023,Enero,6,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,51,50-54,50-54,50 - 54,Orden de captura,Otras causas
590,2023,Enero,6,Viernes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
591,2023,Enero,6,Viernes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,32,30-34,30-34,30 - 34,Robo de motocicletas,Contra el patrimonio
592,2023,Enero,6,Viernes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,35,35-39,35-39,35 - 39,Otras causas,Otras causas
593,2023,Enero,6,Viernes,14,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,20,20-24,20-24,20 - 24,Orden de captura,Otras causas
594,2023,Enero,6,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Yupiltepeque,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
595,2023,Enero,6,Viernes,9,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Concepción las Minas,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
596,2023,Enero,6,Viernes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Chiquimula,Esquipulas,Ignorada,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
597,2023,Enero,6,Viernes,6,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,La Unión,Ignorada,Hombre,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
598,2023,Enero,6,Viernes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,27,25-29,25-29,25 - 29,Portación ilegal arma de fuego,Otras causas
599,2023,Enero,6,Viernes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,56,55-59,55-59,55 - 59,Portación ilegal arma de fuego,Otras causas
600,2023,Enero,6,Viernes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,36,35-39,35-39,35 - 39,Portación ilegal arma de fuego,Otras causas
601,2023,Enero,6,Viernes,16,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
602,2023,Enero,6,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,La Democracia,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
603,2023,Enero,6,Viernes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Palín,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
604,2023,Enero,6,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
605,2023,Enero,6,Viernes,23,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
606,2023,Enero,6,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,30,30-34,30-34,30 - 34,Portación ilegal arma de fuego,Otras causas
607,2023,Enero,6,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Suchitepéquez,Santo Tomas la Unión,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
608,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Retalhuleu,San Felipe Retalhuleu,Ignorada,Hombre,38,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
609,2023,Enero,6,Viernes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Retalhuleu,Retalhuleu,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
610,2023,Enero,6,Viernes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Retalhuleu,San Martín Zapotitlán,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
611,2023,Enero,6,Viernes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
612,2023,Enero,6,Viernes,19,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Flores Costa Cuca,Ignorada,Hombre,43,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
613,2023,Enero,6,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
614,2023,Enero,6,Viernes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,34,30-34,30-34,30 - 34,Contrabando,Otras causas
615,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Pablo,Ignorada,Hombre,30,30-34,30-34,30 - 34,Robo a residencias,Contra el patrimonio
616,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,Tejutla,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
617,2023,Enero,6,Viernes,8,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,El Tumbador,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
618,2023,Enero,6,Viernes,8,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,El Tumbador,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
619,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Rural,San Marcos,San Antonio Sacatepéquez,Ignorada,Hombre,61,60 y más,60-64,60 - 64,Orden de captura,Otras causas
620,2023,Enero,6,Viernes,15,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ayutla,Ignorada,Hombre,22,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
621,2023,Enero,6,Viernes,19,18:00 a 23:59,18:00 a 23:59,Urbano,San Marcos,Malacatán,Ignorada,Hombre,56,55-59,55-59,55 - 59,Orden de captura,Otras causas
622,2023,Enero,6,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,Nuevo Progreso,Ignorada,Hombre,48,45-49,45-49,45 - 49,Orden de captura,Otras causas
623,2023,Enero,6,Viernes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,56,55-59,55-59,55 - 59,Delitos forestales,Otras causas
624,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Rural,Totonicapán,San Francisco el Alto,Ignorada,Hombre,35,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
625,2023,Enero,6,Viernes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Totonicapán,Totonicapán,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
626,2023,Enero,6,Viernes,1,00:00 a 05:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,32,30-34,30-34,30 - 34,Otras causas,Otras causas
627,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,51,50-54,50-54,50 - 54,Riña,Otras causas
628,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Alta Verapaz,Cobán,Ignorada,Hombre,58,55-59,55-59,55 - 59,Riña,Otras causas
629,2023,Enero,6,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Tactic,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
630,2023,Enero,6,Viernes,21,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Santa Cruz Verapaz,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
631,2023,Enero,6,Viernes,18,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Tactic,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
632,2023,Enero,6,Viernes,23,18:00 a 23:59,18:00 a 23:59,Rural,Alta Verapaz,Santa Catarina La Tinta,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
633,2023,Enero,6,Viernes,23,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Salamá,Ignorada,Hombre,57,55-59,55-59,55 - 59,Orden de captura,Otras causas
634,2023,Enero,6,Viernes,12,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,San Cristóbal Acasaguastlán,Ignorada,Mujer,46,45-49,45-49,45 - 49,Orden de captura,Otras causas
635,2023,Enero,6,Viernes,13,12:00 a 17:59,12:00 a 17:59,Rural,Izabal,Morales,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
636,2023,Enero,6,Viernes,8,06:00 a 11:59,00:00 a 11:59,Rural,Petén,Melchor de Mencos,Ignorada,Hombre,40,40-44,40-44,40 - 44,Robo a comercios,Contra el patrimonio
637,2023,Enero,6,Viernes,16,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Benito,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
638,2023,Enero,6,Viernes,15,12:00 a 17:59,12:00 a 17:59,Rural,Quiché,Santa María Nebaj,Ignorada,Mujer,45,45-49,45-49,45 - 49,Orden de captura,Otras causas
639,2023,Enero,6,Viernes,21,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Pachalum,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
640,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Rural,Sololá,Sololá,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a buses extraurbanos,Contra el patrimonio
641,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Rural,Sololá,Panajachel,Ignorada,Mujer,41,40-44,40-44,40 - 44,Robo en iglesias,Contra el patrimonio
642,2023,Enero,6,Viernes,11,06:00 a 11:59,00:00 a 11:59,Rural,Sololá,Panajachel,Ignorada,Hombre,45,45-49,45-49,45 - 49,Robo en iglesias,Contra el patrimonio
643,2023,Enero,6,Viernes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Chimaltenango,Patzicía,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
644,2023,Enero,6,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Tecpán Guatemala,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
645,2023,Enero,6,Viernes,19,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Lucas Sacatepéquez,Ignorada,Hombre,51,50-54,50-54,50 - 54,Otras causas,Otras causas
646,2023,Enero,6,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Lucas Sacatepéquez,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
647,2023,Enero,7,Sábado,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,30,30-34,30-34,30 - 34,Robo a peatones,Contra el patrimonio
648,2023,Enero,7,Sábado,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,2,Hombre,25,25-29,25-29,25 - 29,Riña,Otras causas
649,2023,Enero,7,Sábado,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,2,Hombre,30,30-34,30-34,30 - 34,Riña,Otras causas
650,2023,Enero,7,Sábado,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
651,2023,Enero,7,Sábado,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,33,30-34,30-34,30 - 34,Otros robos y hurtos,Contra el patrimonio
652,2023,Enero,7,Sábado,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,39,35-39,35-39,35 - 39,Otros robos y hurtos,Contra el patrimonio
653,2023,Enero,7,Sábado,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,72,60 y más,70-74,70 - 74,Otros robos y hurtos,Contra el patrimonio
654,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
655,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,9,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
656,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Mujer,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
657,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Mujer,35,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
658,2023,Enero,7,Sábado,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,6,Hombre,39,35-39,35-39,35 - 39,Robo de motocicletas,Contra el patrimonio
659,2023,Enero,7,Sábado,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,18,Hombre,35,35-39,35-39,35 - 39,Tráfico de droga,Otras causas
660,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,17,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
661,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,18,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
662,2023,Enero,7,Sábado,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
663,2023,Enero,7,Sábado,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
664,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
665,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,San José Pinula,Ignorada,Hombre,40,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
666,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Ignorada,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
667,2023,Enero,7,Sábado,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Fraijanes,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
668,2023,Enero,7,Sábado,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Fraijanes,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
669,2023,Enero,7,Sábado,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,12,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
670,2023,Enero,7,Sábado,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,11,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
671,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,21,Hombre,40,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
672,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,21,Hombre,19,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
673,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,21,Mujer,40,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
674,2023,Enero,7,Sábado,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,7,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
675,2023,Enero,7,Sábado,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
676,2023,Enero,7,Sábado,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Canales,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
677,2023,Enero,7,Sábado,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,51,50-54,50-54,50 - 54,Otras causas,Otras causas
678,2023,Enero,7,Sábado,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Mujer,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
679,2023,Enero,7,Sábado,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Mujer,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
680,2023,Enero,7,Sábado,11,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Ignorada,Hombre,26,25-29,25-29,25 - 29,Lesiones por arma blanca,Lesiones
681,2023,Enero,7,Sábado,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,29,25-29,25-29,25 - 29,Otras causas,Otras causas
682,2023,Enero,7,Sábado,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,34,30-34,30-34,30 - 34,Otras causas,Otras causas
683,2023,Enero,7,Sábado,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Canales,Ignorada,Mujer,60,60 y más,60-64,60 - 64,Otras causas,Otras causas
684,2023,Enero,7,Sábado,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Canales,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
685,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,47,45-49,45-49,45 - 49,Otras causas,Otras causas
686,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
687,2023,Enero,7,Sábado,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Nueva,Ignorada,Mujer,28,25-29,25-29,25 - 29,Orden de captura,Otras causas
688,2023,Enero,7,Sábado,16,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San Juan Sacatepéquez,Ignorada,Mujer,49,45-49,45-49,45 - 49,Orden de captura,Otras causas
689,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
690,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,41,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
691,2023,Enero,7,Sábado,1,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
692,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
693,2023,Enero,7,Sábado,17,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Moyuta,Ignorada,Hombre,66,60 y más,65-69,65 - 69,Orden de captura,Otras causas
694,2023,Enero,7,Sábado,18,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
695,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,21,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
696,2023,Enero,7,Sábado,10,06:00 a 11:59,00:00 a 11:59,Rural,Jalapa,Jalapa,Ignorada,Hombre,21,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
697,2023,Enero,7,Sábado,18,18:00 a 23:59,18:00 a 23:59,Rural,Jalapa,Jalapa,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
698,2023,Enero,7,Sábado,6,06:00 a 11:59,00:00 a 11:59,Rural,Jalapa,Jalapa,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Otras causas,Otras causas
699,2023,Enero,7,Sábado,12,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,35,35-39,35-39,35 - 39,Orden de captura,Otras causas
700,2023,Enero,7,Sábado,0,00:00 a 05:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
701,2023,Enero,7,Sábado,9,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Ignorada,Hombre,58,55-59,55-59,55 - 59,Otras causas,Otras causas
702,2023,Enero,7,Sábado,10,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Palín,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
703,2023,Enero,7,Sábado,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Nueva Concepción,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
704,2023,Enero,7,Sábado,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
705,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a peatones,Contra el patrimonio
706,2023,Enero,7,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
707,2023,Enero,7,Sábado,17,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Barberena,Ignorada,Mujer,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
708,2023,Enero,7,Sábado,9,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,Guazacapán,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
709,2023,Enero,7,Sábado,17,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Taxisco,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
