núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,sexo_per,zona_ocu,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
132,2023,Febrero,20,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,7,51,50-54,50-54,50 - 54,Hurto de armas de fuego,Contra el patrimonio
133,2023,Febrero,20,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Izabal,Puerto Barrios,Hombre,Ignorada,27,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
134,2023,Febrero,21,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,35,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
135,2023,Febrero,21,Martes,6,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,33,30-34,30-34,30 - 34,Robo de armas de fuego,Contra el patrimonio
136,2023,Febrero,21,Martes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,12,56,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
137,2023,Febrero,22,Miércoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,32,30-34,30-34,30 - 34,Robo de armas de fuego,Contra el patrimonio
138,2023,Febrero,23,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,28,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
139,2023,Febrero,23,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,20,20-24,20-24,20 - 24,Robo de armas de fuego,Contra el patrimonio
140,2023,Febrero,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,Cuilapa,Hombre,Ignorada,79,60 y más,75-79,75 - 79,Hurto de armas de fuego,Contra el patrimonio
141,2023,Febrero,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,41,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
142,2023,Febrero,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Santa Rosa,Pueblo Nuevo Viñas,Hombre,Ignorada,44,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
143,2023,Febrero,25,Sábado,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,10,29,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
144,2023,Febrero,25,Sábado,9,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Villa Canales,Hombre,Ignorada,41,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
145,2023,Febrero,25,Sábado,9,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Villa Canales,Hombre,Ignorada,41,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
146,2023,Febrero,25,Sábado,9,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Villa Canales,Hombre,Ignorada,41,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
147,2023,Febrero,27,Lunes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,47,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
148,2023,Febrero,27,Lunes,16,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Cuilapa,Hombre,Ignorada,49,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
149,2023,Febrero,27,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,La Libertad,Hombre,Ignorada,43,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
150,2023,Febrero,28,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,40,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
151,2023,Febrero,28,Martes,13,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Masagua,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
152,2023,Febrero,28,Martes,13,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Masagua,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
153,2023,Febrero,28,Martes,13,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Masagua,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
154,2023,Febrero,28,Martes,13,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Masagua,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
155,2023,Febrero,28,Martes,13,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Masagua,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
156,2023,Marzo,1,Miércoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Villa Nueva,Hombre,Ignorada,44,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
157,2023,Marzo,1,Miércoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Baja Verapaz,Cubulco,Hombre,Ignorada,30,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
158,2023,Marzo,2,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,9,35,35-39,35-39,35 - 39,Robo de armas de fuego,Contra el patrimonio
159,2023,Marzo,2,Jueves,2,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,San José Pinula,Hombre,Ignorada,48,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
160,2023,Marzo,2,Jueves,19,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Santa Catarina Pinula,Hombre,Ignorada,50,50-54,50-54,50 - 54,Hurto de armas de fuego,Contra el patrimonio
161,2023,Marzo,4,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,El Progreso,Morazán,Hombre,Ignorada,27,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
162,2023,Marzo,5,Domingo,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,San Juan Sacatepéquez,Hombre,Ignorada,49,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
163,2023,Marzo,6,Lunes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,18,55,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
164,2023,Marzo,6,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
165,2023,Marzo,6,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
166,2023,Marzo,6,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
167,2023,Marzo,6,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
168,2023,Marzo,6,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
169,2023,Marzo,6,Lunes,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
170,2023,Marzo,6,Lunes,3,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,Escuintla,Mujer,Ignorada,41,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
171,2023,Marzo,7,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,1,58,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
172,2023,Marzo,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Olopa,Hombre,Ignorada,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
173,2023,Marzo,7,Martes,19,18:00 a 23:59,18:00 a 23:59,Rural,Chiquimula,Olopa,Hombre,Ignorada,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
174,2023,Marzo,7,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Chiquimula,Hombre,Ignorada,57,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
175,2023,Marzo,8,Miércoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Amatitlán,Mujer,Ignorada,35,35-39,35-39,35 - 39,Robo de armas de fuego,Contra el patrimonio
176,2023,Marzo,9,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,32,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
177,2023,Marzo,9,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Taxisco,Hombre,Ignorada,29,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
178,2023,Marzo,9,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Taxisco,Hombre,Ignorada,29,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
179,2023,Marzo,9,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Taxisco,Hombre,Ignorada,29,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
180,2023,Marzo,9,Jueves,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Taxisco,Hombre,Ignorada,27,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
181,2023,Marzo,10,Viernes,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Fraijanes,Mujer,Ignorada,42,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
182,2023,Marzo,10,Viernes,4,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Fraijanes,Mujer,Ignorada,42,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
183,2023,Marzo,10,Viernes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,26,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
184,2023,Marzo,12,Domingo,16,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,Chiquimula,Hombre,Ignorada,37,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
185,2023,Marzo,13,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
186,2023,Marzo,13,Lunes,0,00:00 a 05:59,00:00 a 11:59,Rural,Escuintla,San Vicente Pacaya,Hombre,Ignorada,40,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
187,2023,Marzo,13,Lunes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,24,20-24,20-24,20 - 24,Hurto de armas de fuego,Contra el patrimonio
188,2023,Marzo,13,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Andrés,Hombre,Ignorada,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
189,2023,Marzo,13,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Andrés,Hombre,Ignorada,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
190,2023,Marzo,13,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Andrés,Hombre,Ignorada,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
191,2023,Marzo,13,Lunes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Chimaltenango,Chimaltenango,Hombre,Ignorada,23,20-24,20-24,20 - 24,Hurto de armas de fuego,Contra el patrimonio
192,2023,Marzo,15,Miércoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Villa Canales,Hombre,Ignorada,25,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
193,2023,Marzo,15,Miércoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,22,20-24,20-24,20 - 24,Hurto de armas de fuego,Contra el patrimonio
194,2023,Marzo,15,Miércoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,22,20-24,20-24,20 - 24,Hurto de armas de fuego,Contra el patrimonio
195,2023,Marzo,17,Viernes,4,00:00 a 05:59,00:00 a 11:59,Rural,El Progreso,San Agustín Acasaguastlán,Hombre,Ignorada,46,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
196,2023,Marzo,17,Viernes,22,18:00 a 23:59,18:00 a 23:59,Rural,Retalhuleu,Retalhuleu,Hombre,Ignorada,63,60 y más,60-64,60 - 64,Hurto de armas de fuego,Contra el patrimonio
197,2023,Marzo,18,Sábado,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,5,78,60 y más,75-79,75 - 79,Hurto de armas de fuego,Contra el patrimonio
198,2023,Marzo,18,Sábado,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,13,32,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
199,2023,Marzo,19,Domingo,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,21,26,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
200,2023,Marzo,20,Lunes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,10,36,35-39,35-39,35 - 39,Robo de armas de fuego,Contra el patrimonio
201,2023,Marzo,20,Lunes,9,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,San Lucas Sacatepéquez,Hombre,Ignorada,31,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
202,2023,Marzo,21,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,Izabal,Puerto Barrios,Hombre,Ignorada,49,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
203,2023,Marzo,21,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,55,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
204,2023,Marzo,22,Miércoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,14,27,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
205,2023,Marzo,22,Miércoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,35,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
206,2023,Marzo,22,Miércoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Oratorio,Hombre,Ignorada,26,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
207,2023,Marzo,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,4,28,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
208,2023,Marzo,23,Jueves,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Fraijanes,Hombre,Ignorada,71,60 y más,70-74,70 - 74,Robo de armas de fuego,Contra el patrimonio
209,2023,Marzo,23,Jueves,7,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,44,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
210,2023,Marzo,23,Jueves,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Hombre,Ignorada,37,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
211,2023,Marzo,23,Jueves,20,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,44,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
212,2023,Marzo,24,Viernes,10,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Hombre,Ignorada,50,50-54,50-54,50 - 54,Hurto de armas de fuego,Contra el patrimonio
213,2023,Marzo,25,Sábado,21,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Fraijanes,Hombre,Ignorada,18,15-19,15-19,15 - 19,Hurto de armas de fuego,Contra el patrimonio
214,2023,Marzo,26,Domingo,16,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,18,15-19,15-19,15 - 19,Robo de armas de fuego,Contra el patrimonio
215,2023,Marzo,26,Domingo,12,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,35,35-39,35-39,35 - 39,Robo de armas de fuego,Contra el patrimonio
216,2023,Marzo,27,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,43,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
217,2023,Marzo,27,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,San Juan Ermita,Hombre,Ignorada,22,20-24,20-24,20 - 24,Robo de armas de fuego,Contra el patrimonio
218,2023,Marzo,27,Lunes,23,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Guanagazapa,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
219,2023,Marzo,27,Lunes,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,31,30-34,30-34,30 - 34,Robo de armas de fuego,Contra el patrimonio
220,2023,Marzo,27,Lunes,16,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Pueblo Nuevo Viñas,Hombre,Ignorada,48,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
221,2023,Marzo,27,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Sacatepéquez,San Lucas Sacatepéquez,Hombre,Ignorada,30,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
222,2023,Marzo,28,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,16,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
223,2023,Marzo,28,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Villa Nueva,Hombre,Ignorada,27,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
224,2023,Marzo,28,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,San José,Hombre,Ignorada,53,50-54,50-54,50 - 54,Hurto de armas de fuego,Contra el patrimonio
225,2023,Marzo,29,Miércoles,13,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Barberena,Hombre,Ignorada,43,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
226,2023,Abril,1,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,43,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
227,2023,Abril,1,Sábado,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,San José,Hombre,Ignorada,67,60 y más,65-69,65 - 69,Robo de armas de fuego,Contra el patrimonio
228,2023,Abril,1,Sábado,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,Zaragoza,Hombre,Ignorada,32,30-34,30-34,30 - 34,Robo de armas de fuego,Contra el patrimonio
229,2023,Abril,2,Domingo,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,18,27,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
230,2023,Abril,2,Domingo,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,18,27,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
231,2023,Abril,2,Domingo,2,00:00 a 05:59,00:00 a 11:59,Rural,Izabal,Morales,Hombre,Ignorada,41,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
232,2023,Abril,3,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Usumatlán,Hombre,Ignorada,23,20-24,20-24,20 - 24,Hurto de armas de fuego,Contra el patrimonio
233,2023,Abril,3,Lunes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,7,44,40-44,40-44,40 - 44,Hurto de armas de fuego,Contra el patrimonio
234,2023,Abril,3,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,33,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
235,2023,Abril,4,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,25,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
236,2023,Abril,4,Martes,23,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,46,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
237,2023,Abril,4,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Izabal,Puerto Barrios,Hombre,Ignorada,36,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
238,2023,Abril,4,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Izabal,Puerto Barrios,Hombre,Ignorada,26,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
239,2023,Abril,5,Miércoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,38,35-39,35-39,35 - 39,Hurto de armas de fuego,Contra el patrimonio
240,2023,Abril,5,Miércoles,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,31,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
241,2023,Abril,7,Viernes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,11,48,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
242,2023,Abril,7,Viernes,9,06:00 a 11:59,00:00 a 11:59,Rural,Jalapa,San Luis Jilotepeque,Hombre,Ignorada,45,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
243,2023,Abril,8,Sábado,17,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,68,60 y más,65-69,65 - 69,Hurto de armas de fuego,Contra el patrimonio
244,2023,Abril,10,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Quesada,Hombre,Ignorada,28,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
245,2023,Abril,10,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,48,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
246,2023,Abril,11,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Comapa,Hombre,Ignorada,56,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
247,2023,Abril,12,Miércoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Palencia,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Hurto de armas de fuego,Contra el patrimonio
248,2023,Abril,12,Miércoles,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,11,44,40-44,40-44,40 - 44,Robo de armas de fuego,Contra el patrimonio
249,2023,Abril,12,Miércoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,27,25-29,25-29,25 - 29,Hurto de armas de fuego,Contra el patrimonio
250,2023,Abril,12,Miércoles,9,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,San Antonio la Paz,Hombre,Ignorada,55,55-59,55-59,55 - 59,Hurto de armas de fuego,Contra el patrimonio
251,2023,Abril,13,Jueves,18,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,45,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
252,2023,Abril,13,Jueves,7,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Masagua,Hombre,Ignorada,22,20-24,20-24,20 - 24,Robo de armas de fuego,Contra el patrimonio
253,2023,Abril,13,Jueves,12,12:00 a 17:59,12:00 a 17:59,Rural,Petén,Santa Ana,Hombre,Ignorada,31,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
254,2023,Abril,14,Viernes,9,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,45,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
255,2023,Abril,14,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,Chimaltenango,Chimaltenango,Hombre,Ignorada,33,30-34,30-34,30 - 34,Robo de armas de fuego,Contra el patrimonio
256,2023,Abril,15,Sábado,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,18,47,45-49,45-49,45 - 49,Hurto de armas de fuego,Contra el patrimonio
257,2023,Abril,15,Sábado,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,18,32,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
258,2023,Abril,15,Sábado,11,06:00 a 11:59,00:00 a 11:59,Rural,Izabal,Los Amates,Hombre,Ignorada,32,30-34,30-34,30 - 34,Hurto de armas de fuego,Contra el patrimonio
259,2023,Abril,16,Domingo,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,29,25-29,25-29,25 - 29,Robo de armas de fuego,Contra el patrimonio
260,2023,Abril,16,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,San Andrés Itzapa,Hombre,Ignorada,54,50-54,50-54,50 - 54,Hurto de armas de fuego,Contra el patrimonio
261,2023,Abril,17,Lunes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,24,45,45-49,45-49,45 - 49,Robo de armas de fuego,Contra el patrimonio
262,2023,Abril,17,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,60,60 y más,60-64,60 - 64,Hurto de armas de fuego,Contra el patrimonio
263,2023,Abril,17,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Taxisco,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Robo de armas de fuego,Contra el patrimonio
