nombre,siglas,municipio_pcode,cobertura,descripcion
Cooperativa Integral de Producción Agrícola de Patzicía R.L.,COOP-GT0409-A,GT0409,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Patzicía.
Cooperativa Integral de Ahorro y Crédito de Patzicía R.L.,COOP-GT0409-B,GT0409,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Patzicía.
Asociación de Productores y Comercializadores de Patzicía,ASO-GT0409-C,GT0409,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Patzicía.
Cooperativa Integral de Producción Agrícola de Santa Cruz Balanyá R.L.,COOP-GT0410-A,GT0410,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Cruz Balanyá.
Cooperativa Integral de Ahorro y Crédito de Santa Cruz Balanyá R.L.,COOP-GT0410-B,GT0410,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Cruz Balanyá.
Asociación de Productores y Comercializadores de Santa Cruz Balanyá,ASO-GT0410-C,GT0410,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Cruz Balanyá.
Cooperativa Integral de Producción Agrícola de Acatenango R.L.,COOP-GT0411-A,GT0411,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Acatenango.
Cooperativa Integral de Ahorro y Crédito de Acatenango R.L.,COOP-GT0411-B,GT0411,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Acatenango.
Asociación de Productores y Comercializadores de Acatenango,ASO-GT0411-C,GT0411,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Acatenango.
Cooperativa Integral de Producción Agrícola de Yepocapa R.L.,COOP-GT0412-A,GT0412,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Yepocapa.
Cooperativa Integral de Ahorro y Crédito de Yepocapa R.L.,COOP-GT0412-B,GT0412,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Yepocapa.
Asociación de Productores y Comercializadores de Yepocapa,ASO-GT0412-C,GT0412,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Yepocapa.
Cooperativa Integral de Producción Agrícola de San Andrés Itzapa R.L.,COOP-GT0413-A,GT0413,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Andrés Itzapa.
Cooperativa Integral de Ahorro y Crédito de San Andrés Itzapa R.L.,COOP-GT0413-B,GT0413,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Andrés Itzapa.
Asociación de Productores y Comercializadores de San Andrés Itzapa,ASO-GT0413-C,GT0413,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Andrés Itzapa.
Cooperativa Integral de Producción Agrícola de Parramos R.L.,COOP-GT0414-A,GT0414,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Parramos.
Cooperativa Integral de Ahorro y Crédito de Parramos R.L.,COOP-GT0414-B,GT0414,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Parramos.
Asociación de Productores y Comercializadores de Parramos,ASO-GT0414-C,GT0414,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Parramos.
Cooperativa Integral de Producción Agrícola de Zaragoza R.L.,COOP-GT0415-A,GT0415,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Zaragoza.
Cooperativa Integral de Ahorro y Crédito de Zaragoza R.L.,COOP-GT0415-B,GT0415,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Zaragoza.
Asociación de Productores y Comercializadores de Zaragoza,ASO-GT0415-C,GT0415,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Zaragoza.
Cooperativa Integral de Producción Agrícola de El Tejar R.L.,COOP-GT0416-A,GT0416,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de El Tejar.
Cooperativa Integral de Ahorro y Crédito de El Tejar R.L.,COOP-GT0416-B,GT0416,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de El Tejar.
Asociación de Productores y Comercializadores de El Tejar,ASO-GT0416-C,GT0416,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de El Tejar.
Cooperativa Integral de Producción Agrícola de Escuintla R.L.,COOP-GT0501-A,GT0501,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Escuintla.
Cooperativa Integral de Ahorro y Crédito de Escuintla R.L.,COOP-GT0501-B,GT0501,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Escuintla.
Asociación de Productores y Comercializadores de Escuintla,ASO-GT0501-C,GT0501,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Escuintla.
Cooperativa Integral de Producción Agrícola de Santa Lucía Cotzumalguapa R.L.,COOP-GT0502-A,GT0502,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Lucía Cotzumalguapa.
Cooperativa Integral de Ahorro y Crédito de Santa Lucía Cotzumalguapa R.L.,COOP-GT0502-B,GT0502,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Lucía Cotzumalguapa.
Asociación de Productores y Comercializadores de Santa Lucía Cotzumalguapa,ASO-GT0502-C,GT0502,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Lucía Cotzumalguapa.
Cooperativa Integral de Producción Agrícola de La Democracia R.L.,COOP-GT0503-A,GT0503,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de La Democracia.
Cooperativa Integral de Ahorro y Crédito de La Democracia R.L.,COOP-GT0503-B,GT0503,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de La Democracia.
Asociación de Productores y Comercializadores de La Democracia,ASO-GT0503-C,GT0503,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de La Democracia.
Cooperativa Integral de Producción Agrícola de Siquinalá R.L.,COOP-GT0504-A,GT0504,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Siquinalá.
Cooperativa Integral de Ahorro y Crédito de Siquinalá R.L.,COOP-GT0504-B,GT0504,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Siquinalá.
Asociación de Productores y Comercializadores de Siquinalá,ASO-GT0504-C,GT0504,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Siquinalá.
Cooperativa Integral de Producción Agrícola de Masagua R.L.,COOP-GT0505-A,GT0505,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Masagua.
Cooperativa Integral de Ahorro y Crédito de Masagua R.L.,COOP-GT0505-B,GT0505,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Masagua.
Asociación de Productores y Comercializadores de Masagua,ASO-GT0505-C,GT0505,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Masagua.
Cooperativa Integral de Producción Agrícola de Tiquisate R.L.,COOP-GT0506-A,GT0506,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Tiquisate.
Cooperativa Integral de Ahorro y Crédito de Tiquisate R.L.,COOP-GT0506-B,GT0506,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Tiquisate.
Asociación de Productores y Comercializadores de Tiquisate,ASO-GT0506-C,GT0506,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Tiquisate.
Cooperativa Integral de Producción Agrícola de La Gomera R.L.,COOP-GT0507-A,GT0507,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de La Gomera.
Cooperativa Integral de Ahorro y Crédito de La Gomera R.L.,COOP-GT0507-B,GT0507,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de La Gomera.
Asociación de Productores y Comercializadores de La Gomera,ASO-GT0507-C,GT0507,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de La Gomera.
Cooperativa Integral de Producción Agrícola de Guanagazapa R.L.,COOP-GT0508-A,GT0508,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Guanagazapa.
Cooperativa Integral de Ahorro y Crédito de Guanagazapa R.L.,COOP-GT0508-B,GT0508,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Guanagazapa.
Asociación de Productores y Comercializadores de Guanagazapa,ASO-GT0508-C,GT0508,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Guanagazapa.
Cooperativa Integral de Producción Agrícola de San José R.L.,COOP-GT0509-A,GT0509,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San José.
Cooperativa Integral de Ahorro y Crédito de San José R.L.,COOP-GT0509-B,GT0509,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San José.
Asociación de Productores y Comercializadores de San José,ASO-GT0509-C,GT0509,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San José.
Cooperativa Integral de Producción Agrícola de Iztapa R.L.,COOP-GT0510-A,GT0510,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Iztapa.
Cooperativa Integral de Ahorro y Crédito de Iztapa R.L.,COOP-GT0510-B,GT0510,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Iztapa.
Asociación de Productores y Comercializadores de Iztapa,ASO-GT0510-C,GT0510,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Iztapa.
Cooperativa Integral de Producción Agrícola de Palín R.L.,COOP-GT0511-A,GT0511,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Palín.
Cooperativa Integral de Ahorro y Crédito de Palín R.L.,COOP-GT0511-B,GT0511,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Palín.
Asociación de Productores y Comercializadores de Palín,ASO-GT0511-C,GT0511,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Palín.
Cooperativa Integral de Producción Agrícola de San Vicente Pacaya R.L.,COOP-GT0512-A,GT0512,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Vicente Pacaya.
Cooperativa Integral de Ahorro y Crédito de San Vicente Pacaya R.L.,COOP-GT0512-B,GT0512,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Vicente Pacaya.
Asociación de Productores y Comercializadores de San Vicente Pacaya,ASO-GT0512-C,GT0512,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Vicente Pacaya.
Cooperativa Integral de Producción Agrícola de Nueva Concepción R.L.,COOP-GT0513-A,GT0513,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Nueva Concepción.
Cooperativa Integral de Ahorro y Crédito de Nueva Concepción R.L.,COOP-GT0513-B,GT0513,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Nueva Concepción.
Asociación de Productores y Comercializadores de Nueva Concepción,ASO-GT0513-C,GT0513,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Nueva Concepción.
Cooperativa Integral de Producción Agrícola de Sipacate R.L.,COOP-GT0514-A,GT0514,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Sipacate.
Cooperativa Integral de Ahorro y Crédito de Sipacate R.L.,COOP-GT0514-B,GT0514,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Sipacate.
Asociación de Productores y Comercializadores de Sipacate,ASO-GT0514-C,GT0514,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Sipacate.
Cooperativa Integral de Producción Agrícola de Cuilapa R.L.,COOP-GT0601-A,GT0601,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Cuilapa.
Cooperativa Integral de Ahorro y Crédito de Cuilapa R.L.,COOP-GT0601-B,GT0601,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Cuilapa.
Asociación de Productores y Comercializadores de Cuilapa,ASO-GT0601-C,GT0601,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Cuilapa.
Cooperativa Integral de Producción Agrícola de Barberena R.L.,COOP-GT0602-A,GT0602,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Barberena.
Cooperativa Integral de Ahorro y Crédito de Barberena R.L.,COOP-GT0602-B,GT0602,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Barberena.
Asociación de Productores y Comercializadores de Barberena,ASO-GT0602-C,GT0602,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Barberena.
Cooperativa Integral de Producción Agrícola de Santa Rosa de Lima R.L.,COOP-GT0603-A,GT0603,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Rosa de Lima.
Cooperativa Integral de Ahorro y Crédito de Santa Rosa de Lima R.L.,COOP-GT0603-B,GT0603,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Rosa de Lima.
Asociación de Productores y Comercializadores de Santa Rosa de Lima,ASO-GT0603-C,GT0603,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Rosa de Lima.
