nombre,origen,descripcion
Semilla de Maíz de San Carlos Alzatate,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San Carlos Alzatate.
Semilla de Frijol de San Carlos Alzatate,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San Carlos Alzatate.
Abono Orgánico de San Carlos Alzatate,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San Carlos Alzatate.
Semilla de Maíz de Monjas,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Monjas.
Semilla de Frijol de Monjas,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Monjas.
Abono Orgánico de Monjas,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Monjas.
Semilla de Maíz de Mataquescuintla,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Mataquescuintla.
Semilla de Frijol de Mataquescuintla,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Mataquescuintla.
Abono Orgánico de Mataquescuintla,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Mataquescuintla.
Semilla de Maíz de Jutiapa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Jutiapa.
Semilla de Frijol de Jutiapa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Jutiapa.
Abono Orgánico de Jutiapa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Jutiapa.
Semilla de Maíz de El Progreso,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de El Progreso.
Semilla de Frijol de El Progreso,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en El Progreso.
Abono Orgánico de El Progreso,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en El Progreso.
Semilla de Maíz de Santa Catarina Mita,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Santa Catarina Mita.
Semilla de Frijol de Santa Catarina Mita,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Santa Catarina Mita.
Abono Orgánico de Santa Catarina Mita,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Santa Catarina Mita.
Semilla de Maíz de Agua Blanca,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Agua Blanca.
Semilla de Frijol de Agua Blanca,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Agua Blanca.
Abono Orgánico de Agua Blanca,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Agua Blanca.
Semilla de Maíz de Asunción Mita,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Asunción Mita.
Semilla de Frijol de Asunción Mita,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Asunción Mita.
Abono Orgánico de Asunción Mita,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Asunción Mita.
Semilla de Maíz de Yupiltepeque,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Yupiltepeque.
Semilla de Frijol de Yupiltepeque,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Yupiltepeque.
Abono Orgánico de Yupiltepeque,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Yupiltepeque.
Semilla de Maíz de Atescatempa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Atescatempa.
Semilla de Frijol de Atescatempa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Atescatempa.
Abono Orgánico de Atescatempa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Atescatempa.
Semilla de Maíz de Jerez,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Jerez.
Semilla de Frijol de Jerez,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Jerez.
Abono Orgánico de Jerez,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Jerez.
Semilla de Maíz de El Adelanto,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de El Adelanto.
Semilla de Frijol de El Adelanto,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en El Adelanto.
Abono Orgánico de El Adelanto,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en El Adelanto.
Semilla de Maíz de Zapotitlán,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Zapotitlán.
Semilla de Frijol de Zapotitlán,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Zapotitlán.
Abono Orgánico de Zapotitlán,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Zapotitlán.
Semilla de Maíz de Comapa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Comapa.
Semilla de Frijol de Comapa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Comapa.
Abono Orgánico de Comapa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Comapa.
Semilla de Maíz de Jalpatagua,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Jalpatagua.
Semilla de Frijol de Jalpatagua,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Jalpatagua.
Abono Orgánico de Jalpatagua,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Jalpatagua.
Semilla de Maíz de Conguaco,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Conguaco.
Semilla de Frijol de Conguaco,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Conguaco.
Abono Orgánico de Conguaco,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Conguaco.
Semilla de Maíz de Moyuta,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Moyuta.
Semilla de Frijol de Moyuta,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Moyuta.
Abono Orgánico de Moyuta,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Moyuta.
Semilla de Maíz de Pasaco,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Pasaco.
Semilla de Frijol de Pasaco,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Pasaco.
Abono Orgánico de Pasaco,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Pasaco.
Semilla de Maíz de San José Acatempa,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de San José Acatempa.
Semilla de Frijol de San José Acatempa,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en San José Acatempa.
Abono Orgánico de San José Acatempa,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en San José Acatempa.
Semilla de Maíz de Quesada,Nacional,Variedad de semilla de maíz adaptada localmente al suelo y clima de Quesada.
Semilla de Frijol de Quesada,Nacional,Semilla criolla de frijol negro seleccionada para el cultivo en Quesada.
Abono Orgánico de Quesada,Mixto,Compost y fertilizante orgánico preparado localmente por agricultores en Quesada.
