municipio_pcode,actividad_nombre,cooperativa_nombre,es_principal,volumen_estimado,cantidad_productores_est,empleo_generado_est,ciclo_cosecha_meses,destino_principal
GT0416,Cultivo de Maíz en El Tejar,Cooperativa Integral de Producción Agrícola de El Tejar R.L.,false,Medio,723,374,Mayo-Noviembre,Autoconsumo
GT0416,Cultivo de Frijol en El Tejar,,false,Bajo,756,260,Mayo-Septiembre,Autoconsumo
GT0416,Cultivo de Hortalizas en El Tejar,Asociación de Productores y Comercializadores de El Tejar,true,Medio,919,3505,Diario,Mercado Nacional
GT0501,Cultivo de Maíz en Escuintla,Cooperativa Integral de Producción Agrícola de Escuintla R.L.,false,Medio,1483,154,Mayo-Noviembre,Autoconsumo
GT0501,Cultivo de Frijol en Escuintla,,false,Bajo,767,156,Mayo-Septiembre,Autoconsumo
GT0501,Cultivo de Caña de Azúcar en Escuintla,Asociación de Productores y Comercializadores de Escuintla,true,Alto,512,4845,Noviembre-Marzo,Autoconsumo
GT0501,Cultivo de Banano en Escuintla,Asociación de Productores y Comercializadores de Escuintla,true,Alto,575,2083,Diario,Autoconsumo
GT0501,Producción Ganadera en Escuintla,Asociación de Productores y Comercializadores de Escuintla,true,Alto,536,4644,Diario,Autoconsumo
GT0502,Cultivo de Maíz en Santa Lucía Cotzumalguapa,Cooperativa Integral de Producción Agrícola de Santa Lucía Cotzumalguapa R.L.,false,Medio,619,530,Mayo-Noviembre,Autoconsumo
GT0502,Cultivo de Frijol en Santa Lucía Cotzumalguapa,,false,Bajo,766,119,Mayo-Septiembre,Autoconsumo
GT0502,Cultivo de Caña de Azúcar en Santa Lucía Cotzumalguapa,Asociación de Productores y Comercializadores de Santa Lucía Cotzumalguapa,true,Medio,857,2154,Noviembre-Marzo,Mixto
GT0502,Cultivo de Banano en Santa Lucía Cotzumalguapa,Asociación de Productores y Comercializadores de Santa Lucía Cotzumalguapa,true,Medio,731,3939,Diario,Mixto
GT0502,Producción Ganadera en Santa Lucía Cotzumalguapa,Asociación de Productores y Comercializadores de Santa Lucía Cotzumalguapa,true,Medio,1002,1833,Diario,Mixto
GT0503,Cultivo de Maíz en La Democracia,Cooperativa Integral de Producción Agrícola de La Democracia R.L.,false,Medio,940,408,Mayo-Noviembre,Autoconsumo
GT0503,Cultivo de Frijol en La Democracia,,false,Bajo,700,144,Mayo-Septiembre,Autoconsumo
GT0503,Cultivo de Caña de Azúcar en La Democracia,Asociación de Productores y Comercializadores de La Democracia,true,Alto,404,1378,Noviembre-Marzo,Exportación
GT0503,Cultivo de Banano en La Democracia,Asociación de Productores y Comercializadores de La Democracia,true,Alto,1167,4397,Diario,Exportación
GT0503,Producción Ganadera en La Democracia,Asociación de Productores y Comercializadores de La Democracia,true,Alto,866,1180,Diario,Exportación
GT0504,Cultivo de Maíz en Siquinalá,Cooperativa Integral de Producción Agrícola de Siquinalá R.L.,false,Medio,407,320,Mayo-Noviembre,Autoconsumo
GT0504,Cultivo de Frijol en Siquinalá,,false,Bajo,333,243,Mayo-Septiembre,Autoconsumo
GT0504,Cultivo de Caña de Azúcar en Siquinalá,Asociación de Productores y Comercializadores de Siquinalá,true,Medio,836,1661,Noviembre-Marzo,Mercado Nacional
GT0504,Cultivo de Banano en Siquinalá,Asociación de Productores y Comercializadores de Siquinalá,true,Medio,1204,3259,Diario,Mercado Nacional
GT0504,Producción Ganadera en Siquinalá,Asociación de Productores y Comercializadores de Siquinalá,true,Medio,1175,3297,Diario,Mercado Nacional
GT0505,Cultivo de Maíz en Masagua,Cooperativa Integral de Producción Agrícola de Masagua R.L.,false,Medio,419,207,Mayo-Noviembre,Autoconsumo
GT0505,Cultivo de Frijol en Masagua,,false,Bajo,277,256,Mayo-Septiembre,Autoconsumo
GT0505,Cultivo de Caña de Azúcar en Masagua,Asociación de Productores y Comercializadores de Masagua,true,Alto,605,3234,Noviembre-Marzo,Autoconsumo
GT0505,Cultivo de Banano en Masagua,Asociación de Productores y Comercializadores de Masagua,true,Alto,373,4418,Diario,Autoconsumo
GT0505,Producción Ganadera en Masagua,Asociación de Productores y Comercializadores de Masagua,true,Alto,1056,3385,Diario,Autoconsumo
GT0506,Cultivo de Maíz en Tiquisate,Cooperativa Integral de Producción Agrícola de Tiquisate R.L.,false,Medio,703,370,Mayo-Noviembre,Autoconsumo
GT0506,Cultivo de Frijol en Tiquisate,,false,Bajo,330,90,Mayo-Septiembre,Autoconsumo
GT0506,Cultivo de Caña de Azúcar en Tiquisate,Asociación de Productores y Comercializadores de Tiquisate,true,Medio,931,2493,Noviembre-Marzo,Mixto
GT0506,Cultivo de Banano en Tiquisate,Asociación de Productores y Comercializadores de Tiquisate,true,Medio,381,4681,Diario,Mixto
GT0506,Producción Ganadera en Tiquisate,Asociación de Productores y Comercializadores de Tiquisate,true,Medio,1032,1860,Diario,Mixto
GT0507,Cultivo de Maíz en La Gomera,Cooperativa Integral de Producción Agrícola de La Gomera R.L.,false,Medio,911,491,Mayo-Noviembre,Autoconsumo
GT0507,Cultivo de Frijol en La Gomera,,false,Bajo,305,170,Mayo-Septiembre,Autoconsumo
GT0507,Cultivo de Caña de Azúcar en La Gomera,Asociación de Productores y Comercializadores de La Gomera,true,Alto,1446,4621,Noviembre-Marzo,Exportación
GT0507,Cultivo de Banano en La Gomera,Asociación de Productores y Comercializadores de La Gomera,true,Alto,1132,4988,Diario,Exportación
GT0507,Producción Ganadera en La Gomera,Asociación de Productores y Comercializadores de La Gomera,true,Alto,616,4791,Diario,Exportación
GT0508,Cultivo de Maíz en Guanagazapa,Cooperativa Integral de Producción Agrícola de Guanagazapa R.L.,false,Medio,884,592,Mayo-Noviembre,Autoconsumo
GT0508,Cultivo de Frijol en Guanagazapa,,false,Bajo,366,284,Mayo-Septiembre,Autoconsumo
GT0508,Cultivo de Caña de Azúcar en Guanagazapa,Asociación de Productores y Comercializadores de Guanagazapa,true,Medio,662,4610,Noviembre-Marzo,Mercado Nacional
GT0508,Cultivo de Banano en Guanagazapa,Asociación de Productores y Comercializadores de Guanagazapa,true,Medio,1144,1101,Diario,Mercado Nacional
GT0508,Producción Ganadera en Guanagazapa,Asociación de Productores y Comercializadores de Guanagazapa,true,Medio,667,4016,Diario,Mercado Nacional
GT0509,Cultivo de Maíz en San José,Cooperativa Integral de Producción Agrícola de San José R.L.,false,Medio,1080,550,Mayo-Noviembre,Autoconsumo
GT0509,Cultivo de Frijol en San José,,false,Bajo,621,285,Mayo-Septiembre,Autoconsumo
GT0509,Cultivo de Caña de Azúcar en San José,Asociación de Productores y Comercializadores de San José,true,Alto,808,2092,Noviembre-Marzo,Autoconsumo
GT0509,Cultivo de Banano en San José,Asociación de Productores y Comercializadores de San José,true,Alto,626,4225,Diario,Autoconsumo
GT0509,Producción Ganadera en San José,Asociación de Productores y Comercializadores de San José,true,Alto,521,2566,Diario,Autoconsumo
GT0510,Cultivo de Maíz en Iztapa,Cooperativa Integral de Producción Agrícola de Iztapa R.L.,false,Medio,479,589,Mayo-Noviembre,Autoconsumo
GT0510,Cultivo de Frijol en Iztapa,,false,Bajo,681,136,Mayo-Septiembre,Autoconsumo
GT0510,Cultivo de Caña de Azúcar en Iztapa,Asociación de Productores y Comercializadores de Iztapa,true,Medio,708,4344,Noviembre-Marzo,Mixto
GT0510,Cultivo de Banano en Iztapa,Asociación de Productores y Comercializadores de Iztapa,true,Medio,1242,2432,Diario,Mixto
GT0510,Producción Ganadera en Iztapa,Asociación de Productores y Comercializadores de Iztapa,true,Medio,925,4360,Diario,Mixto
GT0511,Cultivo de Maíz en Palín,Cooperativa Integral de Producción Agrícola de Palín R.L.,false,Medio,866,264,Mayo-Noviembre,Autoconsumo
GT0511,Cultivo de Frijol en Palín,,false,Bajo,224,248,Mayo-Septiembre,Autoconsumo
GT0511,Cultivo de Caña de Azúcar en Palín,Asociación de Productores y Comercializadores de Palín,true,Alto,695,2632,Noviembre-Marzo,Exportación
GT0511,Cultivo de Banano en Palín,Asociación de Productores y Comercializadores de Palín,true,Alto,972,2141,Diario,Exportación
GT0511,Producción Ganadera en Palín,Asociación de Productores y Comercializadores de Palín,true,Alto,442,4960,Diario,Exportación
GT0512,Cultivo de Maíz en San Vicente Pacaya,Cooperativa Integral de Producción Agrícola de San Vicente Pacaya R.L.,false,Medio,971,329,Mayo-Noviembre,Autoconsumo
GT0512,Cultivo de Frijol en San Vicente Pacaya,,false,Bajo,721,182,Mayo-Septiembre,Autoconsumo
GT0512,Cultivo de Caña de Azúcar en San Vicente Pacaya,Asociación de Productores y Comercializadores de San Vicente Pacaya,true,Medio,1398,2356,Noviembre-Marzo,Mercado Nacional
GT0512,Cultivo de Banano en San Vicente Pacaya,Asociación de Productores y Comercializadores de San Vicente Pacaya,true,Medio,356,1472,Diario,Mercado Nacional
GT0512,Producción Ganadera en San Vicente Pacaya,Asociación de Productores y Comercializadores de San Vicente Pacaya,true,Medio,834,1731,Diario,Mercado Nacional
GT0513,Cultivo de Maíz en Nueva Concepción,Cooperativa Integral de Producción Agrícola de Nueva Concepción R.L.,false,Medio,943,169,Mayo-Noviembre,Autoconsumo
GT0513,Cultivo de Frijol en Nueva Concepción,,false,Bajo,311,232,Mayo-Septiembre,Autoconsumo
GT0513,Cultivo de Caña de Azúcar en Nueva Concepción,Asociación de Productores y Comercializadores de Nueva Concepción,true,Alto,1189,2415,Noviembre-Marzo,Autoconsumo
GT0513,Cultivo de Banano en Nueva Concepción,Asociación de Productores y Comercializadores de Nueva Concepción,true,Alto,942,2787,Diario,Autoconsumo
GT0513,Producción Ganadera en Nueva Concepción,Asociación de Productores y Comercializadores de Nueva Concepción,true,Alto,1347,1473,Diario,Autoconsumo
GT0514,Cultivo de Maíz en Sipacate,Cooperativa Integral de Producción Agrícola de Sipacate R.L.,false,Medio,1188,445,Mayo-Noviembre,Autoconsumo
GT0514,Cultivo de Frijol en Sipacate,,false,Bajo,394,145,Mayo-Septiembre,Autoconsumo
GT0514,Cultivo de Caña de Azúcar en Sipacate,Asociación de Productores y Comercializadores de Sipacate,true,Medio,390,3903,Noviembre-Marzo,Mixto
GT0514,Cultivo de Banano en Sipacate,Asociación de Productores y Comercializadores de Sipacate,true,Medio,1193,1006,Diario,Mixto
GT0514,Producción Ganadera en Sipacate,Asociación de Productores y Comercializadores de Sipacate,true,Medio,1364,4791,Diario,Mixto
GT0601,Cultivo de Maíz en Cuilapa,Cooperativa Integral de Producción Agrícola de Cuilapa R.L.,false,Medio,803,336,Mayo-Noviembre,Autoconsumo
GT0601,Cultivo de Frijol en Cuilapa,,false,Bajo,641,97,Mayo-Septiembre,Autoconsumo
GT0601,Cultivo de Caña de Azúcar en Cuilapa,Asociación de Productores y Comercializadores de Cuilapa,true,Alto,976,3552,Noviembre-Marzo,Exportación
GT0601,Cultivo de Banano en Cuilapa,Asociación de Productores y Comercializadores de Cuilapa,true,Alto,942,3717,Diario,Exportación
GT0601,Producción Ganadera en Cuilapa,Asociación de Productores y Comercializadores de Cuilapa,true,Alto,555,3948,Diario,Exportación
GT0602,Cultivo de Maíz en Barberena,Cooperativa Integral de Producción Agrícola de Barberena R.L.,false,Medio,1015,409,Mayo-Noviembre,Autoconsumo
GT0602,Cultivo de Frijol en Barberena,,false,Bajo,516,250,Mayo-Septiembre,Autoconsumo
GT0602,Cultivo de Caña de Azúcar en Barberena,Asociación de Productores y Comercializadores de Barberena,true,Medio,1136,2336,Noviembre-Marzo,Mercado Nacional
GT0602,Cultivo de Banano en Barberena,Asociación de Productores y Comercializadores de Barberena,true,Medio,1124,3855,Diario,Mercado Nacional
GT0602,Producción Ganadera en Barberena,Asociación de Productores y Comercializadores de Barberena,true,Medio,905,3270,Diario,Mercado Nacional
GT0603,Cultivo de Maíz en Santa Rosa de Lima,Cooperativa Integral de Producción Agrícola de Santa Rosa de Lima R.L.,false,Medio,660,248,Mayo-Noviembre,Autoconsumo
GT0603,Cultivo de Frijol en Santa Rosa de Lima,,false,Bajo,630,250,Mayo-Septiembre,Autoconsumo
GT0603,Cultivo de Caña de Azúcar en Santa Rosa de Lima,Asociación de Productores y Comercializadores de Santa Rosa de Lima,true,Alto,1076,3774,Noviembre-Marzo,Autoconsumo
GT0603,Cultivo de Banano en Santa Rosa de Lima,Asociación de Productores y Comercializadores de Santa Rosa de Lima,true,Alto,656,3521,Diario,Autoconsumo
GT0603,Producción Ganadera en Santa Rosa de Lima,Asociación de Productores y Comercializadores de Santa Rosa de Lima,true,Alto,1465,2232,Diario,Autoconsumo
GT0604,Cultivo de Maíz en Casillas,Cooperativa Integral de Producción Agrícola de Casillas R.L.,false,Medio,1231,430,Mayo-Noviembre,Autoconsumo
GT0604,Cultivo de Frijol en Casillas,,false,Bajo,200,157,Mayo-Septiembre,Autoconsumo
GT0604,Cultivo de Caña de Azúcar en Casillas,Asociación de Productores y Comercializadores de Casillas,true,Medio,887,1860,Noviembre-Marzo,Mixto
GT0604,Cultivo de Banano en Casillas,Asociación de Productores y Comercializadores de Casillas,true,Medio,1180,4218,Diario,Mixto
GT0604,Producción Ganadera en Casillas,Asociación de Productores y Comercializadores de Casillas,true,Medio,1487,3484,Diario,Mixto
GT0605,Cultivo de Maíz en San Rafael Las Flores,Cooperativa Integral de Producción Agrícola de San Rafael Las Flores R.L.,false,Medio,1059,388,Mayo-Noviembre,Autoconsumo
GT0605,Cultivo de Frijol en San Rafael Las Flores,,false,Bajo,652,193,Mayo-Septiembre,Autoconsumo
GT0605,Cultivo de Caña de Azúcar en San Rafael Las Flores,Asociación de Productores y Comercializadores de San Rafael Las Flores,true,Alto,737,3093,Noviembre-Marzo,Exportación
GT0605,Cultivo de Banano en San Rafael Las Flores,Asociación de Productores y Comercializadores de San Rafael Las Flores,true,Alto,1269,4251,Diario,Exportación
GT0605,Producción Ganadera en San Rafael Las Flores,Asociación de Productores y Comercializadores de San Rafael Las Flores,true,Alto,647,3698,Diario,Exportación
GT0606,Cultivo de Maíz en Oratorio,Cooperativa Integral de Producción Agrícola de Oratorio R.L.,false,Medio,573,295,Mayo-Noviembre,Autoconsumo
GT0606,Cultivo de Frijol en Oratorio,,false,Bajo,727,249,Mayo-Septiembre,Autoconsumo
GT0606,Cultivo de Caña de Azúcar en Oratorio,Asociación de Productores y Comercializadores de Oratorio,true,Medio,986,1382,Noviembre-Marzo,Mercado Nacional
GT0606,Cultivo de Banano en Oratorio,Asociación de Productores y Comercializadores de Oratorio,true,Medio,781,3755,Diario,Mercado Nacional
GT0606,Producción Ganadera en Oratorio,Asociación de Productores y Comercializadores de Oratorio,true,Medio,935,1920,Diario,Mercado Nacional
GT0607,Cultivo de Maíz en San Juan Tecuaco,Cooperativa Integral de Producción Agrícola de San Juan Tecuaco R.L.,false,Medio,807,225,Mayo-Noviembre,Autoconsumo
GT0607,Cultivo de Frijol en San Juan Tecuaco,,false,Bajo,225,91,Mayo-Septiembre,Autoconsumo
GT0607,Cultivo de Caña de Azúcar en San Juan Tecuaco,Asociación de Productores y Comercializadores de San Juan Tecuaco,true,Alto,801,2946,Noviembre-Marzo,Autoconsumo
GT0607,Cultivo de Banano en San Juan Tecuaco,Asociación de Productores y Comercializadores de San Juan Tecuaco,true,Alto,449,2865,Diario,Autoconsumo
GT0607,Producción Ganadera en San Juan Tecuaco,Asociación de Productores y Comercializadores de San Juan Tecuaco,true,Alto,1148,4629,Diario,Autoconsumo
GT0608,Cultivo de Maíz en Chiquimulilla,Cooperativa Integral de Producción Agrícola de Chiquimulilla R.L.,false,Medio,798,517,Mayo-Noviembre,Autoconsumo
GT0608,Cultivo de Frijol en Chiquimulilla,,false,Bajo,593,206,Mayo-Septiembre,Autoconsumo
GT0608,Cultivo de Caña de Azúcar en Chiquimulilla,Asociación de Productores y Comercializadores de Chiquimulilla,true,Medio,1118,1999,Noviembre-Marzo,Mixto
GT0608,Cultivo de Banano en Chiquimulilla,Asociación de Productores y Comercializadores de Chiquimulilla,true,Medio,602,3687,Diario,Mixto
GT0608,Producción Ganadera en Chiquimulilla,Asociación de Productores y Comercializadores de Chiquimulilla,true,Medio,311,4656,Diario,Mixto
GT0609,Cultivo de Maíz en Taxisco,Cooperativa Integral de Producción Agrícola de Taxisco R.L.,false,Medio,618,548,Mayo-Noviembre,Autoconsumo
GT0609,Cultivo de Frijol en Taxisco,,false,Bajo,635,136,Mayo-Septiembre,Autoconsumo
GT0609,Cultivo de Caña de Azúcar en Taxisco,Asociación de Productores y Comercializadores de Taxisco,true,Alto,660,4293,Noviembre-Marzo,Exportación
GT0609,Cultivo de Banano en Taxisco,Asociación de Productores y Comercializadores de Taxisco,true,Alto,1360,2902,Diario,Exportación
GT0609,Producción Ganadera en Taxisco,Asociación de Productores y Comercializadores de Taxisco,true,Alto,402,3283,Diario,Exportación
GT0610,Cultivo de Maíz en Santa María Ixhuatán,Cooperativa Integral de Producción Agrícola de Santa María Ixhuatán R.L.,false,Medio,910,584,Mayo-Noviembre,Autoconsumo
GT0610,Cultivo de Frijol en Santa María Ixhuatán,,false,Bajo,324,196,Mayo-Septiembre,Autoconsumo
GT0610,Cultivo de Caña de Azúcar en Santa María Ixhuatán,Asociación de Productores y Comercializadores de Santa María Ixhuatán,true,Medio,573,4282,Noviembre-Marzo,Mercado Nacional
GT0610,Cultivo de Banano en Santa María Ixhuatán,Asociación de Productores y Comercializadores de Santa María Ixhuatán,true,Medio,1251,3734,Diario,Mercado Nacional
GT0610,Producción Ganadera en Santa María Ixhuatán,Asociación de Productores y Comercializadores de Santa María Ixhuatán,true,Medio,1387,3289,Diario,Mercado Nacional
GT0611,Cultivo de Maíz en Guazacapán,Cooperativa Integral de Producción Agrícola de Guazacapán R.L.,false,Medio,1049,536,Mayo-Noviembre,Autoconsumo
GT0611,Cultivo de Frijol en Guazacapán,,false,Bajo,653,236,Mayo-Septiembre,Autoconsumo
GT0611,Cultivo de Caña de Azúcar en Guazacapán,Asociación de Productores y Comercializadores de Guazacapán,true,Alto,1333,2747,Noviembre-Marzo,Autoconsumo
GT0611,Cultivo de Banano en Guazacapán,Asociación de Productores y Comercializadores de Guazacapán,true,Alto,1422,2826,Diario,Autoconsumo
GT0611,Producción Ganadera en Guazacapán,Asociación de Productores y Comercializadores de Guazacapán,true,Alto,625,4046,Diario,Autoconsumo
GT0612,Cultivo de Maíz en Santa Cruz Naranjo,Cooperativa Integral de Producción Agrícola de Santa Cruz Naranjo R.L.,false,Medio,1372,380,Mayo-Noviembre,Autoconsumo
GT0612,Cultivo de Frijol en Santa Cruz Naranjo,,false,Bajo,465,272,Mayo-Septiembre,Autoconsumo
GT0612,Cultivo de Caña de Azúcar en Santa Cruz Naranjo,Asociación de Productores y Comercializadores de Santa Cruz Naranjo,true,Medio,806,4440,Noviembre-Marzo,Mixto
GT0612,Cultivo de Banano en Santa Cruz Naranjo,Asociación de Productores y Comercializadores de Santa Cruz Naranjo,true,Medio,867,4136,Diario,Mixto
GT0612,Producción Ganadera en Santa Cruz Naranjo,Asociación de Productores y Comercializadores de Santa Cruz Naranjo,true,Medio,1367,2984,Diario,Mixto
GT0613,Cultivo de Maíz en Pueblo Nuevo Viñas,Cooperativa Integral de Producción Agrícola de Pueblo Nuevo Viñas R.L.,false,Medio,889,290,Mayo-Noviembre,Autoconsumo
