nombre,categoria,descripcion
Cultivo de Banano en Escuintla,Agrícola,"Producción de banano y plátano para exportación en Escuintla, Escuintla."
Producción Ganadera en Escuintla,Pecuaria,"Crianza de ganado vacuno de doble propósito en Escuintla, Escuintla."
Cultivo de Maíz en Santa Lucía Cotzumalguapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Lucía Cotzumalguapa, departamento de Escuintla."
Cultivo de Frijol en Santa Lucía Cotzumalguapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Lucía Cotzumalguapa, departamento de Escuintla."
Cultivo de Caña de Azúcar en Santa Lucía Cotzumalguapa,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Santa Lucía Cotzumalguapa, Escuintla."
Cultivo de Banano en Santa Lucía Cotzumalguapa,Agrícola,"Producción de banano y plátano para exportación en Santa Lucía Cotzumalguapa, Escuintla."
Producción Ganadera en Santa Lucía Cotzumalguapa,Pecuaria,"Crianza de ganado vacuno de doble propósito en Santa Lucía Cotzumalguapa, Escuintla."
Cultivo de Maíz en La Democracia,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de La Democracia, departamento de Escuintla."
Cultivo de Frijol en La Democracia,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de La Democracia, departamento de Escuintla."
Cultivo de Caña de Azúcar en La Democracia,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de La Democracia, Escuintla."
Cultivo de Banano en La Democracia,Agrícola,"Producción de banano y plátano para exportación en La Democracia, Escuintla."
Producción Ganadera en La Democracia,Pecuaria,"Crianza de ganado vacuno de doble propósito en La Democracia, Escuintla."
Cultivo de Maíz en Siquinalá,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Siquinalá, departamento de Escuintla."
Cultivo de Frijol en Siquinalá,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Siquinalá, departamento de Escuintla."
Cultivo de Caña de Azúcar en Siquinalá,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Siquinalá, Escuintla."
Cultivo de Banano en Siquinalá,Agrícola,"Producción de banano y plátano para exportación en Siquinalá, Escuintla."
Producción Ganadera en Siquinalá,Pecuaria,"Crianza de ganado vacuno de doble propósito en Siquinalá, Escuintla."
Cultivo de Maíz en Masagua,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Masagua, departamento de Escuintla."
Cultivo de Frijol en Masagua,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Masagua, departamento de Escuintla."
Cultivo de Caña de Azúcar en Masagua,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Masagua, Escuintla."
Cultivo de Banano en Masagua,Agrícola,"Producción de banano y plátano para exportación en Masagua, Escuintla."
Producción Ganadera en Masagua,Pecuaria,"Crianza de ganado vacuno de doble propósito en Masagua, Escuintla."
Cultivo de Maíz en Tiquisate,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Tiquisate, departamento de Escuintla."
Cultivo de Frijol en Tiquisate,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Tiquisate, departamento de Escuintla."
Cultivo de Caña de Azúcar en Tiquisate,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Tiquisate, Escuintla."
Cultivo de Banano en Tiquisate,Agrícola,"Producción de banano y plátano para exportación en Tiquisate, Escuintla."
Producción Ganadera en Tiquisate,Pecuaria,"Crianza de ganado vacuno de doble propósito en Tiquisate, Escuintla."
Cultivo de Maíz en La Gomera,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de La Gomera, departamento de Escuintla."
Cultivo de Frijol en La Gomera,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de La Gomera, departamento de Escuintla."
Cultivo de Caña de Azúcar en La Gomera,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de La Gomera, Escuintla."
Cultivo de Banano en La Gomera,Agrícola,"Producción de banano y plátano para exportación en La Gomera, Escuintla."
Producción Ganadera en La Gomera,Pecuaria,"Crianza de ganado vacuno de doble propósito en La Gomera, Escuintla."
Cultivo de Maíz en Guanagazapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Guanagazapa, departamento de Escuintla."
Cultivo de Frijol en Guanagazapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Guanagazapa, departamento de Escuintla."
Cultivo de Caña de Azúcar en Guanagazapa,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Guanagazapa, Escuintla."
Cultivo de Banano en Guanagazapa,Agrícola,"Producción de banano y plátano para exportación en Guanagazapa, Escuintla."
Producción Ganadera en Guanagazapa,Pecuaria,"Crianza de ganado vacuno de doble propósito en Guanagazapa, Escuintla."
Cultivo de Maíz en San José,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San José, departamento de Escuintla."
Cultivo de Frijol en San José,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San José, departamento de Escuintla."
Cultivo de Caña de Azúcar en San José,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de San José, Escuintla."
Cultivo de Banano en San José,Agrícola,"Producción de banano y plátano para exportación en San José, Escuintla."
Producción Ganadera en San José,Pecuaria,"Crianza de ganado vacuno de doble propósito en San José, Escuintla."
Cultivo de Maíz en Iztapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Iztapa, departamento de Escuintla."
Cultivo de Frijol en Iztapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Iztapa, departamento de Escuintla."
Cultivo de Caña de Azúcar en Iztapa,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Iztapa, Escuintla."
Cultivo de Banano en Iztapa,Agrícola,"Producción de banano y plátano para exportación en Iztapa, Escuintla."
Producción Ganadera en Iztapa,Pecuaria,"Crianza de ganado vacuno de doble propósito en Iztapa, Escuintla."
Cultivo de Maíz en Palín,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Palín, departamento de Escuintla."
Cultivo de Frijol en Palín,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Palín, departamento de Escuintla."
Cultivo de Caña de Azúcar en Palín,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Palín, Escuintla."
Cultivo de Banano en Palín,Agrícola,"Producción de banano y plátano para exportación en Palín, Escuintla."
Producción Ganadera en Palín,Pecuaria,"Crianza de ganado vacuno de doble propósito en Palín, Escuintla."
Cultivo de Maíz en San Vicente Pacaya,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Vicente Pacaya, departamento de Escuintla."
Cultivo de Frijol en San Vicente Pacaya,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Vicente Pacaya, departamento de Escuintla."
Cultivo de Caña de Azúcar en San Vicente Pacaya,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de San Vicente Pacaya, Escuintla."
Cultivo de Banano en San Vicente Pacaya,Agrícola,"Producción de banano y plátano para exportación en San Vicente Pacaya, Escuintla."
Producción Ganadera en San Vicente Pacaya,Pecuaria,"Crianza de ganado vacuno de doble propósito en San Vicente Pacaya, Escuintla."
Cultivo de Maíz en Nueva Concepción,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Nueva Concepción, departamento de Escuintla."
Cultivo de Frijol en Nueva Concepción,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Nueva Concepción, departamento de Escuintla."
Cultivo de Caña de Azúcar en Nueva Concepción,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Nueva Concepción, Escuintla."
Cultivo de Banano en Nueva Concepción,Agrícola,"Producción de banano y plátano para exportación en Nueva Concepción, Escuintla."
Producción Ganadera en Nueva Concepción,Pecuaria,"Crianza de ganado vacuno de doble propósito en Nueva Concepción, Escuintla."
Cultivo de Maíz en Sipacate,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Sipacate, departamento de Escuintla."
Cultivo de Frijol en Sipacate,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Sipacate, departamento de Escuintla."
Cultivo de Caña de Azúcar en Sipacate,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Sipacate, Escuintla."
Cultivo de Banano en Sipacate,Agrícola,"Producción de banano y plátano para exportación en Sipacate, Escuintla."
Producción Ganadera en Sipacate,Pecuaria,"Crianza de ganado vacuno de doble propósito en Sipacate, Escuintla."
Cultivo de Maíz en Cuilapa,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Cuilapa, departamento de Santa Rosa."
Cultivo de Frijol en Cuilapa,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Cuilapa, departamento de Santa Rosa."
Cultivo de Caña de Azúcar en Cuilapa,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Cuilapa, Santa Rosa."
Cultivo de Banano en Cuilapa,Agrícola,"Producción de banano y plátano para exportación en Cuilapa, Santa Rosa."
Producción Ganadera en Cuilapa,Pecuaria,"Crianza de ganado vacuno de doble propósito en Cuilapa, Santa Rosa."
Cultivo de Maíz en Barberena,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Barberena, departamento de Santa Rosa."
Cultivo de Frijol en Barberena,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Barberena, departamento de Santa Rosa."
Cultivo de Caña de Azúcar en Barberena,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Barberena, Santa Rosa."
Cultivo de Banano en Barberena,Agrícola,"Producción de banano y plátano para exportación en Barberena, Santa Rosa."
Producción Ganadera en Barberena,Pecuaria,"Crianza de ganado vacuno de doble propósito en Barberena, Santa Rosa."
Cultivo de Maíz en Santa Rosa de Lima,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Rosa de Lima, departamento de Santa Rosa."
Cultivo de Frijol en Santa Rosa de Lima,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Rosa de Lima, departamento de Santa Rosa."
Cultivo de Caña de Azúcar en Santa Rosa de Lima,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Santa Rosa de Lima, Santa Rosa."
Cultivo de Banano en Santa Rosa de Lima,Agrícola,"Producción de banano y plátano para exportación en Santa Rosa de Lima, Santa Rosa."
Producción Ganadera en Santa Rosa de Lima,Pecuaria,"Crianza de ganado vacuno de doble propósito en Santa Rosa de Lima, Santa Rosa."
Cultivo de Maíz en Casillas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Casillas, departamento de Santa Rosa."
Cultivo de Frijol en Casillas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Casillas, departamento de Santa Rosa."
Cultivo de Caña de Azúcar en Casillas,Agrícola,"Cultivo extensivo de caña de azúcar en las planicies fértiles de Casillas, Santa Rosa."
Cultivo de Banano en Casillas,Agrícola,"Producción de banano y plátano para exportación en Casillas, Santa Rosa."
Producción Ganadera en Casillas,Pecuaria,"Crianza de ganado vacuno de doble propósito en Casillas, Santa Rosa."
Cultivo de Maíz en San Rafael Las Flores,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Rafael Las Flores, departamento de Santa Rosa."
Cultivo de Frijol en San Rafael Las Flores,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Rafael Las Flores, departamento de Santa Rosa."
