nombre,municipio_pcode,dias_plaza,tipo_mercado,cantidad_vendedores_est,latitud,longitud,descripcion
Mercado de Productores y Artesanos de Barillas,GT1326,Sábados,Mayorista,375,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en Barillas.
Mercado Municipal Central de Aguacatán,GT1327,Diario,Cantonal/Municipal,991,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de Aguacatán.
Mercado Cantonal de Aguacatán,GT1327,Jueves y Domingos,Artesanal,372,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en Aguacatán.
Mercado de Productores y Artesanos de Aguacatán,GT1327,Sábados,Artesanal,499,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en Aguacatán.
Mercado Municipal Central de San Rafael Petzal,GT1328,Diario,Cantonal/Municipal,1336,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de San Rafael Petzal.
Mercado Cantonal de San Rafael Petzal,GT1328,Jueves y Domingos,Mayorista,779,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en San Rafael Petzal.
Mercado de Productores y Artesanos de San Rafael Petzal,GT1328,Sábados,Mayorista,480,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en San Rafael Petzal.
Mercado Municipal Central de San Gaspar Ixchil,GT1329,Diario,Cantonal/Municipal,1414,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de San Gaspar Ixchil.
Mercado Cantonal de San Gaspar Ixchil,GT1329,Jueves y Domingos,Cantonal/Municipal,762,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en San Gaspar Ixchil.
Mercado de Productores y Artesanos de San Gaspar Ixchil,GT1329,Sábados,Artesanal,361,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en San Gaspar Ixchil.
Mercado Municipal Central de Santiago Chimaltenango,GT1330,Diario,Cantonal/Municipal,631,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de Santiago Chimaltenango.
Mercado Cantonal de Santiago Chimaltenango,GT1330,Jueves y Domingos,Mixto,786,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en Santiago Chimaltenango.
Mercado de Productores y Artesanos de Santiago Chimaltenango,GT1330,Sábados,Mayorista,158,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en Santiago Chimaltenango.
Mercado Municipal Central de Santa Ana Huista,GT1331,Diario,Cantonal/Municipal,948,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de Santa Ana Huista.
Mercado Cantonal de Santa Ana Huista,GT1331,Jueves y Domingos,Artesanal,756,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en Santa Ana Huista.
Mercado de Productores y Artesanos de Santa Ana Huista,GT1331,Sábados,Artesanal,521,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en Santa Ana Huista.
Mercado Municipal Central de Unión Cantinil,GT1332,Diario,Cantonal/Municipal,1151,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de Unión Cantinil.
Mercado Cantonal de Unión Cantinil,GT1332,Jueves y Domingos,Mayorista,755,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en Unión Cantinil.
Mercado de Productores y Artesanos de Unión Cantinil,GT1332,Sábados,Mayorista,521,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en Unión Cantinil.
Mercado Municipal Central de Petatán,GT1333,Diario,Cantonal/Municipal,485,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de Petatán.
Mercado Cantonal de Petatán,GT1333,Jueves y Domingos,Cantonal/Municipal,651,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en Petatán.
Mercado de Productores y Artesanos de Petatán,GT1333,Sábados,Artesanal,379,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en Petatán.
Mercado Municipal Central de Santa Cruz del Quiché,GT1401,Diario,Cantonal/Municipal,847,15.086100,-91.204200,Mercado municipal de abastos y comercio cotidiano de Santa Cruz del Quiché.
Mercado Cantonal de Santa Cruz del Quiché,GT1401,Jueves y Domingos,Mixto,635,15.089100,-91.207200,Plaza y mercado cantonal de comercio vecinal en Santa Cruz del Quiché.
Mercado de Productores y Artesanos de Santa Cruz del Quiché,GT1401,Sábados,Mayorista,152,15.083100,-91.201200,Mercado de productores locales para venta al por mayor en Santa Cruz del Quiché.
Mercado Municipal Central de Chiché,GT1402,Diario,Cantonal/Municipal,906,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de Chiché.
Mercado Cantonal de Chiché,GT1402,Jueves y Domingos,Artesanal,504,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en Chiché.
Mercado de Productores y Artesanos de Chiché,GT1402,Sábados,Artesanal,547,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en Chiché.
Mercado Municipal Central de Chinique,GT1403,Diario,Cantonal/Municipal,466,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de Chinique.
Mercado Cantonal de Chinique,GT1403,Jueves y Domingos,Mayorista,660,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en Chinique.
Mercado de Productores y Artesanos de Chinique,GT1403,Sábados,Mayorista,234,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en Chinique.
Mercado Municipal Central de Zacualpa,GT1404,Diario,Cantonal/Municipal,1113,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Zacualpa.
Mercado Cantonal de Zacualpa,GT1404,Jueves y Domingos,Cantonal/Municipal,289,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Zacualpa.
Mercado de Productores y Artesanos de Zacualpa,GT1404,Sábados,Artesanal,324,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Zacualpa.
Mercado Municipal Central de Chajul,GT1405,Diario,Cantonal/Municipal,640,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Chajul.
Mercado Cantonal de Chajul,GT1405,Jueves y Domingos,Mixto,442,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Chajul.
Mercado de Productores y Artesanos de Chajul,GT1405,Sábados,Mayorista,207,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Chajul.
Mercado Municipal Central de Chichicastenango,GT1406,Diario,Cantonal/Municipal,1118,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de Chichicastenango.
Mercado Cantonal de Chichicastenango,GT1406,Jueves y Domingos,Artesanal,638,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en Chichicastenango.
Mercado de Productores y Artesanos de Chichicastenango,GT1406,Sábados,Artesanal,184,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en Chichicastenango.
Mercado Municipal Central de Patzité,GT1407,Diario,Cantonal/Municipal,685,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de Patzité.
Mercado Cantonal de Patzité,GT1407,Jueves y Domingos,Mayorista,411,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en Patzité.
Mercado de Productores y Artesanos de Patzité,GT1407,Sábados,Mayorista,516,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en Patzité.
Mercado Municipal Central de San Antonio Ilotenango,GT1408,Diario,Cantonal/Municipal,823,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de San Antonio Ilotenango.
Mercado Cantonal de San Antonio Ilotenango,GT1408,Jueves y Domingos,Cantonal/Municipal,260,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en San Antonio Ilotenango.
Mercado de Productores y Artesanos de San Antonio Ilotenango,GT1408,Sábados,Artesanal,391,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en San Antonio Ilotenango.
Mercado Municipal Central de San Pedro Jocopilas,GT1409,Diario,Cantonal/Municipal,1118,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de San Pedro Jocopilas.
Mercado Cantonal de San Pedro Jocopilas,GT1409,Jueves y Domingos,Mixto,745,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en San Pedro Jocopilas.
Mercado de Productores y Artesanos de San Pedro Jocopilas,GT1409,Sábados,Mayorista,243,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en San Pedro Jocopilas.
Mercado Municipal Central de Cunén,GT1410,Diario,Cantonal/Municipal,744,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de Cunén.
Mercado Cantonal de Cunén,GT1410,Jueves y Domingos,Artesanal,531,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en Cunén.
Mercado de Productores y Artesanos de Cunén,GT1410,Sábados,Artesanal,460,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en Cunén.
Mercado Municipal Central de San Juan Cotzal,GT1411,Diario,Cantonal/Municipal,999,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de San Juan Cotzal.
Mercado Cantonal de San Juan Cotzal,GT1411,Jueves y Domingos,Mayorista,496,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en San Juan Cotzal.
Mercado de Productores y Artesanos de San Juan Cotzal,GT1411,Sábados,Mayorista,393,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en San Juan Cotzal.
Mercado Municipal Central de Joyabaj,GT1412,Diario,Cantonal/Municipal,947,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de Joyabaj.
Mercado Cantonal de Joyabaj,GT1412,Jueves y Domingos,Cantonal/Municipal,726,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en Joyabaj.
Mercado de Productores y Artesanos de Joyabaj,GT1412,Sábados,Artesanal,560,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en Joyabaj.
Mercado Municipal Central de Nebaj,GT1413,Diario,Cantonal/Municipal,595,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de Nebaj.
Mercado Cantonal de Nebaj,GT1413,Jueves y Domingos,Mixto,338,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en Nebaj.
Mercado de Productores y Artesanos de Nebaj,GT1413,Sábados,Mayorista,592,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en Nebaj.
Mercado Municipal Central de San Andrés Sajcabajá,GT1414,Diario,Cantonal/Municipal,1242,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de San Andrés Sajcabajá.
Mercado Cantonal de San Andrés Sajcabajá,GT1414,Jueves y Domingos,Artesanal,260,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en San Andrés Sajcabajá.
Mercado de Productores y Artesanos de San Andrés Sajcabajá,GT1414,Sábados,Artesanal,241,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en San Andrés Sajcabajá.
Mercado Municipal Central de Uspantán,GT1415,Diario,Cantonal/Municipal,659,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de Uspantán.
Mercado Cantonal de Uspantán,GT1415,Jueves y Domingos,Mayorista,335,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en Uspantán.
Mercado de Productores y Artesanos de Uspantán,GT1415,Sábados,Mayorista,227,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en Uspantán.
Mercado Municipal Central de Sacapulas,GT1416,Diario,Cantonal/Municipal,699,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de Sacapulas.
Mercado Cantonal de Sacapulas,GT1416,Jueves y Domingos,Cantonal/Municipal,529,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en Sacapulas.
Mercado de Productores y Artesanos de Sacapulas,GT1416,Sábados,Artesanal,524,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en Sacapulas.
Mercado Municipal Central de San Bartolomé Jocotenango,GT1417,Diario,Cantonal/Municipal,906,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de San Bartolomé Jocotenango.
Mercado Cantonal de San Bartolomé Jocotenango,GT1417,Jueves y Domingos,Mixto,602,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en San Bartolomé Jocotenango.
Mercado de Productores y Artesanos de San Bartolomé Jocotenango,GT1417,Sábados,Mayorista,350,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en San Bartolomé Jocotenango.
Mercado Municipal Central de Canillá,GT1418,Diario,Cantonal/Municipal,691,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de Canillá.
Mercado Cantonal de Canillá,GT1418,Jueves y Domingos,Artesanal,791,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en Canillá.
Mercado de Productores y Artesanos de Canillá,GT1418,Sábados,Artesanal,423,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en Canillá.
Mercado Municipal Central de Chicamán,GT1419,Diario,Cantonal/Municipal,950,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de Chicamán.
Mercado Cantonal de Chicamán,GT1419,Jueves y Domingos,Mayorista,624,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en Chicamán.
Mercado de Productores y Artesanos de Chicamán,GT1419,Sábados,Mayorista,292,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en Chicamán.
Mercado Municipal Central de Ixcán,GT1420,Diario,Cantonal/Municipal,1325,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de Ixcán.
Mercado Cantonal de Ixcán,GT1420,Jueves y Domingos,Cantonal/Municipal,277,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en Ixcán.
Mercado de Productores y Artesanos de Ixcán,GT1420,Sábados,Artesanal,424,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en Ixcán.
Mercado Municipal Central de Pachalum,GT1421,Diario,Cantonal/Municipal,590,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de Pachalum.
Mercado Cantonal de Pachalum,GT1421,Jueves y Domingos,Mixto,612,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en Pachalum.
Mercado de Productores y Artesanos de Pachalum,GT1421,Sábados,Mayorista,363,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en Pachalum.
Mercado Municipal Central de Salamá,GT1501,Diario,Cantonal/Municipal,969,15.161400,-90.354200,Mercado municipal de abastos y comercio cotidiano de Salamá.
Mercado Cantonal de Salamá,GT1501,Jueves y Domingos,Artesanal,577,15.164400,-90.357200,Plaza y mercado cantonal de comercio vecinal en Salamá.
Mercado de Productores y Artesanos de Salamá,GT1501,Sábados,Artesanal,332,15.158400,-90.351200,Mercado de productores locales para venta al por mayor en Salamá.
Mercado Municipal Central de San Miguel Chicaj,GT1502,Diario,Cantonal/Municipal,1399,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de San Miguel Chicaj.
Mercado Cantonal de San Miguel Chicaj,GT1502,Jueves y Domingos,Mayorista,535,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en San Miguel Chicaj.
Mercado de Productores y Artesanos de San Miguel Chicaj,GT1502,Sábados,Mayorista,397,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en San Miguel Chicaj.
Mercado Municipal Central de Rabinal,GT1503,Diario,Cantonal/Municipal,405,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Rabinal.
Mercado Cantonal de Rabinal,GT1503,Jueves y Domingos,Cantonal/Municipal,295,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Rabinal.
Mercado de Productores y Artesanos de Rabinal,GT1503,Sábados,Artesanal,474,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Rabinal.
Mercado Municipal Central de Cubulco,GT1504,Diario,Cantonal/Municipal,1338,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Cubulco.
Mercado Cantonal de Cubulco,GT1504,Jueves y Domingos,Mixto,566,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Cubulco.
Mercado de Productores y Artesanos de Cubulco,GT1504,Sábados,Mayorista,535,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Cubulco.
Mercado Municipal Central de Granados,GT1505,Diario,Cantonal/Municipal,529,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de Granados.
Mercado Cantonal de Granados,GT1505,Jueves y Domingos,Artesanal,747,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en Granados.
Mercado de Productores y Artesanos de Granados,GT1505,Sábados,Artesanal,303,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en Granados.
Mercado Municipal Central de El Chol,GT1506,Diario,Cantonal/Municipal,846,14.713400,-90.598300,Mercado municipal de abastos y comercio cotidiano de El Chol.
Mercado Cantonal de El Chol,GT1506,Jueves y Domingos,Mayorista,639,14.716400,-90.601300,Plaza y mercado cantonal de comercio vecinal en El Chol.
Mercado de Productores y Artesanos de El Chol,GT1506,Sábados,Mayorista,522,14.710400,-90.595300,Mercado de productores locales para venta al por mayor en El Chol.
Mercado Municipal Central de San Jerónimo,GT1507,Diario,Cantonal/Municipal,833,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de San Jerónimo.
Mercado Cantonal de San Jerónimo,GT1507,Jueves y Domingos,Cantonal/Municipal,706,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en San Jerónimo.
Mercado de Productores y Artesanos de San Jerónimo,GT1507,Sábados,Artesanal,237,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en San Jerónimo.
Mercado Municipal Central de Purulhá,GT1508,Diario,Cantonal/Municipal,1061,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de Purulhá.
Mercado Cantonal de Purulhá,GT1508,Jueves y Domingos,Mixto,490,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en Purulhá.
Mercado de Productores y Artesanos de Purulhá,GT1508,Sábados,Mayorista,272,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en Purulhá.
Mercado Municipal Central de Cobán,GT1601,Diario,Cantonal/Municipal,667,15.470800,-90.370800,Mercado municipal de abastos y comercio cotidiano de Cobán.
Mercado Cantonal de Cobán,GT1601,Jueves y Domingos,Artesanal,779,15.473800,-90.373800,Plaza y mercado cantonal de comercio vecinal en Cobán.
Mercado de Productores y Artesanos de Cobán,GT1601,Sábados,Artesanal,536,15.467800,-90.367800,Mercado de productores locales para venta al por mayor en Cobán.
Mercado Municipal Central de Santa Cruz Verapaz,GT1602,Diario,Cantonal/Municipal,1393,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de Santa Cruz Verapaz.
Mercado Cantonal de Santa Cruz Verapaz,GT1602,Jueves y Domingos,Mayorista,551,14.636400,-90.521300,Plaza y mercado cantonal de comercio vecinal en Santa Cruz Verapaz.
Mercado de Productores y Artesanos de Santa Cruz Verapaz,GT1602,Sábados,Mayorista,557,14.630400,-90.515300,Mercado de productores locales para venta al por mayor en Santa Cruz Verapaz.
Mercado Municipal Central de San Cristóbal Verapaz,GT1603,Diario,Cantonal/Municipal,499,14.638400,-90.523300,Mercado municipal de abastos y comercio cotidiano de San Cristóbal Verapaz.
Mercado Cantonal de San Cristóbal Verapaz,GT1603,Jueves y Domingos,Cantonal/Municipal,247,14.641400,-90.526300,Plaza y mercado cantonal de comercio vecinal en San Cristóbal Verapaz.
Mercado de Productores y Artesanos de San Cristóbal Verapaz,GT1603,Sábados,Artesanal,150,14.635400,-90.520300,Mercado de productores locales para venta al por mayor en San Cristóbal Verapaz.
Mercado Municipal Central de Tactic,GT1604,Diario,Cantonal/Municipal,1341,14.643400,-90.528300,Mercado municipal de abastos y comercio cotidiano de Tactic.
Mercado Cantonal de Tactic,GT1604,Jueves y Domingos,Mixto,216,14.646400,-90.531300,Plaza y mercado cantonal de comercio vecinal en Tactic.
Mercado de Productores y Artesanos de Tactic,GT1604,Sábados,Mayorista,163,14.640400,-90.525300,Mercado de productores locales para venta al por mayor en Tactic.
Mercado Municipal Central de Tamahú,GT1605,Diario,Cantonal/Municipal,723,14.648400,-90.533300,Mercado municipal de abastos y comercio cotidiano de Tamahú.
Mercado Cantonal de Tamahú,GT1605,Jueves y Domingos,Artesanal,651,14.651400,-90.536300,Plaza y mercado cantonal de comercio vecinal en Tamahú.
Mercado de Productores y Artesanos de Tamahú,GT1605,Sábados,Artesanal,333,14.645400,-90.530300,Mercado de productores locales para venta al por mayor en Tamahú.
Mercado Municipal Central de Tucurú,GT1606,Diario,Cantonal/Municipal,401,14.653400,-90.538300,Mercado municipal de abastos y comercio cotidiano de Tucurú.
Mercado Cantonal de Tucurú,GT1606,Jueves y Domingos,Mayorista,638,14.656400,-90.541300,Plaza y mercado cantonal de comercio vecinal en Tucurú.
Mercado de Productores y Artesanos de Tucurú,GT1606,Sábados,Mayorista,203,14.650400,-90.535300,Mercado de productores locales para venta al por mayor en Tucurú.
Mercado Municipal Central de Panzós,GT1607,Diario,Cantonal/Municipal,670,14.658400,-90.543300,Mercado municipal de abastos y comercio cotidiano de Panzós.
Mercado Cantonal de Panzós,GT1607,Jueves y Domingos,Cantonal/Municipal,509,14.661400,-90.546300,Plaza y mercado cantonal de comercio vecinal en Panzós.
Mercado de Productores y Artesanos de Panzós,GT1607,Sábados,Artesanal,181,14.655400,-90.540300,Mercado de productores locales para venta al por mayor en Panzós.
Mercado Municipal Central de Senahú,GT1608,Diario,Cantonal/Municipal,961,14.663400,-90.548300,Mercado municipal de abastos y comercio cotidiano de Senahú.
Mercado Cantonal de Senahú,GT1608,Jueves y Domingos,Mixto,295,14.666400,-90.551300,Plaza y mercado cantonal de comercio vecinal en Senahú.
Mercado de Productores y Artesanos de Senahú,GT1608,Sábados,Mayorista,435,14.660400,-90.545300,Mercado de productores locales para venta al por mayor en Senahú.
Mercado Municipal Central de San Pedro Carchá,GT1609,Diario,Cantonal/Municipal,1138,14.668400,-90.553300,Mercado municipal de abastos y comercio cotidiano de San Pedro Carchá.
Mercado Cantonal de San Pedro Carchá,GT1609,Jueves y Domingos,Artesanal,456,14.671400,-90.556300,Plaza y mercado cantonal de comercio vecinal en San Pedro Carchá.
Mercado de Productores y Artesanos de San Pedro Carchá,GT1609,Sábados,Artesanal,142,14.665400,-90.550300,Mercado de productores locales para venta al por mayor en San Pedro Carchá.
Mercado Municipal Central de San Juan Chamelco,GT1610,Diario,Cantonal/Municipal,1161,14.673400,-90.558300,Mercado municipal de abastos y comercio cotidiano de San Juan Chamelco.
Mercado Cantonal de San Juan Chamelco,GT1610,Jueves y Domingos,Mayorista,369,14.676400,-90.561300,Plaza y mercado cantonal de comercio vecinal en San Juan Chamelco.
Mercado de Productores y Artesanos de San Juan Chamelco,GT1610,Sábados,Mayorista,126,14.670400,-90.555300,Mercado de productores locales para venta al por mayor en San Juan Chamelco.
Mercado Municipal Central de Lanquín,GT1611,Diario,Cantonal/Municipal,1211,14.678400,-90.563300,Mercado municipal de abastos y comercio cotidiano de Lanquín.
Mercado Cantonal de Lanquín,GT1611,Jueves y Domingos,Cantonal/Municipal,512,14.681400,-90.566300,Plaza y mercado cantonal de comercio vecinal en Lanquín.
Mercado de Productores y Artesanos de Lanquín,GT1611,Sábados,Artesanal,471,14.675400,-90.560300,Mercado de productores locales para venta al por mayor en Lanquín.
Mercado Municipal Central de Cahabón,GT1612,Diario,Cantonal/Municipal,879,14.683400,-90.568300,Mercado municipal de abastos y comercio cotidiano de Cahabón.
Mercado Cantonal de Cahabón,GT1612,Jueves y Domingos,Mixto,639,14.686400,-90.571300,Plaza y mercado cantonal de comercio vecinal en Cahabón.
Mercado de Productores y Artesanos de Cahabón,GT1612,Sábados,Mayorista,435,14.680400,-90.565300,Mercado de productores locales para venta al por mayor en Cahabón.
Mercado Municipal Central de Chisec,GT1613,Diario,Cantonal/Municipal,586,14.688400,-90.573300,Mercado municipal de abastos y comercio cotidiano de Chisec.
Mercado Cantonal de Chisec,GT1613,Jueves y Domingos,Artesanal,297,14.691400,-90.576300,Plaza y mercado cantonal de comercio vecinal en Chisec.
Mercado de Productores y Artesanos de Chisec,GT1613,Sábados,Artesanal,100,14.685400,-90.570300,Mercado de productores locales para venta al por mayor en Chisec.
Mercado Municipal Central de Chahal,GT1614,Diario,Cantonal/Municipal,837,14.693400,-90.578300,Mercado municipal de abastos y comercio cotidiano de Chahal.
Mercado Cantonal de Chahal,GT1614,Jueves y Domingos,Mayorista,688,14.696400,-90.581300,Plaza y mercado cantonal de comercio vecinal en Chahal.
Mercado de Productores y Artesanos de Chahal,GT1614,Sábados,Mayorista,139,14.690400,-90.575300,Mercado de productores locales para venta al por mayor en Chahal.
Mercado Municipal Central de Fray Bartolomé de Las Casas,GT1615,Diario,Cantonal/Municipal,671,14.698400,-90.583300,Mercado municipal de abastos y comercio cotidiano de Fray Bartolomé de Las Casas.
Mercado Cantonal de Fray Bartolomé de Las Casas,GT1615,Jueves y Domingos,Cantonal/Municipal,431,14.701400,-90.586300,Plaza y mercado cantonal de comercio vecinal en Fray Bartolomé de Las Casas.
Mercado de Productores y Artesanos de Fray Bartolomé de Las Casas,GT1615,Sábados,Artesanal,365,14.695400,-90.580300,Mercado de productores locales para venta al por mayor en Fray Bartolomé de Las Casas.
Mercado Municipal Central de Santa Catalina La Tinta,GT1616,Diario,Cantonal/Municipal,1311,14.703400,-90.588300,Mercado municipal de abastos y comercio cotidiano de Santa Catalina La Tinta.
Mercado Cantonal de Santa Catalina La Tinta,GT1616,Jueves y Domingos,Mixto,209,14.706400,-90.591300,Plaza y mercado cantonal de comercio vecinal en Santa Catalina La Tinta.
Mercado de Productores y Artesanos de Santa Catalina La Tinta,GT1616,Sábados,Mayorista,104,14.700400,-90.585300,Mercado de productores locales para venta al por mayor en Santa Catalina La Tinta.
Mercado Municipal Central de Raxruhá,GT1617,Diario,Cantonal/Municipal,1103,14.708400,-90.593300,Mercado municipal de abastos y comercio cotidiano de Raxruhá.
Mercado Cantonal de Raxruhá,GT1617,Jueves y Domingos,Artesanal,323,14.711400,-90.596300,Plaza y mercado cantonal de comercio vecinal en Raxruhá.
Mercado de Productores y Artesanos de Raxruhá,GT1617,Sábados,Artesanal,540,14.705400,-90.590300,Mercado de productores locales para venta al por mayor en Raxruhá.
Mercado Municipal Central de Flores,GT1701,Diario,Cantonal/Municipal,1264,17.009200,-89.982800,Mercado municipal de abastos y comercio cotidiano de Flores.
Mercado Cantonal de Flores,GT1701,Jueves y Domingos,Mayorista,335,17.012200,-89.985800,Plaza y mercado cantonal de comercio vecinal en Flores.
Mercado de Productores y Artesanos de Flores,GT1701,Sábados,Mayorista,344,17.006200,-89.979800,Mercado de productores locales para venta al por mayor en Flores.
Mercado Municipal Central de San José,GT1702,Diario,Cantonal/Municipal,545,14.718400,-90.603300,Mercado municipal de abastos y comercio cotidiano de San José.
Mercado Cantonal de San José,GT1702,Jueves y Domingos,Cantonal/Municipal,434,14.721400,-90.606300,Plaza y mercado cantonal de comercio vecinal en San José.
Mercado de Productores y Artesanos de San José,GT1702,Sábados,Artesanal,296,14.715400,-90.600300,Mercado de productores locales para venta al por mayor en San José.
Mercado Municipal Central de San Benito,GT1703,Diario,Cantonal/Municipal,582,14.723400,-90.608300,Mercado municipal de abastos y comercio cotidiano de San Benito.
Mercado Cantonal de San Benito,GT1703,Jueves y Domingos,Mixto,304,14.726400,-90.611300,Plaza y mercado cantonal de comercio vecinal en San Benito.
Mercado de Productores y Artesanos de San Benito,GT1703,Sábados,Mayorista,152,14.720400,-90.605300,Mercado de productores locales para venta al por mayor en San Benito.
Mercado Municipal Central de San Andrés,GT1704,Diario,Cantonal/Municipal,1041,14.628400,-90.513300,Mercado municipal de abastos y comercio cotidiano de San Andrés.
Mercado Cantonal de San Andrés,GT1704,Jueves y Domingos,Artesanal,576,14.631400,-90.516300,Plaza y mercado cantonal de comercio vecinal en San Andrés.
Mercado de Productores y Artesanos de San Andrés,GT1704,Sábados,Artesanal,551,14.625400,-90.510300,Mercado de productores locales para venta al por mayor en San Andrés.
Mercado Municipal Central de La Libertad,GT1705,Diario,Cantonal/Municipal,1012,14.633400,-90.518300,Mercado municipal de abastos y comercio cotidiano de La Libertad.
