municipio_pcode,actividad_nombre,certificacion_nombre,porcentaje_produccion,fecha_auditoria
GT1308,Cultivo de Frijol en Soloma,Certificación Orgánica y de Origen - Reg COOP-GT1308-B,63.00,2026-03-15
GT1308,Cultivo de Café en Soloma,Certificación Orgánica y de Origen - Reg COOP-GT1308-A,70.00,2026-03-15
GT1308,Apicultura en Soloma,Certificación Orgánica y de Origen - Reg ASO-GT1308-C,76.00,2026-03-15
GT1309,Cultivo de Maíz en Ixtahuacán,Certificación Orgánica y de Origen - Reg COOP-GT1309-A,100.00,2026-03-15
GT1309,Cultivo de Frijol en Ixtahuacán,Certificación Orgánica y de Origen - Reg COOP-GT1309-B,75.00,2026-03-15
GT1309,Cultivo de Café en Ixtahuacán,Certificación Orgánica y de Origen - Reg COOP-GT1309-A,73.00,2026-03-15
GT1309,Apicultura en Ixtahuacán,Certificación Orgánica y de Origen - Reg ASO-GT1309-C,97.00,2026-03-15
GT1310,Cultivo de Maíz en Santa Bárbara,Certificación Orgánica y de Origen - Reg COOP-GT1310-A,77.00,2026-03-15
GT1310,Cultivo de Frijol en Santa Bárbara,Certificación Orgánica y de Origen - Reg COOP-GT1310-B,86.00,2026-03-15
GT1310,Cultivo de Café en Santa Bárbara,Certificación Orgánica y de Origen - Reg COOP-GT1310-A,86.00,2026-03-15
GT1310,Apicultura en Santa Bárbara,Certificación Orgánica y de Origen - Reg ASO-GT1310-C,85.00,2026-03-15
GT1311,Cultivo de Maíz en La Libertad,Certificación Orgánica y de Origen - Reg COOP-GT1311-A,70.00,2026-03-15
GT1311,Cultivo de Frijol en La Libertad,Certificación Orgánica y de Origen - Reg COOP-GT1311-B,85.00,2026-03-15
GT1311,Cultivo de Café en La Libertad,Certificación Orgánica y de Origen - Reg COOP-GT1311-A,76.00,2026-03-15
GT1311,Apicultura en La Libertad,Certificación Orgánica y de Origen - Reg ASO-GT1311-C,91.00,2026-03-15
GT1312,Cultivo de Maíz en La Democracia,Certificación Orgánica y de Origen - Reg COOP-GT1312-A,96.00,2026-03-15
GT1312,Cultivo de Frijol en La Democracia,Certificación Orgánica y de Origen - Reg COOP-GT1312-B,93.00,2026-03-15
GT1312,Cultivo de Café en La Democracia,Certificación Orgánica y de Origen - Reg COOP-GT1312-A,91.00,2026-03-15
GT1312,Apicultura en La Democracia,Certificación Orgánica y de Origen - Reg ASO-GT1312-C,89.00,2026-03-15
GT1313,Cultivo de Maíz en San Miguel Acatán,Certificación Orgánica y de Origen - Reg COOP-GT1313-A,96.00,2026-03-15
GT1313,Cultivo de Frijol en San Miguel Acatán,Certificación Orgánica y de Origen - Reg COOP-GT1313-B,61.00,2026-03-15
GT1313,Cultivo de Café en San Miguel Acatán,Certificación Orgánica y de Origen - Reg COOP-GT1313-A,72.00,2026-03-15
GT1313,Apicultura en San Miguel Acatán,Certificación Orgánica y de Origen - Reg ASO-GT1313-C,88.00,2026-03-15
GT1314,Cultivo de Maíz en San Rafael La Independencia,Certificación Orgánica y de Origen - Reg COOP-GT1314-A,68.00,2026-03-15
GT1314,Cultivo de Frijol en San Rafael La Independencia,Certificación Orgánica y de Origen - Reg COOP-GT1314-B,54.00,2026-03-15
GT1314,Cultivo de Café en San Rafael La Independencia,Certificación Orgánica y de Origen - Reg COOP-GT1314-A,74.00,2026-03-15
GT1314,Apicultura en San Rafael La Independencia,Certificación Orgánica y de Origen - Reg ASO-GT1314-C,78.00,2026-03-15
GT1315,Cultivo de Maíz en Todos Santos Cuchumatán,Certificación Orgánica y de Origen - Reg COOP-GT1315-A,96.00,2026-03-15
GT1315,Cultivo de Frijol en Todos Santos Cuchumatán,Certificación Orgánica y de Origen - Reg COOP-GT1315-B,64.00,2026-03-15
GT1315,Cultivo de Café en Todos Santos Cuchumatán,Certificación Orgánica y de Origen - Reg COOP-GT1315-A,98.00,2026-03-15
GT1315,Apicultura en Todos Santos Cuchumatán,Certificación Orgánica y de Origen - Reg ASO-GT1315-C,86.00,2026-03-15
GT1316,Cultivo de Maíz en San Juan Atitán,Certificación Orgánica y de Origen - Reg COOP-GT1316-A,77.00,2026-03-15
GT1316,Cultivo de Frijol en San Juan Atitán,Certificación Orgánica y de Origen - Reg COOP-GT1316-B,62.00,2026-03-15
GT1316,Cultivo de Café en San Juan Atitán,Certificación Orgánica y de Origen - Reg COOP-GT1316-A,97.00,2026-03-15
GT1316,Apicultura en San Juan Atitán,Certificación Orgánica y de Origen - Reg ASO-GT1316-C,91.00,2026-03-15
GT1317,Cultivo de Maíz en Santa Eulalia,Certificación Orgánica y de Origen - Reg COOP-GT1317-A,61.00,2026-03-15
GT1317,Cultivo de Frijol en Santa Eulalia,Certificación Orgánica y de Origen - Reg COOP-GT1317-B,94.00,2026-03-15
GT1317,Cultivo de Café en Santa Eulalia,Certificación Orgánica y de Origen - Reg COOP-GT1317-A,91.00,2026-03-15
GT1317,Apicultura en Santa Eulalia,Certificación Orgánica y de Origen - Reg ASO-GT1317-C,87.00,2026-03-15
GT1318,Cultivo de Maíz en San Mateo Ixtatán,Certificación Orgánica y de Origen - Reg COOP-GT1318-A,99.00,2026-03-15
GT1318,Cultivo de Frijol en San Mateo Ixtatán,Certificación Orgánica y de Origen - Reg COOP-GT1318-B,66.00,2026-03-15
GT1318,Cultivo de Café en San Mateo Ixtatán,Certificación Orgánica y de Origen - Reg COOP-GT1318-A,91.00,2026-03-15
GT1318,Apicultura en San Mateo Ixtatán,Certificación Orgánica y de Origen - Reg ASO-GT1318-C,87.00,2026-03-15
GT1319,Cultivo de Maíz en Colotenango,Certificación Orgánica y de Origen - Reg COOP-GT1319-A,89.00,2026-03-15
GT1319,Cultivo de Frijol en Colotenango,Certificación Orgánica y de Origen - Reg COOP-GT1319-B,50.00,2026-03-15
GT1319,Cultivo de Café en Colotenango,Certificación Orgánica y de Origen - Reg COOP-GT1319-A,100.00,2026-03-15
GT1319,Apicultura en Colotenango,Certificación Orgánica y de Origen - Reg ASO-GT1319-C,83.00,2026-03-15
GT1320,Cultivo de Maíz en San Sebastián Huehuetenango,Certificación Orgánica y de Origen - Reg COOP-GT1320-A,63.00,2026-03-15
GT1320,Cultivo de Frijol en San Sebastián Huehuetenango,Certificación Orgánica y de Origen - Reg COOP-GT1320-B,70.00,2026-03-15
GT1320,Cultivo de Café en San Sebastián Huehuetenango,Certificación Orgánica y de Origen - Reg COOP-GT1320-A,83.00,2026-03-15
GT1320,Apicultura en San Sebastián Huehuetenango,Certificación Orgánica y de Origen - Reg ASO-GT1320-C,97.00,2026-03-15
GT1321,Cultivo de Maíz en Tectitán,Certificación Orgánica y de Origen - Reg COOP-GT1321-A,86.00,2026-03-15
GT1321,Cultivo de Frijol en Tectitán,Certificación Orgánica y de Origen - Reg COOP-GT1321-B,67.00,2026-03-15
GT1321,Cultivo de Café en Tectitán,Certificación Orgánica y de Origen - Reg COOP-GT1321-A,73.00,2026-03-15
GT1321,Apicultura en Tectitán,Certificación Orgánica y de Origen - Reg ASO-GT1321-C,91.00,2026-03-15
GT1322,Cultivo de Maíz en Concepción Huista,Certificación Orgánica y de Origen - Reg COOP-GT1322-A,93.00,2026-03-15
GT1322,Cultivo de Frijol en Concepción Huista,Certificación Orgánica y de Origen - Reg COOP-GT1322-B,79.00,2026-03-15
GT1322,Cultivo de Café en Concepción Huista,Certificación Orgánica y de Origen - Reg COOP-GT1322-A,85.00,2026-03-15
GT1322,Apicultura en Concepción Huista,Certificación Orgánica y de Origen - Reg ASO-GT1322-C,81.00,2026-03-15
GT1323,Cultivo de Maíz en San Juan Ixcoy,Certificación Orgánica y de Origen - Reg COOP-GT1323-A,93.00,2026-03-15
GT1323,Cultivo de Frijol en San Juan Ixcoy,Certificación Orgánica y de Origen - Reg COOP-GT1323-B,52.00,2026-03-15
GT1323,Cultivo de Café en San Juan Ixcoy,Certificación Orgánica y de Origen - Reg COOP-GT1323-A,98.00,2026-03-15
GT1323,Apicultura en San Juan Ixcoy,Certificación Orgánica y de Origen - Reg ASO-GT1323-C,93.00,2026-03-15
GT1324,Cultivo de Maíz en San Antonio Huista,Certificación Orgánica y de Origen - Reg COOP-GT1324-A,74.00,2026-03-15
GT1324,Cultivo de Frijol en San Antonio Huista,Certificación Orgánica y de Origen - Reg COOP-GT1324-B,53.00,2026-03-15
GT1324,Cultivo de Café en San Antonio Huista,Certificación Orgánica y de Origen - Reg COOP-GT1324-A,78.00,2026-03-15
GT1324,Apicultura en San Antonio Huista,Certificación Orgánica y de Origen - Reg ASO-GT1324-C,99.00,2026-03-15
GT1325,Cultivo de Maíz en San Sebastián Coatán,Certificación Orgánica y de Origen - Reg COOP-GT1325-A,86.00,2026-03-15
GT1325,Cultivo de Frijol en San Sebastián Coatán,Certificación Orgánica y de Origen - Reg COOP-GT1325-B,84.00,2026-03-15
GT1325,Cultivo de Café en San Sebastián Coatán,Certificación Orgánica y de Origen - Reg COOP-GT1325-A,84.00,2026-03-15
GT1325,Apicultura en San Sebastián Coatán,Certificación Orgánica y de Origen - Reg ASO-GT1325-C,80.00,2026-03-15
GT1326,Cultivo de Maíz en Barillas,Certificación Orgánica y de Origen - Reg COOP-GT1326-A,60.00,2026-03-15
GT1326,Cultivo de Frijol en Barillas,Certificación Orgánica y de Origen - Reg COOP-GT1326-B,75.00,2026-03-15
GT1326,Cultivo de Café en Barillas,Certificación Orgánica y de Origen - Reg COOP-GT1326-A,76.00,2026-03-15
GT1326,Apicultura en Barillas,Certificación Orgánica y de Origen - Reg ASO-GT1326-C,80.00,2026-03-15
GT1327,Cultivo de Maíz en Aguacatán,Certificación Orgánica y de Origen - Reg COOP-GT1327-A,65.00,2026-03-15
GT1327,Cultivo de Frijol en Aguacatán,Certificación Orgánica y de Origen - Reg COOP-GT1327-B,86.00,2026-03-15
GT1327,Cultivo de Café en Aguacatán,Certificación Orgánica y de Origen - Reg COOP-GT1327-A,95.00,2026-03-15
GT1327,Apicultura en Aguacatán,Certificación Orgánica y de Origen - Reg ASO-GT1327-C,70.00,2026-03-15
GT1328,Cultivo de Maíz en San Rafael Petzal,Certificación Orgánica y de Origen - Reg COOP-GT1328-A,74.00,2026-03-15
GT1328,Cultivo de Frijol en San Rafael Petzal,Certificación Orgánica y de Origen - Reg COOP-GT1328-B,94.00,2026-03-15
GT1328,Cultivo de Café en San Rafael Petzal,Certificación Orgánica y de Origen - Reg COOP-GT1328-A,83.00,2026-03-15
GT1328,Apicultura en San Rafael Petzal,Certificación Orgánica y de Origen - Reg ASO-GT1328-C,100.00,2026-03-15
GT1329,Cultivo de Maíz en San Gaspar Ixchil,Certificación Orgánica y de Origen - Reg COOP-GT1329-A,64.00,2026-03-15
GT1329,Cultivo de Frijol en San Gaspar Ixchil,Certificación Orgánica y de Origen - Reg COOP-GT1329-B,65.00,2026-03-15
GT1329,Cultivo de Café en San Gaspar Ixchil,Certificación Orgánica y de Origen - Reg COOP-GT1329-A,76.00,2026-03-15
GT1329,Apicultura en San Gaspar Ixchil,Certificación Orgánica y de Origen - Reg ASO-GT1329-C,75.00,2026-03-15
GT1330,Cultivo de Maíz en Santiago Chimaltenango,Certificación Orgánica y de Origen - Reg COOP-GT1330-A,81.00,2026-03-15
GT1330,Cultivo de Frijol en Santiago Chimaltenango,Certificación Orgánica y de Origen - Reg COOP-GT1330-B,69.00,2026-03-15
GT1330,Cultivo de Café en Santiago Chimaltenango,Certificación Orgánica y de Origen - Reg COOP-GT1330-A,72.00,2026-03-15
GT1330,Apicultura en Santiago Chimaltenango,Certificación Orgánica y de Origen - Reg ASO-GT1330-C,90.00,2026-03-15
GT1331,Cultivo de Maíz en Santa Ana Huista,Certificación Orgánica y de Origen - Reg COOP-GT1331-A,100.00,2026-03-15
GT1331,Cultivo de Frijol en Santa Ana Huista,Certificación Orgánica y de Origen - Reg COOP-GT1331-B,56.00,2026-03-15
GT1331,Cultivo de Café en Santa Ana Huista,Certificación Orgánica y de Origen - Reg COOP-GT1331-A,70.00,2026-03-15
GT1331,Apicultura en Santa Ana Huista,Certificación Orgánica y de Origen - Reg ASO-GT1331-C,85.00,2026-03-15
GT1332,Cultivo de Maíz en Unión Cantinil,Certificación Orgánica y de Origen - Reg COOP-GT1332-A,87.00,2026-03-15
GT1332,Cultivo de Frijol en Unión Cantinil,Certificación Orgánica y de Origen - Reg COOP-GT1332-B,51.00,2026-03-15
GT1332,Cultivo de Café en Unión Cantinil,Certificación Orgánica y de Origen - Reg COOP-GT1332-A,88.00,2026-03-15
GT1332,Apicultura en Unión Cantinil,Certificación Orgánica y de Origen - Reg ASO-GT1332-C,95.00,2026-03-15
GT1333,Cultivo de Maíz en Petatán,Certificación Orgánica y de Origen - Reg COOP-GT1333-A,100.00,2026-03-15
GT1333,Cultivo de Frijol en Petatán,Certificación Orgánica y de Origen - Reg COOP-GT1333-B,71.00,2026-03-15
GT1333,Cultivo de Café en Petatán,Certificación Orgánica y de Origen - Reg COOP-GT1333-A,96.00,2026-03-15
GT1333,Apicultura en Petatán,Certificación Orgánica y de Origen - Reg ASO-GT1333-C,78.00,2026-03-15
GT1401,Cultivo de Maíz en Santa Cruz del Quiché,Certificación Orgánica y de Origen - Reg COOP-GT1401-A,75.00,2026-03-15
GT1401,Cultivo de Frijol en Santa Cruz del Quiché,Certificación Orgánica y de Origen - Reg COOP-GT1401-B,56.00,2026-03-15
GT1401,Producción de Tejidos Mayas en Santa Cruz del Quiché,Certificación Orgánica y de Origen - Reg ASO-GT1401-C,85.00,2026-03-15
GT1401,Producción de Cestería en Santa Cruz del Quiché,Certificación Orgánica y de Origen - Reg ASO-GT1401-C,77.00,2026-03-15
GT1402,Cultivo de Maíz en Chiché,Certificación Orgánica y de Origen - Reg COOP-GT1402-A,81.00,2026-03-15
GT1402,Cultivo de Frijol en Chiché,Certificación Orgánica y de Origen - Reg COOP-GT1402-B,53.00,2026-03-15
GT1402,Producción de Tejidos Mayas en Chiché,Certificación Orgánica y de Origen - Reg ASO-GT1402-C,96.00,2026-03-15
GT1402,Producción de Cestería en Chiché,Certificación Orgánica y de Origen - Reg ASO-GT1402-C,80.00,2026-03-15
GT1403,Cultivo de Maíz en Chinique,Certificación Orgánica y de Origen - Reg COOP-GT1403-A,93.00,2026-03-15
GT1403,Cultivo de Frijol en Chinique,Certificación Orgánica y de Origen - Reg COOP-GT1403-B,65.00,2026-03-15
GT1403,Producción de Tejidos Mayas en Chinique,Certificación Orgánica y de Origen - Reg ASO-GT1403-C,100.00,2026-03-15
GT1403,Producción de Cestería en Chinique,Certificación Orgánica y de Origen - Reg ASO-GT1403-C,72.00,2026-03-15
GT1404,Cultivo de Maíz en Zacualpa,Certificación Orgánica y de Origen - Reg COOP-GT1404-A,98.00,2026-03-15
GT1404,Cultivo de Frijol en Zacualpa,Certificación Orgánica y de Origen - Reg COOP-GT1404-B,89.00,2026-03-15
GT1404,Producción de Tejidos Mayas en Zacualpa,Certificación Orgánica y de Origen - Reg ASO-GT1404-C,84.00,2026-03-15
GT1404,Producción de Cestería en Zacualpa,Certificación Orgánica y de Origen - Reg ASO-GT1404-C,94.00,2026-03-15
GT1405,Cultivo de Maíz en Chajul,Certificación Orgánica y de Origen - Reg COOP-GT1405-A,66.00,2026-03-15
GT1405,Cultivo de Frijol en Chajul,Certificación Orgánica y de Origen - Reg COOP-GT1405-B,90.00,2026-03-15
GT1405,Producción de Tejidos Mayas en Chajul,Certificación Orgánica y de Origen - Reg ASO-GT1405-C,84.00,2026-03-15
GT1405,Producción de Cestería en Chajul,Certificación Orgánica y de Origen - Reg ASO-GT1405-C,88.00,2026-03-15
GT1406,Cultivo de Maíz en Chichicastenango,Certificación Orgánica y de Origen - Reg COOP-GT1406-A,67.00,2026-03-15
GT1406,Cultivo de Frijol en Chichicastenango,Certificación Orgánica y de Origen - Reg COOP-GT1406-B,55.00,2026-03-15
GT1406,Producción de Tejidos Mayas en Chichicastenango,Certificación Orgánica y de Origen - Reg ASO-GT1406-C,71.00,2026-03-15
GT1406,Producción de Cestería en Chichicastenango,Certificación Orgánica y de Origen - Reg ASO-GT1406-C,99.00,2026-03-15
GT1407,Cultivo de Maíz en Patzité,Certificación Orgánica y de Origen - Reg COOP-GT1407-A,62.00,2026-03-15
GT1407,Cultivo de Frijol en Patzité,Certificación Orgánica y de Origen - Reg COOP-GT1407-B,74.00,2026-03-15
GT1407,Producción de Tejidos Mayas en Patzité,Certificación Orgánica y de Origen - Reg ASO-GT1407-C,80.00,2026-03-15
GT1407,Producción de Cestería en Patzité,Certificación Orgánica y de Origen - Reg ASO-GT1407-C,98.00,2026-03-15
GT1408,Cultivo de Maíz en San Antonio Ilotenango,Certificación Orgánica y de Origen - Reg COOP-GT1408-A,64.00,2026-03-15
GT1408,Cultivo de Frijol en San Antonio Ilotenango,Certificación Orgánica y de Origen - Reg COOP-GT1408-B,58.00,2026-03-15
GT1408,Producción de Tejidos Mayas en San Antonio Ilotenango,Certificación Orgánica y de Origen - Reg ASO-GT1408-C,71.00,2026-03-15
GT1408,Producción de Cestería en San Antonio Ilotenango,Certificación Orgánica y de Origen - Reg ASO-GT1408-C,99.00,2026-03-15
GT1409,Cultivo de Maíz en San Pedro Jocopilas,Certificación Orgánica y de Origen - Reg COOP-GT1409-A,88.00,2026-03-15
GT1409,Cultivo de Frijol en San Pedro Jocopilas,Certificación Orgánica y de Origen - Reg COOP-GT1409-B,53.00,2026-03-15
GT1409,Producción de Tejidos Mayas en San Pedro Jocopilas,Certificación Orgánica y de Origen - Reg ASO-GT1409-C,79.00,2026-03-15
GT1409,Producción de Cestería en San Pedro Jocopilas,Certificación Orgánica y de Origen - Reg ASO-GT1409-C,89.00,2026-03-15
GT1410,Cultivo de Maíz en Cunén,Certificación Orgánica y de Origen - Reg COOP-GT1410-A,100.00,2026-03-15
GT1410,Cultivo de Frijol en Cunén,Certificación Orgánica y de Origen - Reg COOP-GT1410-B,77.00,2026-03-15
GT1410,Producción de Tejidos Mayas en Cunén,Certificación Orgánica y de Origen - Reg ASO-GT1410-C,72.00,2026-03-15
GT1410,Producción de Cestería en Cunén,Certificación Orgánica y de Origen - Reg ASO-GT1410-C,73.00,2026-03-15
GT1411,Cultivo de Maíz en San Juan Cotzal,Certificación Orgánica y de Origen - Reg COOP-GT1411-A,63.00,2026-03-15
GT1411,Cultivo de Frijol en San Juan Cotzal,Certificación Orgánica y de Origen - Reg COOP-GT1411-B,85.00,2026-03-15
GT1411,Producción de Tejidos Mayas en San Juan Cotzal,Certificación Orgánica y de Origen - Reg ASO-GT1411-C,71.00,2026-03-15
GT1411,Producción de Cestería en San Juan Cotzal,Certificación Orgánica y de Origen - Reg ASO-GT1411-C,79.00,2026-03-15
GT1412,Cultivo de Maíz en Joyabaj,Certificación Orgánica y de Origen - Reg COOP-GT1412-A,84.00,2026-03-15
GT1412,Cultivo de Frijol en Joyabaj,Certificación Orgánica y de Origen - Reg COOP-GT1412-B,75.00,2026-03-15
GT1412,Producción de Tejidos Mayas en Joyabaj,Certificación Orgánica y de Origen - Reg ASO-GT1412-C,73.00,2026-03-15
GT1412,Producción de Cestería en Joyabaj,Certificación Orgánica y de Origen - Reg ASO-GT1412-C,89.00,2026-03-15
GT1413,Cultivo de Maíz en Nebaj,Certificación Orgánica y de Origen - Reg COOP-GT1413-A,86.00,2026-03-15
GT1413,Cultivo de Frijol en Nebaj,Certificación Orgánica y de Origen - Reg COOP-GT1413-B,64.00,2026-03-15
GT1413,Producción de Tejidos Mayas en Nebaj,Certificación Orgánica y de Origen - Reg ASO-GT1413-C,97.00,2026-03-15
GT1413,Producción de Cestería en Nebaj,Certificación Orgánica y de Origen - Reg ASO-GT1413-C,89.00,2026-03-15
GT1414,Cultivo de Maíz en San Andrés Sajcabajá,Certificación Orgánica y de Origen - Reg COOP-GT1414-A,99.00,2026-03-15
GT1414,Cultivo de Frijol en San Andrés Sajcabajá,Certificación Orgánica y de Origen - Reg COOP-GT1414-B,50.00,2026-03-15
GT1414,Producción de Tejidos Mayas en San Andrés Sajcabajá,Certificación Orgánica y de Origen - Reg ASO-GT1414-C,84.00,2026-03-15
GT1414,Producción de Cestería en San Andrés Sajcabajá,Certificación Orgánica y de Origen - Reg ASO-GT1414-C,82.00,2026-03-15
GT1415,Cultivo de Maíz en Uspantán,Certificación Orgánica y de Origen - Reg COOP-GT1415-A,89.00,2026-03-15
GT1415,Cultivo de Frijol en Uspantán,Certificación Orgánica y de Origen - Reg COOP-GT1415-B,77.00,2026-03-15
GT1415,Producción de Tejidos Mayas en Uspantán,Certificación Orgánica y de Origen - Reg ASO-GT1415-C,98.00,2026-03-15
GT1415,Producción de Cestería en Uspantán,Certificación Orgánica y de Origen - Reg ASO-GT1415-C,89.00,2026-03-15
GT1416,Cultivo de Maíz en Sacapulas,Certificación Orgánica y de Origen - Reg COOP-GT1416-A,99.00,2026-03-15
GT1416,Cultivo de Frijol en Sacapulas,Certificación Orgánica y de Origen - Reg COOP-GT1416-B,56.00,2026-03-15
GT1416,Producción de Tejidos Mayas en Sacapulas,Certificación Orgánica y de Origen - Reg ASO-GT1416-C,80.00,2026-03-15
GT1416,Producción de Cestería en Sacapulas,Certificación Orgánica y de Origen - Reg ASO-GT1416-C,90.00,2026-03-15
GT1417,Cultivo de Maíz en San Bartolomé Jocotenango,Certificación Orgánica y de Origen - Reg COOP-GT1417-A,61.00,2026-03-15
GT1417,Cultivo de Frijol en San Bartolomé Jocotenango,Certificación Orgánica y de Origen - Reg COOP-GT1417-B,79.00,2026-03-15
GT1417,Producción de Tejidos Mayas en San Bartolomé Jocotenango,Certificación Orgánica y de Origen - Reg ASO-GT1417-C,86.00,2026-03-15
GT1417,Producción de Cestería en San Bartolomé Jocotenango,Certificación Orgánica y de Origen - Reg ASO-GT1417-C,80.00,2026-03-15
GT1418,Cultivo de Maíz en Canillá,Certificación Orgánica y de Origen - Reg COOP-GT1418-A,97.00,2026-03-15
GT1418,Cultivo de Frijol en Canillá,Certificación Orgánica y de Origen - Reg COOP-GT1418-B,62.00,2026-03-15
GT1418,Producción de Tejidos Mayas en Canillá,Certificación Orgánica y de Origen - Reg ASO-GT1418-C,73.00,2026-03-15
GT1418,Producción de Cestería en Canillá,Certificación Orgánica y de Origen - Reg ASO-GT1418-C,73.00,2026-03-15
GT1419,Cultivo de Maíz en Chicamán,Certificación Orgánica y de Origen - Reg COOP-GT1419-A,60.00,2026-03-15
GT1419,Cultivo de Frijol en Chicamán,Certificación Orgánica y de Origen - Reg COOP-GT1419-B,88.00,2026-03-15
GT1419,Producción de Tejidos Mayas en Chicamán,Certificación Orgánica y de Origen - Reg ASO-GT1419-C,92.00,2026-03-15
GT1419,Producción de Cestería en Chicamán,Certificación Orgánica y de Origen - Reg ASO-GT1419-C,72.00,2026-03-15
GT1420,Cultivo de Maíz en Ixcán,Certificación Orgánica y de Origen - Reg COOP-GT1420-A,97.00,2026-03-15
GT1420,Cultivo de Frijol en Ixcán,Certificación Orgánica y de Origen - Reg COOP-GT1420-B,62.00,2026-03-15
GT1420,Producción de Tejidos Mayas en Ixcán,Certificación Orgánica y de Origen - Reg ASO-GT1420-C,98.00,2026-03-15
GT1420,Producción de Cestería en Ixcán,Certificación Orgánica y de Origen - Reg ASO-GT1420-C,88.00,2026-03-15
GT1421,Cultivo de Maíz en Pachalum,Certificación Orgánica y de Origen - Reg COOP-GT1421-A,68.00,2026-03-15
GT1421,Cultivo de Frijol en Pachalum,Certificación Orgánica y de Origen - Reg COOP-GT1421-B,90.00,2026-03-15
GT1421,Producción de Tejidos Mayas en Pachalum,Certificación Orgánica y de Origen - Reg ASO-GT1421-C,86.00,2026-03-15
GT1421,Producción de Cestería en Pachalum,Certificación Orgánica y de Origen - Reg ASO-GT1421-C,78.00,2026-03-15
GT1501,Cultivo de Maíz en Salamá,Certificación Orgánica y de Origen - Reg COOP-GT1501-A,82.00,2026-03-15
GT1501,Cultivo de Frijol en Salamá,Certificación Orgánica y de Origen - Reg COOP-GT1501-B,76.00,2026-03-15
GT1501,Cultivo de Hortalizas en Salamá,Certificación Orgánica y de Origen - Reg ASO-GT1501-C,85.00,2026-03-15
GT1502,Cultivo de Maíz en San Miguel Chicaj,Certificación Orgánica y de Origen - Reg COOP-GT1502-A,99.00,2026-03-15
GT1502,Cultivo de Frijol en San Miguel Chicaj,Certificación Orgánica y de Origen - Reg COOP-GT1502-B,78.00,2026-03-15
GT1502,Cultivo de Hortalizas en San Miguel Chicaj,Certificación Orgánica y de Origen - Reg ASO-GT1502-C,75.00,2026-03-15
GT1503,Cultivo de Maíz en Rabinal,Certificación Orgánica y de Origen - Reg COOP-GT1503-A,75.00,2026-03-15
GT1503,Cultivo de Frijol en Rabinal,Certificación Orgánica y de Origen - Reg COOP-GT1503-B,58.00,2026-03-15
GT1503,Cultivo de Hortalizas en Rabinal,Certificación Orgánica y de Origen - Reg ASO-GT1503-C,95.00,2026-03-15
GT1503,Producción de Alfarería en Rabinal,Certificación Orgánica y de Origen - Reg ASO-GT1503-C,71.00,2026-03-15
GT1504,Cultivo de Maíz en Cubulco,Certificación Orgánica y de Origen - Reg COOP-GT1504-A,63.00,2026-03-15
GT1504,Cultivo de Frijol en Cubulco,Certificación Orgánica y de Origen - Reg COOP-GT1504-B,58.00,2026-03-15
GT1504,Cultivo de Hortalizas en Cubulco,Certificación Orgánica y de Origen - Reg ASO-GT1504-C,79.00,2026-03-15
GT1505,Cultivo de Maíz en Granados,Certificación Orgánica y de Origen - Reg COOP-GT1505-A,97.00,2026-03-15
GT1505,Cultivo de Frijol en Granados,Certificación Orgánica y de Origen - Reg COOP-GT1505-B,77.00,2026-03-15
GT1505,Cultivo de Hortalizas en Granados,Certificación Orgánica y de Origen - Reg ASO-GT1505-C,86.00,2026-03-15
GT1506,Cultivo de Maíz en El Chol,Certificación Orgánica y de Origen - Reg COOP-GT1506-A,82.00,2026-03-15
GT1506,Cultivo de Frijol en El Chol,Certificación Orgánica y de Origen - Reg COOP-GT1506-B,69.00,2026-03-15
GT1506,Cultivo de Hortalizas en El Chol,Certificación Orgánica y de Origen - Reg ASO-GT1506-C,88.00,2026-03-15
GT1507,Cultivo de Maíz en San Jerónimo,Certificación Orgánica y de Origen - Reg COOP-GT1507-A,94.00,2026-03-15
GT1507,Cultivo de Frijol en San Jerónimo,Certificación Orgánica y de Origen - Reg COOP-GT1507-B,59.00,2026-03-15
GT1507,Cultivo de Hortalizas en San Jerónimo,Certificación Orgánica y de Origen - Reg ASO-GT1507-C,74.00,2026-03-15
GT1508,Cultivo de Maíz en Purulhá,Certificación Orgánica y de Origen - Reg COOP-GT1508-A,90.00,2026-03-15
GT1508,Cultivo de Frijol en Purulhá,Certificación Orgánica y de Origen - Reg COOP-GT1508-B,69.00,2026-03-15
GT1508,Cultivo de Hortalizas en Purulhá,Certificación Orgánica y de Origen - Reg ASO-GT1508-C,89.00,2026-03-15
GT1601,Cultivo de Maíz en Cobán,Certificación Orgánica y de Origen - Reg COOP-GT1601-A,81.00,2026-03-15
GT1601,Cultivo de Frijol en Cobán,Certificación Orgánica y de Origen - Reg COOP-GT1601-B,68.00,2026-03-15
GT1601,Cultivo de Cardamomo en Cobán,Certificación Orgánica y de Origen - Reg ASO-GT1601-C,81.00,2026-03-15
GT1601,Cultivo de Café en Cobán,Certificación Orgánica y de Origen - Reg COOP-GT1601-A,70.00,2026-03-15
GT1601,Cultivo de Cacao en Cobán,Certificación Orgánica y de Origen - Reg ASO-GT1601-C,86.00,2026-03-15
GT1602,Cultivo de Maíz en Santa Cruz Verapaz,Certificación Orgánica y de Origen - Reg COOP-GT1602-A,97.00,2026-03-15
GT1602,Cultivo de Frijol en Santa Cruz Verapaz,Certificación Orgánica y de Origen - Reg COOP-GT1602-B,92.00,2026-03-15
